Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Player Link_,Player ID_,Competition
24,Rodrigo Alves,BRA,MF,Vasco da Gama,20,2002,3.9,34.6,2.56,13.3,19.7,1.54,0.26,34.6,0.00,0.00,,0.00,,17.4,85.9,37.4,0.26,0.00,0.00,0.51,0.51,19.5,0.00,https://fbref.com/en/players/642defee/Rodrigo-Alves,642defee,Brazilian Serie A
25,Anderson,BRA,GK,Cruzeiro,24,1998,1.0,18.0,14.0,18.0,0.00,0.00,0.00,18.0,0.00,0.00,,0.00,,12.0,33.0,29.0,0.00,0.00,0.00,0.00,0.00,11.0,0.00,https://fbref.com/en/players/29d862d4/Anderson,29d862d4,Brazilian Serie A
26,Anderson,BRA,"FW,MF",Goiás,24,1998,14.3,45.2,0.42,7.06,20.3,19.2,2.31,45.2,4.76,2.80,58.8,1.82,38.2,29.7,199.9,106.2,3.08,2.73,0.77,2.80,2.80,33.9,7.41,https://fbref.com/en/players/4242a0a1/Anderson,4242a0a1,Brazilian Serie A
27,André,BRA,DF,Bahia,19,2003,1.4,66.4,2.86,15.7,30.7,21.4,0.71,66.4,3.57,2.86,80.0,0.71,20.0,37.1,180.0,92.1,1.43,2.14,0.00,2.14,0.71,37.9,8.57,https://fbref.com/en/players/bfe1565f/Andre,bfe1565f,Brazilian Serie A
28,André,BRA,"MF,DF",Fluminense,21,2001,29.4,93.4,9.12,32.2,54.0,7.86,0.10,93.4,2.11,1.29,61.3,0.54,25.8,66.9,331.2,199.0,1.97,1.84,0.03,1.16,0.51,74.1,0.48,https://fbref.com/en/players/ec604e2c/Andre,ec604e2c,Brazilian Serie A
29,Maurício Antônio,BRA,DF,Coritiba,30,1992,2.0,65.0,14.5,38.5,24.5,2.00,1.00,65.0,0.00,0.00,,0.00,,34.0,130.5,62.5,0.00,0.00,0.00,1.50,0.00,36.5,0.00,https://fbref.com/en/players/0bd71531/Mauricio-Antonio,0bd71531,Brazilian Serie A
30,Apodi,BRA,"FW,MF",Goiás,36,1986,4.2,23.6,1.90,5.48,7.86,10.2,2.14,23.6,0.95,0.48,50.0,0.48,50.0,11.7,66.0,35.0,1.43,0.71,0.48,2.14,0.00,13.6,3.81,https://fbref.com/en/players/affbe6bc/Apodi,affbe6bc,Brazilian Serie A
31,Guilherme Arana,BRA,DF,Atlético Mineiro,25,1997,26.5,74.0,3.09,19.7,33.7,21.2,1.02,74.0,1.17,0.45,38.7,0.60,51.6,40.6,205.5,117.1,2.11,1.62,0.19,0.94,0.49,48.6,4.60,https://fbref.com/en/players/2b15a82a/Guilherme-Arana,2b15a82a,Brazilian Serie A
32,Charles Aránguiz,CHI,MF,Internacional,33,1989,14.1,76.1,1.91,12.5,50.1,13.8,0.99,76.1,0.71,0.50,70.0,0.00,0.0,42.4,153.2,61.4,0.43,0.85,0.07,1.42,0.71,55.8,1.99,https://fbref.com/en/players/56413b1f/Charles-Aranguiz,56413b1f,Brazilian Serie A
33,Luiz Araújo,BRA,"FW,MF",Flamengo,26,1996,8.7,59.0,1.38,6.78,22.4,31.1,5.06,59.0,5.29,2.87,54.3,2.41,45.7,39.7,240.7,116.0,3.33,2.64,1.03,2.18,1.03,43.2,12.9,https://fbref.com/en/players/fa18c72e/Luiz-Araujo,fa18c72e,Brazilian Serie A
34,Matheus Araújo,BRA,"MF,FW",Corinthians,20,2002,6.5,60.9,1.69,12.0,29.2,20.6,3.08,60.9,2.46,1.38,56.3,0.62,25.0,37.5,178.0,90.5,2.77,2.00,0.92,2.15,1.08,42.9,6.62,https://fbref.com/en/players/2b0a4a75/Matheus-Araujo,2b0a4a75,Brazilian Serie A
35,Michel Araujo,URU,"FW,MF",São Paulo,26,1996,19.6,63.7,1.33,10.1,31.3,23.6,3.11,63.7,5.61,3.21,57.3,2.04,36.4,40.1,256.4,130.8,3.62,2.60,0.77,2.45,1.79,47.1,8.01,https://fbref.com/en/players/1159e4ae/Michel-Araujo,1159e4ae,Brazilian Serie A
36,Éberth Araújo Nogueira,BRA,FW,Coritiba,19,2003,0.3,33.3,0.00,0.00,10.0,23.3,6.67,33.3,0.00,0.00,,0.00,,23.3,23.3,6.67,3.33,0.00,3.33,6.67,3.33,30.0,6.67,https://fbref.com/en/players/6e60f591/Eberth-Araujo-Nogueira,6e60f591,Brazilian Serie A
37,Robert Arboleda,ECU,DF,São Paulo,31,1991,19.1,74.5,10.4,40.9,32.0,1.78,1.41,74.5,0.16,0.16,100.0,0.00,0.0,42.5,168.1,90.2,0.10,0.05,0.00,0.31,0.05,53.4,0.26,https://fbref.com/en/players/269dbfc6/Robert-Arboleda,269dbfc6,Brazilian Serie A
38,Jhon Arias,COL,"FW,MF",Fluminense,25,1997,26.5,72.3,1.55,10.9,26.2,36.3,3.96,72.2,5.81,3.02,51.9,1.89,32.5,49.4,304.5,164.7,5.36,3.28,1.02,2.04,2.26,53.7,11.3,https://fbref.com/en/players/86d96066/Jhon-Arias,86d96066,Brazilian Serie A
39,Luciano Arriagada,CHI,"FW,MF",Ath Paranaense,20,2002,2.1,37.6,0.95,3.81,17.1,17.1,2.86,37.6,1.43,0.95,66.7,0.00,0.0,23.3,111.9,47.1,2.38,0.00,0.48,4.76,3.81,28.1,5.71,https://fbref.com/en/players/e198a544/Luciano-Arriagada,e198a544,Brazilian Serie A
40,Arthur,BRA,"FW,MF",Cruzeiro,24,1998,15.0,39.9,0.47,5.60,14.8,20.3,3.20,39.9,4.60,1.80,39.1,2.47,53.6,27.3,228.5,108.1,4.40,3.13,1.40,2.27,1.20,30.7,7.47,https://fbref.com/en/players/184ad240/Arthur,184ad240,Brazilian Serie A
41,Arthur,BRA,DF,América (MG),19,2003,1.0,67.0,3.00,16.0,33.0,20.0,0.00,67.0,3.00,2.00,66.7,1.00,33.3,36.0,227.0,116.0,5.00,4.00,0.00,4.00,1.00,36.0,4.00,https://fbref.com/en/players/8a958856/Arthur,8a958856,Brazilian Serie A
42,Arthur,BRA,"DF,FW",Fluminense,18,2004,0.2,120.0,5.00,30.0,45.0,45.0,5.00,120.0,5.00,0.00,0.0,5.00,100.0,75.0,245.0,80.0,0.00,10.0,0.00,5.00,0.00,85.0,10.0,https://fbref.com/en/players/0339468c/Arthur,0339468c,Brazilian Serie A
43,Artur,BRA,FW,Palmeiras,24,1998,21.1,49.1,0.62,5.02,19.4,25.5,4.27,49.1,2.84,1.66,58.3,1.09,38.3,31.8,207.9,113.3,4.03,2.70,1.09,2.46,0.85,37.5,10.3,https://fbref.com/en/players/105132cd/Artur,105132cd,Brazilian Serie A
44,Eduard Atuesta,COL,MF,Palmeiras,25,1997,0.1,20.0,0.00,0.00,20.0,0.00,0.00,20.0,0.00,0.00,,0.00,,10.0,100.0,90.0,0.00,0.00,0.00,0.00,0.00,20.0,0.00,https://fbref.com/en/players/60990b81/Eduard-Atuesta,60990b81,Brazilian Serie A
45,Felipe Augusto,BRA,"FW,MF",Corinthians,18,2004,3.6,29.7,1.39,4.17,15.8,11.1,3.89,29.7,2.78,0.83,30.0,1.11,40.0,15.0,87.5,35.0,1.11,1.67,0.28,3.06,2.50,18.3,4.17,https://fbref.com/en/players/1f9cbd0b/Felipe-Augusto,1f9cbd0b,Brazilian Serie A
46,Filipe Augusto,BRA,MF,Cuiabá,29,1993,11.8,78.7,3.81,18.1,50.3,10.5,0.25,78.7,2.20,1.44,65.4,0.42,19.2,41.7,230.6,101.5,0.76,1.44,0.00,1.44,1.61,55.6,1.36,https://fbref.com/en/players/0e34de55/Filipe-Augusto,0e34de55,Brazilian Serie A
47,Renato Augusto,BRA,MF,Corinthians,34,1988,14.2,62.0,0.92,5.56,32.9,24.0,1.55,62.0,2.39,1.41,58.8,0.77,32.4,38.4,194.2,88.6,2.68,1.48,0.49,1.48,0.85,48.5,6.90,https://fbref.com/en/players/83a6367a/Renato-Augusto,83a6367a,Brazilian Serie A
48,Danilo Avelar,BRA,DF,América (MG),33,1989,22.0,51.3,4.64,19.6,24.1,7.91,2.55,51.2,0.50,0.14,27.3,0.36,72.7,22.5,109.7,61.3,0.50,0.45,0.00,0.64,0.09,28.0,1.91,https://fbref.com/en/players/eacb45fd/Danilo-Avelar,eacb45fd,Brazilian Serie A
49,Felipe Azevedo,BRA,"FW,MF",América (MG),36,1987,19.4,38.0,1.03,6.60,14.0,18.5,3.40,38.0,3.45,1.34,38.8,1.91,55.2,22.7,135.9,61.2,1.60,2.01,0.67,2.42,1.60,26.2,6.24,https://fbref.com/en/players/4a22b15a/Felipe-Azevedo,4a22b15a,Brazilian Serie A
50,Matheus Babi,BRA,FW,Goiás,25,1997,9.8,30.4,1.12,3.06,15.3,12.2,4.29,30.4,1.43,0.61,42.9,0.82,57.1,14.4,61.3,15.7,0.20,0.71,0.00,2.45,1.84,21.2,3.98,https://fbref.com/en/players/f48cff2c/Matheus-Babi,f48cff2c,Brazilian Serie A
51,Matheus Bahia,BRA,"DF,MF",Bahia,23,1999,5.5,64.4,2.00,17.8,28.2,18.7,1.45,64.4,1.82,0.73,40.0,0.91,50.0,32.0,166.2,99.5,2.73,1.09,0.36,3.09,0.00,33.5,3.82,https://fbref.com/en/players/33e3c4e5/Matheus-Bahia,33e3c4e5,Brazilian Serie A
52,Fabián Balbuena,PAR,DF,Corinthians,31,1991,1.0,70.0,10.0,48.0,22.0,1.00,1.00,70.0,0.00,0.00,,0.00,,29.0,172.0,113.0,0.00,0.00,0.00,0.00,0.00,47.0,0.00,https://fbref.com/en/players/3626f7d9/Fabian-Balbuena,3626f7d9,Brazilian Serie A
53,Robson Bambu,BRA,DF,Vasco da Gama,25,1997,14.2,60.4,8.10,27.7,28.3,4.72,0.63,60.4,1.20,0.49,41.2,0.63,52.9,34.2,186.5,98.4,0.35,0.42,0.00,1.06,0.92,36.8,0.92,https://fbref.com/en/players/d4fa7d01/Robson-Bambu,d4fa7d01,Brazilian Serie A
54,Gabriel Baralhas,BRA,MF,Internacional,24,1998,2.6,65.4,3.85,15.4,45.8,5.77,0.38,65.4,0.38,0.00,0.0,0.38,100.0,35.4,177.3,75.4,1.15,1.54,0.00,0.00,0.00,39.2,1.92,https://fbref.com/en/players/b7838aad/Gabriel-Baralhas,b7838aad,Brazilian Serie A
55,Danilo Barbosa,BRA,"MF,DF",Botafogo (RJ),26,1996,11.2,54.5,4.64,16.3,32.3,6.43,1.07,54.5,2.14,1.16,54.2,0.54,25.0,28.4,141.8,67.7,1.25,0.63,0.18,1.07,1.52,32.3,0.63,https://fbref.com/en/players/0557ff4f/Danilo-Barbosa,0557ff4f,Brazilian Serie A
56,Diogo Barbosa,BRA,DF,Fluminense,30,1992,12.4,66.0,3.47,17.4,29.8,19.4,0.81,66.0,2.18,1.13,51.9,0.89,40.7,39.1,195.5,100.9,2.82,2.18,0.24,0.97,0.48,43.4,5.48,https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa,7b9ef26b,Brazilian Serie A
57,Diogo Barbosa,BRA,DF,Grêmio,30,1992,4.3,62.1,4.19,16.3,30.5,16.3,1.16,62.1,4.88,1.63,33.3,2.79,57.1,27.7,166.3,81.9,1.86,2.33,0.47,1.63,0.70,32.6,4.42,https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa,7b9ef26b,Brazilian Serie A
58,Gabriel Barbosa,BRA,FW,Flamengo,26,1996,17.1,37.0,0.00,1.46,15.3,20.5,3.51,36.7,0.82,0.29,35.7,0.47,57.1,20.8,107.7,52.3,1.52,1.52,0.23,0.99,0.47,28.4,6.55,https://fbref.com/en/players/72d0e1b6/Gabriel-Barbosa,72d0e1b6,Brazilian Serie A
59,Lucas Barbosa,BRA,"FW,MF",Santos,21,2001,1.1,63.6,3.64,21.8,34.5,10.9,0.91,63.6,3.64,1.82,50.0,1.82,50.0,30.0,163.6,81.8,3.64,2.73,0.00,1.82,1.82,28.2,3.64,https://fbref.com/en/players/a28eac7e/Lucas-Barbosa,a28eac7e,Brazilian Serie A
60,Lucas Barbosa,BRA,"MF,FW",Coritiba,21,2001,1.1,69.1,4.55,8.18,30.9,30.9,2.73,69.1,4.55,0.91,20.0,2.73,60.0,39.1,120.9,39.1,0.91,2.73,0.00,3.64,0.91,42.7,9.09,https://fbref.com/en/players/a28eac7e/Lucas-Barbosa,a28eac7e,Brazilian Serie A
61,Chrystian Barletta,BRA,MF,Corinthians,21,2001,1.4,,,,,,,,,,,,,,,,,,,,,,,https://fbref.com/en/players/d594cf58/Chrystian-Barletta,d594cf58,Brazilian Serie A
62,Cauan Barros,BRA,MF,Vasco da Gama,18,2004,2.6,45.4,2.69,10.4,27.7,7.31,2.69,45.4,0.00,0.00,,0.00,,21.5,94.6,41.9,0.00,0.38,0.00,0.38,1.54,26.9,1.54,https://fbref.com/en/players/6ae4627b/Cauan-Barros,6ae4627b,Brazilian Serie A
63,Gabriel Barros,BRA,"FW,MF",Internacional,21,2001,2.0,50.5,0.50,6.00,27.5,17.5,4.50,50.5,4.00,1.00,25.0,2.50,62.5,31.0,211.0,53.5,2.00,1.50,1.00,4.00,0.50,37.0,6.00,https://fbref.com/en/players/b43515ea/Gabriel-Barros,b43515ea,Brazilian Serie A
64,Bastos,ANG,DF,Botafogo (RJ),31,1991,1.3,64.6,5.38,26.9,33.8,3.85,0.77,64.6,0.00,0.00,,0.00,,25.4,99.2,66.9,0.00,0.00,0.00,0.00,0.00,44.6,0.00,https://fbref.com/en/players/c01c66d9/Bastos,c01c66d9,Brazilian Serie A
65,Fellipe Bastos,BRA,MF,Goiás,32,1990,0.4,40.0,0.00,22.5,15.0,5.00,0.00,40.0,0.00,0.00,,0.00,,10.0,45.0,17.5,2.50,0.00,0.00,0.00,0.00,20.0,2.50,https://fbref.com/en/players/9b99eae0/Fellipe-Bastos,9b99eae0,Brazilian Serie A
66,Diogo Batista,BRA,"DF,MF",Coritiba,19,2003,5.9,60.0,3.90,20.8,28.6,11.2,1.02,60.0,1.69,0.51,30.0,0.85,50.0,30.7,137.8,84.2,1.36,1.19,0.34,1.69,0.85,33.4,2.20,https://fbref.com/en/players/9bd61510/Diogo-Batista,9bd61510,Brazilian Serie A
67,Rodrigo Battaglia,ARG,MF,Atlético Mineiro,31,1991,19.2,58.5,1.72,10.3,40.5,8.59,0.99,58.5,1.20,0.83,69.6,0.31,26.1,37.4,213.3,116.1,1.98,1.72,0.10,0.73,0.68,40.9,1.41,https://fbref.com/en/players/d637fc22/Rodrigo-Battaglia,d637fc22,Brazilian Serie A
68,José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,25,1997,22.2,65.4,3.96,19.7,26.8,19.9,2.30,65.4,1.80,0.77,42.5,0.95,52.5,30.8,157.9,95.9,2.52,1.89,0.32,1.04,0.41,33.4,4.28,https://fbref.com/en/players/6f1a7f76/Jose-Luis-Rodriguez-Bebanz,6f1a7f76,Brazilian Serie A
69,Matheus Belém,BRA,DF,São Paulo,19,2003,1.9,53.7,7.89,31.1,21.1,1.58,0.53,53.7,0.00,0.00,,0.00,,28.4,118.9,67.9,0.53,1.05,0.00,2.11,0.00,34.7,0.00,https://fbref.com/en/players/3f2ef5ad/Matheus-Belem,3f2ef5ad,Brazilian Serie A
70,Lucas Belezi,BRA,DF,Ath Paranaense,19,2003,0.5,50.0,6.00,18.0,28.0,4.00,2.00,50.0,0.00,0.00,,0.00,,28.0,82.0,52.0,0.00,0.00,0.00,0.00,0.00,32.0,0.00,https://fbref.com/en/players/1e4932f6/Lucas-Belezi,1e4932f6,Brazilian Serie A
71,Ramiro Benetti,BRA,MF,Cruzeiro,29,1993,4.5,62.9,0.44,8.00,39.6,16.7,1.56,62.9,1.33,0.67,50.0,0.44,33.3,33.3,126.7,62.0,0.89,0.89,0.22,1.56,0.22,42.9,2.89,https://fbref.com/en/players/96d14fe7/Ramiro-Benetti,96d14fe7,Brazilian Serie A
72,Martín Benítez,ARG,"MF,FW",América (MG),28,1994,12.4,56.1,0.16,5.16,30.5,21.6,1.85,56.1,5.65,2.82,50.0,2.26,40.0,34.4,184.1,94.8,2.10,1.37,0.40,1.13,2.10,39.7,4.52,https://fbref.com/en/players/c122e34e/Martin-Benitez,c122e34e,Brazilian Serie A
73,Bento,BRA,GK,Ath Paranaense,23,1999,33.0,28.8,26.1,28.8,0.03,0.00,0.00,28.8,0.00,0.00,,0.00,,13.4,73.9,46.4,0.00,0.00,0.00,0.00,0.00,9.58,0.00,https://fbref.com/en/players/5d699228/Bento,5d699228,Brazilian Serie A
74,Lucas Beraldo,BRA,DF,São Paulo,19,2003,24.0,79.5,8.33,33.5,44.0,2.46,0.71,79.5,0.17,0.00,0.0,0.00,0.0,51.2,251.7,161.3,0.67,0.42,0.00,0.33,0.21,58.4,0.13,https://fbref.com/en/players/b8aedf06/Lucas-Beraldo,b8aedf06,Brazilian Serie A
75,Lucas Besozzi,ARG,"FW,MF",Grêmio,20,2003,4.4,57.3,0.68,6.59,21.4,30.5,4.09,57.3,5.23,1.82,34.8,3.18,60.9,37.3,291.1,160.2,6.82,4.77,2.27,2.27,1.59,41.1,10.7,https://fbref.com/en/players/d8dcc840/Lucas-Besozzi,d8dcc840,Brazilian Serie A
76,Matheus Bianqui,BRA,MF,Coritiba,25,1998,15.8,43.4,3.29,12.1,23.4,8.54,1.90,43.4,0.95,0.44,46.7,0.38,40.0,20.7,70.5,29.5,0.63,0.38,0.19,1.52,0.89,22.9,2.59,https://fbref.com/en/players/9da67b35/Matheus-Bianqui,9da67b35,Brazilian Serie A
77,Raul Bicalho,BRA,DF,Bahia,23,1999,3.6,64.7,6.11,29.4,32.2,3.33,1.39,64.7,0.00,0.00,,0.00,,43.1,291.9,190.0,1.94,1.67,0.00,1.11,0.00,46.7,0.56,https://fbref.com/en/players/79af412b/Raul-Bicalho,79af412b,Brazilian Serie A
78,Matheus Bidu,BRA,DF,Corinthians,23,1999,18.4,73.7,4.78,21.5,32.7,20.4,0.87,73.7,1.96,0.71,36.1,0.92,47.2,40.1,220.8,129.5,3.15,1.68,0.11,1.30,0.49,42.0,5.43,https://fbref.com/en/players/b8a72293/Matheus-Bidu,b8a72293,Brazilian Serie A
79,Rafael Bilu,BRA,FW,Cruzeiro,23,1999,1.0,57.0,0.00,5.00,21.0,34.0,7.00,57.0,8.00,5.00,62.5,2.00,25.0,37.0,219.0,132.0,5.00,3.00,3.00,5.00,0.00,36.0,8.00,https://fbref.com/en/players/26880429/Rafael-Bilu,26880429,Brazilian Serie A
80,Guilherme Biro,BRA,"FW,MF",Corinthians,18,2004,6.4,45.5,0.47,6.72,21.4,18.4,2.03,45.5,3.91,1.56,40.0,1.88,48.0,30.3,185.2,92.0,2.81,2.03,0.63,1.56,0.63,33.1,6.88,https://fbref.com/en/players/e38c2c76/Guilherme-Biro,e38c2c76,Brazilian Serie A
81,Bitelo,BRA,"MF,FW",Grêmio,23,2000,17.2,61.0,1.28,8.02,29.4,24.4,3.72,61.0,2.67,1.22,45.7,1.10,41.3,38.9,182.0,93.7,2.27,2.03,0.58,2.85,1.63,44.1,7.67,https://fbref.com/en/players/d4b69f94/Bitelo,d4b69f94,Brazilian Serie A
82,Thiago Borbas,URU,FW,Bragantino,20,2002,15.9,34.0,0.38,1.19,11.3,21.8,5.79,34.0,1.64,0.82,50.0,0.57,34.6,20.2,76.4,19.9,0.75,0.57,0.25,3.33,1.51,25.9,7.48,https://fbref.com/en/players/04f9c45f/Thiago-Borbas,04f9c45f,Brazilian Serie A
