Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-29,19:15,Primera Div,Matchweek 1,Sun,Home,L,1,2,Lanús,0.6,1.7,60,,Paolo Goltz,4-4-2,Pablo Dóvalo,Match Report,
2023-02-05,21:30,Primera Div,Matchweek 2,Sun,Away,L,0,1,Godoy Cruz,1.1,1.2,49,,Paolo Goltz,4-4-2,Luis Lobo Medina,Match Report,
2023-02-10,21:30,Primera Div,Matchweek 3,Fri,Home,L,0,2,Sarmiento,1.5,1.1,65,,Paolo Goltz,4-4-2,Pablo Echavarría,Match Report,
2023-02-19,17:00,Primera Div,Matchweek 4,Sun,Away,D,1,1,CA Unión,0.7,0.9,46,,Paolo Goltz,4-2-3-1,Facundo Tello,Match Report,
2023-02-26,17:00,Primera Div,Matchweek 5,Sun,Home,D,1,1,CA Huracán,1.1,1.7,56,,Paolo Goltz,5-3-2,Nazareno Arasa,Match Report,
2023-03-04,17:00,Primera Div,Matchweek 6,Sat,Away,D,0,0,Gimnasia ELP,0.6,1.2,46,,Paolo Goltz,5-3-2,Yael Falcón,Match Report,
2023-03-13,21:00,Primera Div,Matchweek 7,Mon,Home,D,1,1,Newell's OB,1.6,0.7,38,,Paolo Goltz,3-4-1-2,Jorge Baliño,Match Report,
2023-03-18,19:00,Primera Div,Matchweek 8,Sat,Away,D,2,2,Independiente,2.5,2.5,56,,Paolo Goltz,3-1-4-2,Nicolás Lamolina,Match Report,
2023-04-02,19:00,Primera Div,Matchweek 9,Sun,Home,D,0,0,Tucumán,1.9,0.8,52,,Paolo Goltz,3-1-4-2,Pablo Echavarría,Match Report,
2023-04-09,21:30,Primera Div,Matchweek 10,Sun,Away,W,2,1,Boca Juniors,0.4,1.1,30,,Paolo Goltz,3-1-4-2,Leandro Rey Hilfer,Match Report,
2023-04-13,16:30,Primera Div,Matchweek 11,Thu,Home,D,2,2,Talleres,1.6,1.8,37,,Paolo Goltz,3-1-4-2,Sebastián Martinez,Match Report,
2023-04-17,16:30,Primera Div,Matchweek 12,Mon,Away,D,0,0,Platense,0.9,0.7,62,,Paolo Goltz,3-1-4-2,Sebastían Zunino,Match Report,
2023-04-21,20:30,Primera Div,Matchweek 13,Fri,Home,W,2,1,Vélez Sarsfield,1.2,0.7,39,,Paolo Goltz,3-1-4-2,Darío Herrera,Match Report,
2023-04-30,15:30,Primera Div,Matchweek 14,Sun,Away,L,0,2,Defensa y Just,0.2,1.6,52,,Paolo Goltz,5-3-2,Fernando Echenique,Match Report,
2023-05-06,18:00,Primera Div,Matchweek 15,Sat,Home,W,2,0,Banfield,0.9,1.2,36,,Facundo Garcés,3-5-2,Pablo Echavarría,Match Report,
2023-05-13,20:30,Primera Div,Matchweek 16,Sat,Away,L,0,1,Instituto Atlético Central Córdoba,0.3,2.3,43,,Facundo Garcés,3-5-2,Luis Lobo Medina,Match Report,
2023-05-21,18:00,Primera Div,Matchweek 17,Sun,Home,D,1,1,Barracas Central,0.7,0.6,58,,Paolo Goltz,4-4-2,Andrés Merlos,Match Report,
2023-05-29,16:30,Primera Div,Matchweek 18,Mon,Home,D,2,2,CC Córdoba,1.4,1.3,50,,Facundo Garcés,5-3-2,Fernando Espinoza,Match Report,
2023-06-04,14:00,Primera Div,Matchweek 19,Sun,Away,D,0,0,San Lorenzo,1.0,0.5,47,,Facundo Garcés,5-3-2,Darío Herrera,Match Report,
2023-06-13,18:00,Primera Div,Matchweek 20,Tue,Home,W,1,0,Estudiantes,0.8,1.4,40,,Facundo Garcés,5-3-2,Nazareno Arasa,Match Report,
2023-06-25,19:00,Primera Div,Matchweek 21,Sun,Away,D,1,1,Rosario Cent,0.8,1.6,46,,Facundo Garcés,5-3-2,Nicolás Lamolina,Match Report,
2023-07-02,17:00,Primera Div,Matchweek 22,Sun,Home,L,0,4,Racing Club,0.4,2.5,43,,Facundo Garcés,3-4-1-2,Facundo Tello,Match Report,
2023-07-05,21:30,Primera Div,Matchweek 23,Wed,Away,L,0,2,River Plate,0.1,1.5,31,,Facundo Garcés,3-5-1-1,Nicolás Ramírez,Match Report,
