Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-08,20:00,Champions Lg,Third qualifying round,Tue,Home,W,3.0,0.0,rs TSC Bačka Top,,,,22186.0,Ricardo Horta,4-3-3,Harald Lechner,Match Report,Leg 1 of 2
2023-08-11,20:15,Primeira Liga,Matchweek 1,Fri,Home,L,1.0,2.0,Famalicão,1.1,0.7,59.0,19184.0,Ricardo Horta,4-2-3-1,Fábio Veríssimo,Match Report,
2023-08-15,20:00,Champions Lg,Third qualifying round,Tue,Away,W,4.0,1.0,rs TSC Bačka Top,,,,4200.0,Ricardo Horta,4-3-3,Jakob Kehlet,Match Report,Leg 2 of 2; Braga won
2023-08-19,18:00,Primeira Liga,Matchweek 2,Sat,Away,W,4.0,2.0,Chaves,1.3,1.4,55.0,5443.0,Ricardo Horta,4-2-3-1,João António Gonçalves,Match Report,
2023-08-23,20:00,Champions Lg,Play-off round,Wed,Home,W,2.0,1.0,gr Panathinaikos,,,54.0,23401.0,Ricardo Horta,4-2-3-1,Felix Zwayer,Match Report,Leg 1 of 2
2023-08-29,22:00,Champions Lg,Play-off round,Tue,Away,W,1.0,0.0,gr Panathinaikos,,,42.0,61390.0,Ricardo Horta,4-2-3-1,Daniele Orsato,Match Report,Leg 2 of 2; Braga won
2023-09-03,20:30,Primeira Liga,Matchweek 4,Sun,Home,D,1.0,1.0,Sporting CP,0.4,0.4,54.0,22781.0,Ricardo Horta,4-2-3-1,Luís Godinho,Match Report,
2023-09-09,18:00,Primeira Liga,Matchweek 3,Sat,Away,W,3.0,2.0,Moreirense,1.3,1.1,59.0,2875.0,José Fonte,4-2-3-1,Cláudio Ruivo Pereira,Match Report,
2023-09-16,18:00,Primeira Liga,Matchweek 5,Sat,Away,L,1.0,3.0,Farense,1.5,3.7,62.0,5006.0,Ricardo Horta,4-2-3-1,António Nobre,Match Report,
2023-09-20,20:00,Champions Lg,Group stage,Wed,Home,L,1.0,2.0,it Napoli,1.4,1.7,53.0,18422.0,Ricardo Horta,4-2-3-1,Serdar Gözübüyük,Match Report,
2023-09-24,20:30,Primeira Liga,Matchweek 6,Sun,Home,W,4.0,1.0,Boavista,4.5,1.0,65.0,16394.0,Ricardo Horta,4-2-3-1,Artur Soares Dias,Match Report,
2023-09-28,20:15,Primeira Liga,Matchweek 7,Thu,Away,W,4.0,2.0,Estrela,3.4,1.9,51.0,3630.0,Ricardo Horta,4-2-3-1,Nuno Almeida,Match Report,
2023-10-03,18:45,Champions Lg,Group stage,Tue,Away,W,3.0,2.0,de Union Berlin,1.2,2.0,63.0,73445.0,Ricardo Horta,4-2-3-1,Srđan Jovanović,Match Report,
2023-10-07,18:00,Primeira Liga,Matchweek 8,Sat,Home,W,2.0,1.0,Rio Ave,2.7,2.3,72.0,16093.0,José Fonte,4-2-3-1,Manuel Oliveira,Match Report,
2023-10-24,20:00,Champions Lg,Group stage,Tue,Home,L,1.0,2.0,es Real Madrid,1.5,0.9,48.0,29820.0,Ricardo Horta,4-2-3-1,Michael Oliver,Match Report,
2023-10-28,20:30,Primeira Liga,Matchweek 9,Sat,Away,D,3.0,3.0,Gil Vicente FC,1.2,2.4,54.0,4504.0,Ricardo Horta,4-4-2,Hélder Malheiro,Match Report,
2023-11-04,20:30,Primeira Liga,Matchweek 10,Sat,Home,W,6.0,1.0,Portimonense,3.4,1.1,62.0,8929.0,Ricardo Horta,4-2-3-1,Luís Godinho,Match Report,
2023-11-08,21:00,Champions Lg,Group stage,Wed,Away,L,0.0,3.0,es Real Madrid,1.4,3.2,52.0,68509.0,Ricardo Horta,4-3-3,Halil Umut Meler,Match Report,
2023-11-12,18:00,Primeira Liga,Matchweek 11,Sun,Away,W,1.0,0.0,Arouca,1.3,1.0,60.0,1525.0,Ricardo Horta,4-2-3-1,João António Gonçalves,Match Report,
2023-11-29,20:00,Champions Lg,Group stage,Wed,Home,D,1.0,1.0,de Union Berlin,1.8,0.8,53.0,15855.0,Ricardo Horta,4-2-3-1,Clément Turpin,Match Report,
2023-12-03,15:30,Primeira Liga,Matchweek 12,Sun,Home,W,3.0,1.0,Estoril,3.4,0.6,61.0,12902.0,Ricardo Horta,4-2-3-1,Bruno Vieira,Match Report,
2023-12-08,15:30,Primeira Liga,Matchweek 13,Fri,Away,W,3.0,1.0,Vizela,2.8,1.2,61.0,3785.0,Ricardo Horta,4-2-3-1,Cláudio Ruivo Pereira,Match Report,
2023-12-12,21:00,Champions Lg,Group stage,Tue,Away,L,0.0,2.0,it Napoli,1.0,1.4,50.0,37841.0,Ricardo Horta,4-2-3-1,Slavko Vinčič,Match Report,
2023-12-17,20:30,Primeira Liga,Matchweek 14,Sun,Home,L,0.0,1.0,Benfica,1.8,1.5,63.0,25532.0,Ricardo Horta,4-2-3-1,Luís Godinho,Match Report,
2023-12-30,18:00,Primeira Liga,Matchweek 15,Sat,Away,,,,Casa Pia,,,,,,,,Head-to-Head,
2024-01-06,20:30,Primeira Liga,Matchweek 16,Sat,Home,,,,Vitória,,,,,,,,Head-to-Head,
2024-01-14,20:30,Primeira Liga,Matchweek 17,Sun,Away,,,,Porto,,,,,,,,Head-to-Head,
2024-01-18,18:45,Primeira Liga,Matchweek 18,Thu,Away,,,,Famalicão,,,,,,,,Head-to-Head,
2024-01-28,,Primeira Liga,Matchweek 19,Sun,Home,,,,Chaves,,,,,,,,Head-to-Head,
2024-02-04,,Primeira Liga,Matchweek 20,Sun,Home,,,,Moreirense,,,,,,,,Head-to-Head,
2024-02-11,,Primeira Liga,Matchweek 21,Sun,Away,,,,Sporting CP,,,,,,,,Head-to-Head,
2024-02-15,20:00,Europa Lg,Knockout round play-offs,Thu,Home,,,,az Qarabağ Ağdam,,,,,,,,Head-to-Head,Leg 1 of 2
2024-02-18,,Primeira Liga,Matchweek 22,Sun,Home,,,,Farense,,,,,,,,Head-to-Head,
