Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-12,20:30,Primeira Liga,Matchweek 1,Sat,Home,W,3.0,2.0,Vizela,2.1,1.4,61.0,37152.0,Sebastián Coates,3-4-3,Fábio Oliveira Melo,Match Report,
2023-08-18,20:15,Primeira Liga,Matchweek 2,Fri,Away,W,2.0,1.0,Casa Pia,1.2,0.8,56.0,6981.0,Sebastián Coates,3-4-3,Nuno Almeida,Match Report,
2023-08-27,20:30,Primeira Liga,Matchweek 3,Sun,Home,W,1.0,0.0,Famalicão,2.2,0.3,64.0,40287.0,Sebastián Coates,3-4-3,André Narciso,Match Report,
2023-09-03,20:30,Primeira Liga,Matchweek 4,Sun,Away,D,1.0,1.0,Braga,0.4,0.4,46.0,22781.0,Sebastián Coates,3-4-3,Luís Godinho,Match Report,
2023-09-17,20:30,Primeira Liga,Matchweek 5,Sun,Home,W,3.0,0.0,Moreirense,1.9,0.4,72.0,36815.0,Sebastián Coates,3-4-3,Manuel Oliveira,Match Report,
2023-09-21,21:00,Europa Lg,Group stage,Thu,Away,W,2.0,1.0,at Sturm Graz,1.7,0.6,61.0,13517.0,Sebastián Coates,3-4-3,Nikola Dabanović,Match Report,
2023-09-25,20:15,Primeira Liga,Matchweek 6,Mon,Home,W,2.0,0.0,Rio Ave,1.8,0.4,53.0,34355.0,Sebastián Coates,3-4-3,Cláudio Ruivo Pereira,Match Report,
2023-09-30,20:30,Primeira Liga,Matchweek 7,Sat,Away,W,3.0,2.0,Farense,3.4,0.4,69.0,6020.0,Sebastián Coates,3-4-3,Luís Godinho,Match Report,
2023-10-05,17:45,Europa Lg,Group stage,Thu,Home,L,1.0,2.0,it Atalanta,2.0,2.1,49.0,42301.0,Antonio Adán,3-4-3,Alejandro Hernández,Match Report,
2023-10-08,20:30,Primeira Liga,Matchweek 8,Sun,Home,W,2.0,1.0,Arouca,1.8,0.6,57.0,36688.0,Sebastián Coates,3-4-3,António Nobre,Match Report,
2023-10-26,18:45,Europa Lg,Group stage,Thu,Away,D,1.0,1.0,pl RKS Raków,0.3,2.0,41.0,10518.0,Sebastián Coates,3-4-3,Anastasios Papapetrou,Match Report,
2023-10-30,20:15,Primeira Liga,Matchweek 9,Mon,Away,W,2.0,0.0,Boavista,2.5,0.6,51.0,12608.0,Sebastián Coates,3-4-3,Nuno Almeida,Match Report,
2023-11-05,20:30,Primeira Liga,Matchweek 10,Sun,Home,W,3.0,2.0,Estrela,2.2,1.6,65.0,38408.0,Sebastián Coates,3-4-3,André Narciso,Match Report,
2023-11-09,20:00,Europa Lg,Group stage,Thu,Home,W,2.0,1.0,pl RKS Raków,2.7,0.4,72.0,32940.0,Sebastián Coates,3-4-3,Enea Jorgji,Match Report,
2023-11-12,20:30,Primeira Liga,Matchweek 11,Sun,Away,L,1.0,2.0,Benfica,0.7,1.4,47.0,62166.0,Sebastián Coates,3-4-3,Artur Soares Dias,Match Report,
2023-11-30,18:45,Europa Lg,Group stage,Thu,Away,D,1.0,1.0,it Atalanta,1.6,0.7,56.0,14865.0,Antonio Adán,3-4-3,Michael Oliver,Match Report,
2023-12-04,20:15,Primeira Liga,Matchweek 12,Mon,Home,W,3.0,1.0,Gil Vicente FC,1.7,0.2,60.0,33712.0,Sebastián Coates,3-4-3,Cláudio Ruivo Pereira,Match Report,
2023-12-09,18:00,Primeira Liga,Matchweek 13,Sat,Away,L,2.0,3.0,Vitória,1.9,2.2,69.0,,Antonio Adán,3-4-3,João Pinheiro,Match Report,
2023-12-14,20:00,Europa Lg,Group stage,Thu,Home,W,3.0,0.0,at Sturm Graz,1.6,0.3,70.0,24733.0,Sebastián Coates,3-4-3,William Collum,Match Report,
2023-12-18,20:15,Primeira Liga,Matchweek 14,Mon,Home,W,2.0,0.0,Porto,1.4,0.7,44.0,44385.0,Antonio Adán,3-4-3,Nuno Almeida,Match Report,
2023-12-30,20:30,Primeira Liga,Matchweek 15,Sat,Away,,,,Portimonense,,,,,,,,Head-to-Head,
2024-01-05,18:45,Primeira Liga,Matchweek 16,Fri,Home,,,,Estoril,,,,,,,,Head-to-Head,
2024-01-13,18:00,Primeira Liga,Matchweek 17,Sat,Away,,,,Chaves,,,,,,,,Head-to-Head,
2024-01-18,20:45,Primeira Liga,Matchweek 18,Thu,Away,,,,Vizela,,,,,,,,Head-to-Head,
2024-01-28,,Primeira Liga,Matchweek 19,Sun,Home,,,,Casa Pia,,,,,,,,Head-to-Head,
2024-02-04,,Primeira Liga,Matchweek 20,Sun,Away,,,,Famalicão,,,,,,,,Head-to-Head,
2024-02-11,,Primeira Liga,Matchweek 21,Sun,Home,,,,Braga,,,,,,,,Head-to-Head,
2024-02-15,18:45,Europa Lg,Knockout round play-offs,Thu,Away,,,,ch Young Boys,,,,,,,,Head-to-Head,Leg 1 of 2
2024-02-18,,Primeira Liga,Matchweek 22,Sun,Away,,,,Moreirense,,,,,,,,Head-to-Head,
