Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
229,Pedro David Rosendo Marques,POR,FW,NEC Nijmegen,25-258,1998,3,0,44,0.5,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.40,0.40,0.00,0.40,6.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.44,https://fbref.com/en/players/717f39e8/Pedro-David-Rosendo-Marques,717f39e8,Eredivisie
230,Ar'jany Martha,NED,DF,Ajax,20-126,2003,6,6,493,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.25,0.25,2.55,4.00,7.82,0.00,0.00,0.00,0.00,0.00,0.01,0.26,0.27,0.01,0.27,https://fbref.com/en/players/364f602a/Arjany-Martha,364f602a,Eredivisie
231,Bruno Martins Indi,NED,DF,AZ Alkmaar,31-334,1992,9,5,531,5.9,0.17,0.17,0.34,0.17,0.00,0.00,0.34,0.00,0.14,0.14,0.20,0.36,3.05,8.47,0.68,0.17,0.17,0.34,0.17,0.34,0.14,0.21,0.35,0.14,0.35,https://fbref.com/en/players/7bc34048/Bruno-Martins-Indi,7bc34048,Eredivisie
232,Magnus Mattsson,DEN,MF,NEC Nijmegen,24-317,1999,16,16,1440,16.0,0.56,0.25,0.81,0.50,0.06,0.06,0.06,0.00,0.38,0.33,0.16,0.47,1.13,3.69,4.63,0.56,0.25,0.81,0.50,0.75,0.37,0.15,0.53,0.32,0.48,https://fbref.com/en/players/3a089320/Magnus-Mattsson,3a089320,Eredivisie
233,Robin Maulun,FRA,"MF,FW",Volendam,27-046,1996,2,0,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b1940817/Robin-Maulun,b1940817,Eredivisie
234,Loïc Mbe Soh,FRA,DF,Almere City,22-209,2001,12,10,904,10.0,0.10,0.10,0.20,0.10,0.00,0.00,0.20,0.00,0.03,0.03,0.03,0.05,0.50,3.90,0.20,0.10,0.10,0.20,0.10,0.20,0.03,0.03,0.05,0.03,0.05,https://fbref.com/en/players/8f534f8e/Loic-Mbe-Soh,8f534f8e,Eredivisie
235,Xavier Mbuyamba,NED,DF,Volendam,22-008,2001,6,5,405,4.5,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.04,0.04,0.00,0.04,0.67,5.11,0.22,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/en/players/8fc43595/Xavier-Mbuyamba,8fc43595,Eredivisie
236,Jakov Medić,CRO,DF,Ajax,25-123,1998,4,3,284,3.2,0.31,0.00,0.31,0.31,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.94,6.25,0.00,0.32,0.00,0.32,0.32,0.32,0.03,0.00,0.03,0.03,0.03,https://fbref.com/en/players/5f5ebdae/Jakov-Medic,5f5ebdae,Eredivisie
237,Mexx Meerdink,NED,FW,AZ Alkmaar,20-168,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.52,0.00,1.52,1.52,1.52,https://fbref.com/en/players/4d5f6b4a/Mexx-Meerdink,4d5f6b4a,Eredivisie
238,Aaron Meijers,NED,DF,RKC Waalwijk,36-072,1987,14,13,1192,13.2,0.00,0.30,0.30,0.00,0.00,0.00,0.30,0.00,0.01,0.01,0.14,0.15,2.65,5.38,3.33,0.00,0.30,0.30,0.00,0.30,0.01,0.14,0.15,0.01,0.15,https://fbref.com/en/players/3cd63173/Aaron-Meijers,3cd63173,Eredivisie
239,Rick Meijssen,NED,"DF,FW",Sparta R'dam,21-318,2002,6,2,205,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.48,3.91,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/86a3a76d/Rick-Meijssen,86a3a76d,Eredivisie
240,Raz Meir,ISR,DF,RKC Waalwijk,27-039,1996,3,0,42,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,0.00,10.0,8.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,https://fbref.com/en/players/38f8ce7f/Raz-Meir,38f8ce7f,Eredivisie
241,Julien Mesbahi,NED,DF,Twente,17-342,2006,1,0,7,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ada82896/Julien-Mesbahi,ada82896,Eredivisie
242,Metinho,BRA,MF,Sparta R'dam,20-260,2003,8,2,216,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,3.75,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c2f5b9e6/Metinho,c2f5b9e6,Eredivisie
243,Melle Meulensteen,NED,MF,Vitesse,24-188,1999,15,15,1199,13.3,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.08,0.11,0.11,0.01,0.13,1.20,5.26,1.35,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.12,0.12,0.12,https://fbref.com/en/players/dbd869a1/Melle-Meulensteen,dbd869a1,Eredivisie
244,Daryl van Mieghem,NED,MF,Volendam,34-034,1989,2,2,155,1.7,0.59,0.00,0.59,0.59,0.00,0.00,0.00,0.00,0.18,0.18,0.06,0.29,0.00,4.71,2.35,0.58,0.00,0.58,0.58,0.58,0.20,0.07,0.26,0.20,0.26,https://fbref.com/en/players/b92e54dc/Daryl-van-Mieghem,b92e54dc,Eredivisie
245,Djordje Mihailovic,USA,MF,AZ Alkmaar,25-059,1998,8,3,277,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.23,0.29,0.97,4.19,5.48,0.00,0.00,0.00,0.00,0.00,0.06,0.24,0.30,0.06,0.30,https://fbref.com/en/players/83cf9719/Djordje-Mihailovic,83cf9719,Eredivisie
246,Sven Mijnans,NED,MF,AZ Alkmaar,23-305,2000,13,13,984,10.9,0.00,0.28,0.28,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.17,0.25,1.28,4.68,3.39,0.00,0.27,0.27,0.00,0.27,0.08,0.16,0.25,0.08,0.25,https://fbref.com/en/players/3e02d0f9/Sven-Mijnans,3e02d0f9,Eredivisie
247,Georges Mikautadze,GEO,"MF,FW",Ajax,23-069,2000,6,2,236,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.04,0.19,1.92,2.69,7.69,0.00,0.00,0.00,0.00,0.00,0.15,0.04,0.19,0.15,0.19,https://fbref.com/en/players/4788cb6b/Georges-Mikautadze,4788cb6b,Eredivisie
248,Antoni Milambo,NED,"MF,FW",Feyenoord,18-280,2005,3,1,82,0.9,1.11,1.11,2.22,1.11,0.00,0.00,0.00,0.00,0.33,0.33,0.44,0.67,1.11,4.44,4.44,1.10,1.10,2.20,1.10,2.20,0.31,0.40,0.72,0.31,0.72,https://fbref.com/en/players/b05f4787/Antoni-Milambo,b05f4787,Eredivisie
249,David Min,NED,"FW,MF",RKC Waalwijk,24-199,1999,11,6,483,5.4,0.19,0.00,0.19,0.19,0.00,0.00,0.19,0.00,0.20,0.20,0.11,0.30,1.48,1.30,5.00,0.19,0.00,0.19,0.19,0.19,0.20,0.11,0.31,0.20,0.31,https://fbref.com/en/players/f6f3699e/David-Min,f6f3699e,Eredivisie
250,Yankuba Minteh,GAM,FW,Feyenoord,19-170,2004,12,6,566,6.3,0.48,0.32,0.79,0.48,0.00,0.00,0.00,0.00,0.67,0.67,0.19,0.86,9.21,1.59,18.1,0.48,0.32,0.80,0.48,0.80,0.66,0.19,0.86,0.66,0.86,https://fbref.com/en/players/c3cf087d/Yankuba-Minteh,c3cf087d,Eredivisie
251,Damon Mirani,NED,"MF,DF",Volendam,27-240,1996,16,16,1395,15.5,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.09,0.15,1.03,3.94,0.71,0.00,0.06,0.06,0.00,0.06,0.06,0.09,0.15,0.06,0.15,https://fbref.com/en/players/788a5c8d/Damon-Mirani,788a5c8d,Eredivisie
252,Kudus Mohammed,GHA,"FW,MF",Ajax,23-159,2000,2,2,180,2.0,0.50,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.55,0.55,0.25,0.80,5.50,2.50,13.5,0.50,0.50,1.00,0.50,1.00,0.57,0.24,0.81,0.57,0.81,https://fbref.com/en/players/b62878a5/Kudus-Mohammed,b62878a5,Eredivisie
253,Robert Mühren,NED,FW,Volendam,34-235,1989,12,12,950,10.6,0.47,0.00,0.47,0.47,0.00,0.00,0.00,0.09,0.58,0.58,0.08,0.65,0.38,0.47,3.02,0.47,0.00,0.47,0.47,0.47,0.57,0.08,0.65,0.57,0.65,https://fbref.com/en/players/6d5628c2/Robert-Muhren,6d5628c2,Eredivisie
254,Jeremy van Mullem,NED,MF,Sparta R'dam,24-296,1999,3,0,72,0.8,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,2.50,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,https://fbref.com/en/players/34903660/Jeremy-van-Mullem,34903660,Eredivisie
255,Derry Murkin,ENG,DF,Volendam,24-165,1999,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.15,0.15,0.05,0.20,8.00,5.50,5.00,0.00,0.00,0.00,0.00,0.00,0.14,0.06,0.20,0.14,0.20,https://fbref.com/en/players/8f009fda/Derry-Murkin,8f009fda,Eredivisie
256,David Møller Wolfe,NOR,DF,AZ Alkmaar,21-260,2002,16,16,1299,14.4,0.07,0.14,0.21,0.07,0.00,0.00,0.28,0.00,0.08,0.08,0.15,0.23,2.36,3.40,4.93,0.07,0.14,0.21,0.07,0.21,0.08,0.15,0.23,0.08,0.23,https://fbref.com/en/players/9affc5f2/David-Moller-Wolfe,9affc5f2,Eredivisie
257,Younes Namli,DEN,"FW,MF",Zwolle,29-202,1994,16,16,1366,15.2,0.20,0.13,0.33,0.20,0.00,0.00,0.20,0.00,0.11,0.11,0.22,0.34,3.95,5.53,7.17,0.20,0.13,0.33,0.20,0.33,0.11,0.23,0.34,0.11,0.34,https://fbref.com/en/players/1a672e2d/Younes-Namli,1a672e2d,Eredivisie
258,Abdenego Nankishi,GER,FW,Heracles Almelo,21-186,2002,10,2,347,3.9,0.77,0.26,1.03,0.77,0.00,0.00,0.00,0.00,0.44,0.44,0.23,0.64,1.79,0.26,5.13,0.78,0.26,1.04,0.78,1.04,0.43,0.22,0.65,0.43,0.65,https://fbref.com/en/players/da19001d/Abdenego-Nankishi,da19001d,Eredivisie
259,Gerrit Nauber,GER,DF,Go Ahead Eag,31-270,1992,11,6,611,6.8,0.00,0.15,0.15,0.00,0.00,0.00,0.44,0.00,0.06,0.06,0.00,0.06,0.29,3.09,0.15,0.00,0.15,0.15,0.00,0.15,0.06,0.00,0.06,0.06,0.06,https://fbref.com/en/players/a72ead5e/Gerrit-Nauber,a72ead5e,Eredivisie
260,Noah Naujoks,NED,MF,Excelsior,21-251,2002,7,4,322,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.03,0.03,0.06,0.08,0.83,2.22,0.28,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/7ed4b1dc/Noah-Naujoks,7ed4b1dc,Eredivisie
261,Imran Nazih,MAR,MF,Volendam,17-348,2006,2,1,66,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/450abe8a/Imran-Nazih,450abe8a,Eredivisie
262,Camiel Neghli,NED,FW,Sparta R'dam,22-063,2001,15,10,907,10.1,0.20,0.00,0.20,0.20,0.00,0.00,0.10,0.00,0.17,0.17,0.22,0.39,3.07,3.37,8.42,0.20,0.00,0.20,0.20,0.20,0.17,0.21,0.38,0.17,0.38,https://fbref.com/en/players/ad0d3536/Camiel-Neghli,ad0d3536,Eredivisie
263,Luc Netten,NED,DF,NEC Nijmegen,19-271,2004,1,0,28,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6ce15d39/Luc-Netten,6ce15d39,Eredivisie
264,Ion Nicolaescu,MDA,FW,Heerenveen,25-123,1998,13,6,512,5.7,0.70,0.00,0.70,0.70,0.00,0.00,0.00,0.00,0.35,0.35,0.00,0.37,0.88,0.70,3.51,0.70,0.00,0.70,0.70,0.70,0.36,0.01,0.36,0.36,0.36,https://fbref.com/en/players/f44485db/Ion-Nicolaescu,f44485db,Eredivisie
265,Reuven Niemeijer,NED,"MF,FW",RKC Waalwijk,28-287,1995,11,4,448,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.02,0.20,0.20,1.00,3.20,0.00,0.00,0.00,0.00,0.00,0.19,0.01,0.20,0.19,0.20,https://fbref.com/en/players/6d0f2c56/Reuven-Niemeijer,6d0f2c56,Eredivisie
266,Bart Nieuwkoop,NED,DF,Feyenoord,27-307,1996,8,6,384,4.3,0.23,0.00,0.23,0.23,0.00,0.00,0.23,0.23,0.12,0.12,0.16,0.30,1.40,4.88,3.95,0.23,0.00,0.23,0.23,0.23,0.13,0.17,0.30,0.13,0.30,https://fbref.com/en/players/f40dd3c7/Bart-Nieuwkoop,f40dd3c7,Eredivisie
267,Sven Nieuwpoort,NED,DF,Excelsior,30-270,1993,15,12,983,10.9,0.09,0.00,0.09,0.09,0.00,0.00,0.09,0.00,0.01,0.01,0.00,0.02,0.09,1.74,0.00,0.09,0.00,0.09,0.09,0.09,0.01,0.00,0.01,0.01,0.01,https://fbref.com/en/players/080bb6bc/Sven-Nieuwpoort,080bb6bc,Eredivisie
268,Kristian Nökkvi Hlynsson,ISL,"MF,FW",Ajax,19-350,2004,12,9,778,8.6,0.47,0.00,0.47,0.47,0.00,0.00,0.00,0.00,0.41,0.41,0.02,0.42,2.09,2.91,5.93,0.46,0.00,0.46,0.46,0.46,0.40,0.02,0.42,0.40,0.42,https://fbref.com/en/players/eccf6574/Kristian-Nokkvi-Hlynsson,eccf6574,Eredivisie
269,Andries Noppert,NED,GK,Heerenveen,29-276,1994,16,16,1440,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2dc9d6fb/Andries-Noppert,2dc9d6fb,Eredivisie
270,Tijjani Noslin,NED,FW,Fortuna Sittard,24-185,1999,13,13,1020,11.3,0.27,0.09,0.35,0.27,0.00,0.09,0.18,0.09,0.36,0.29,0.05,0.35,3.01,2.12,6.90,0.26,0.09,0.35,0.26,0.35,0.36,0.05,0.42,0.29,0.35,https://fbref.com/en/players/2f067cf2/Tijjani-Noslin,2f067cf2,Eredivisie
271,Hugo Novoa,ESP,"DF,FW",Utrecht,21-007,2003,5,2,203,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.43,0.00,0.00,0.04,0.04,3.48,3.91,2.61,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,https://fbref.com/en/players/5458f670/Hugo-Novoa,5458f670,Eredivisie
272,Ché Nunnely,NED,"FW,MF",Heerenveen,24-338,1999,14,12,897,10.0,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.10,0.22,3.10,1.50,7.70,0.00,0.10,0.10,0.00,0.10,0.12,0.10,0.22,0.12,0.22,https://fbref.com/en/players/e3f206be/Che-Nunnely,e3f206be,Eredivisie
273,Djenahro Nunumete,NED,DF,Heerenveen,21-345,2002,2,0,46,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/en/players/54d060be/Djenahro-Nunumete,54d060be,Eredivisie
274,Bram Nuytinck,NED,DF,NEC Nijmegen,33-249,1990,15,14,1210,13.4,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.04,0.04,0.01,0.04,1.04,5.07,0.37,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05,https://fbref.com/en/players/e33f36d5/Bram-Nuytinck,e33f36d5,Eredivisie
275,Jens Odgaard,DEN,"FW,MF",AZ Alkmaar,24-283,1999,14,3,353,3.9,0.00,0.51,0.51,0.00,0.00,0.00,0.00,0.00,0.41,0.41,0.26,0.67,3.08,4.10,10.0,0.00,0.51,0.51,0.00,0.51,0.42,0.25,0.66,0.42,0.66,https://fbref.com/en/players/75374ee7/Jens-Odgaard,75374ee7,Eredivisie
276,Koki Ogawa,JPN,FW,NEC Nijmegen,26-153,1997,14,11,950,10.6,0.47,0.00,0.47,0.47,0.00,0.00,0.09,0.00,0.21,0.21,0.02,0.23,0.57,1.23,2.26,0.47,0.00,0.47,0.47,0.47,0.21,0.01,0.23,0.21,0.23,https://fbref.com/en/players/3d2e8955/Koki-Ogawa,3d2e8955,Eredivisie
277,Lars Olden Larsen,NOR,FW,NEC Nijmegen,25-113,1998,10,6,512,5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.04,0.12,1.58,1.23,4.91,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.13,0.10,0.13,https://fbref.com/en/players/9e4df3ba/Lars-Olden-Larsen,9e4df3ba,Eredivisie
278,Nick Olij,NED,GK,Sparta R'dam,28-160,1995,16,16,1440,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fdc67d9a/Nick-Olij,fdc67d9a,Eredivisie
279,Simon Olsson,SWE,"MF,FW",Heerenveen,26-116,1997,16,16,1384,15.4,0.06,0.19,0.26,0.06,0.00,0.00,0.13,0.00,0.07,0.07,0.15,0.23,1.23,3.70,2.66,0.07,0.20,0.26,0.07,0.26,0.07,0.15,0.23,0.07,0.23,https://fbref.com/en/players/0a4a1821/Simon-Olsson,0a4a1821,Eredivisie
280,Richie Omorowa,SWE,FW,Excelsior,19-284,2004,10,0,228,2.5,0.40,0.80,1.20,0.40,0.00,0.00,0.00,0.00,0.56,0.56,0.48,1.00,0.40,2.00,2.40,0.39,0.79,1.18,0.39,1.18,0.54,0.46,1.00,0.54,1.00,https://fbref.com/en/players/5e398b32/Richie-Omorowa,5e398b32,Eredivisie
281,Diego van Oorschot,,"MF,FW",Heracles Almelo,,,3,0,17,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,1.00,5.00,15.0,10.0,0.00,0.00,0.00,0.00,0.00,0.47,0.52,0.99,0.47,0.99,https://fbref.com/en/players/e2515be0/Diego-van-Oorschot,e2515be0,Eredivisie
282,Ragnar Oratmangoen,NED,"FW,MF",Fortuna Sittard,25-352,1998,11,0,169,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.05,4.21,5.79,8.42,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,https://fbref.com/en/players/b6ca8924/Ragnar-Oratmangoen,b6ca8924,Eredivisie
283,Alois Oroz,CRO,DF,Vitesse,23-071,2000,14,13,1079,12.0,0.08,0.00,0.08,0.08,0.00,0.00,0.33,0.00,0.03,0.03,0.00,0.04,0.33,2.00,0.75,0.08,0.00,0.08,0.08,0.08,0.04,0.00,0.04,0.04,0.04,https://fbref.com/en/players/5333d7de/Alois-Oroz,5333d7de,Eredivisie
284,Anas Ouahim,GER,MF,Heracles Almelo,26-107,1997,16,16,1175,13.1,0.15,0.08,0.23,0.15,0.00,0.00,0.31,0.00,0.10,0.10,0.08,0.18,1.53,3.21,2.90,0.15,0.08,0.23,0.15,0.23,0.10,0.08,0.18,0.10,0.18,https://fbref.com/en/players/f04f45a2/Anas-Ouahim,f04f45a2,Eredivisie
285,Yassin Oukili,NED,MF,RKC Waalwijk,23-005,2001,15,15,1315,14.6,0.34,0.00,0.34,0.34,0.00,0.00,0.34,0.00,0.11,0.11,0.05,0.16,0.62,3.01,2.40,0.34,0.00,0.34,0.34,0.34,0.11,0.05,0.16,0.11,0.16,https://fbref.com/en/players/c960bc58/Yassin-Oukili,c960bc58,Eredivisie
286,Bilal Ould-Chikh,MAR,"FW,MF",Volendam,26-164,1997,16,16,1368,15.2,0.07,0.20,0.26,0.07,0.00,0.00,0.20,0.00,0.05,0.05,0.18,0.23,4.87,2.37,7.11,0.07,0.20,0.26,0.07,0.26,0.05,0.18,0.23,0.05,0.23,https://fbref.com/en/players/a7dd36cf/Bilal-Ould-Chikh,a7dd36cf,Eredivisie
287,Oğuzhan Özyakup,TUR,"MF,FW",Fortuna Sittard,31-107,1992,11,3,352,3.9,0.26,0.00,0.26,0.26,0.00,0.00,0.51,0.00,0.21,0.21,0.05,0.23,0.51,5.64,2.82,0.26,0.00,0.26,0.26,0.26,0.19,0.04,0.24,0.19,0.24,https://fbref.com/en/players/d8c679be/Oguzhan-Ozyakup,d8c679be,Eredivisie
288,Igor Paixão,BRA,"FW,MF",Feyenoord,23-194,2000,15,13,967,10.7,0.37,0.19,0.56,0.37,0.00,0.00,0.28,0.00,0.31,0.31,0.19,0.49,2.80,2.34,11.1,0.37,0.19,0.56,0.37,0.56,0.30,0.18,0.49,0.30,0.49,https://fbref.com/en/players/089c7323/Igor-Paixao,089c7323,Eredivisie
289,Ivor Pandur,CRO,GK,Fortuna Sittard,23-289,2000,16,16,1440,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/457cb02f/Ivor-Pandur,457cb02f,Eredivisie
290,Troy Parrott,IRL,FW,Excelsior,21-338,2002,13,6,586,6.5,0.77,0.31,1.08,0.77,0.00,0.00,0.31,0.00,0.46,0.46,0.25,0.71,1.85,0.92,3.38,0.77,0.31,1.08,0.77,1.08,0.46,0.25,0.71,0.46,0.71,https://fbref.com/en/players/4357f557/Troy-Parrott,4357f557,Eredivisie
291,Vangelis Pavlidis,GRE,FW,AZ Alkmaar,25-048,1998,16,16,1389,15.4,1.17,0.06,1.23,1.17,0.00,0.00,0.00,0.00,0.72,0.72,0.12,0.84,1.95,1.95,7.66,1.17,0.06,1.23,1.17,1.23,0.72,0.12,0.84,0.72,0.84,https://fbref.com/en/players/d578db11/Vangelis-Pavlidis,d578db11,Eredivisie
292,Deron Payne,NED,DF,Volendam,21-105,2002,9,8,617,6.9,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.13,0.13,1.59,2.61,5.36,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,https://fbref.com/en/players/1118e3e3/Deron-Payne,1118e3e3,Eredivisie
293,Álvaro Peña,ESP,"MF,DF",Almere City,32-076,1991,9,4,391,4.3,0.23,0.00,0.23,0.23,0.00,0.00,0.00,0.00,0.02,0.02,0.09,0.12,1.40,5.81,3.49,0.23,0.00,0.23,0.23,0.23,0.03,0.09,0.11,0.03,0.11,https://fbref.com/en/players/c5456acc/Alvaro-Pena,c5456acc,Eredivisie
294,Alexandre Penetra,POR,DF,AZ Alkmaar,22-121,2001,13,10,932,10.4,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.16,0.58,3.56,0.10,0.00,0.10,0.10,0.00,0.10,0.08,0.08,0.16,0.08,0.16,https://fbref.com/en/players/df4b73f0/Alexandre-Penetra,df4b73f0,Eredivisie
295,Ricardo Pepi,USA,"FW,MF",PSV Eindhoven,20-364,2003,13,0,203,2.3,1.74,0.43,2.17,1.30,0.43,0.43,0.87,0.00,1.78,1.48,0.17,1.65,0.43,1.74,11.3,1.77,0.44,2.22,1.33,1.77,1.83,0.17,2.00,1.52,1.68,https://fbref.com/en/players/a2b1ed42/Ricardo-Pepi,a2b1ed42,Eredivisie
296,Brayann Pereira,FRA,DF,NEC Nijmegen,20-232,2003,5,3,195,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,1.36,1.82,6.36,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/en/players/5c42e7ce/Brayann-Pereira,5c42e7ce,Eredivisie
297,Ivo Pinto,POR,DF,Fortuna Sittard,34-001,1990,16,16,1416,15.7,0.00,0.19,0.19,0.00,0.00,0.00,0.13,0.00,0.02,0.02,0.10,0.12,2.29,4.01,4.14,0.00,0.19,0.19,0.00,0.19,0.02,0.10,0.12,0.02,0.12,https://fbref.com/en/players/8d82551b/Ivo-Pinto,8d82551b,Eredivisie
298,Michael Pinto,LUX,DF,Vitesse,30-218,1993,9,9,716,8.0,0.00,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0.01,0.01,0.16,0.19,2.00,5.38,3.13,0.00,0.13,0.13,0.00,0.13,0.02,0.17,0.18,0.02,0.18,https://fbref.com/en/players/6e2c53cb/Michael-Pinto,6e2c53cb,Eredivisie
299,Brian Plat,NED,DF,Volendam,23-278,2000,11,8,776,8.6,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.07,0.07,0.05,0.10,0.93,2.33,1.16,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.11,0.06,0.11,https://fbref.com/en/players/959eff56/Brian-Plat,959eff56,Eredivisie
300,Ernest Poku,NED,FW,AZ Alkmaar,19-345,2004,10,5,465,5.2,0.00,0.58,0.58,0.00,0.00,0.00,0.19,0.00,0.23,0.23,0.27,0.50,5.38,1.73,10.0,0.00,0.58,0.58,0.00,0.58,0.22,0.27,0.50,0.22,0.50,https://fbref.com/en/players/ddc31375/Ernest-Poku,ddc31375,Eredivisie
301,Bram van Polen,NED,DF,Zwolle,38-089,1985,14,14,1213,13.5,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.03,0.03,0.04,0.07,0.81,3.04,3.41,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/894cfe3d/Bram-van-Polen,894cfe3d,Eredivisie
