Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Player Link_,Player ID_,Competition
11,Jaydon Amauri Banel,NED,"FW,MF",Ajax,19-194,2004,1.0,5.00,4.89,3.00,0.00,0.00,2.00,0.00,0.00,1.00,0.98,0.00,0.00,0.00,1.00,0.00,0.00,https://fbref.com/en/players/98e0d76c/Jaydon-Amauri-Banel,98e0d76c,Eredivisie
12,Pelle van Amersfoort,NED,FW,Heerenveen,28-029,1996,21.4,1.96,1.96,1.50,0.00,0.14,0.19,0.05,0.09,0.23,0.23,0.14,0.00,0.05,0.05,0.00,0.00,https://fbref.com/en/players/8cef2308/Pelle-van-Amersfoort,8cef2308,Eredivisie
13,Jamal Amofa,NED,DF,Go Ahead Eag,25-157,1998,17.5,1.26,1.26,1.03,0.00,0.06,0.06,0.00,0.11,0.11,0.11,0.06,0.00,0.06,0.00,0.00,0.00,https://fbref.com/en/players/ec3e9827/Jamal-Amofa,ec3e9827,Eredivisie
14,Silas Andersen,DEN,FW,Utrecht,19-322,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e5e6cf52/Silas-Andersen,e5e6cf52,Eredivisie
15,Augustin Anello,BEL,"FW,MF",Sparta R'dam,22-008,2002,2.5,2.80,2.80,1.60,0.40,0.40,0.40,0.00,0.00,0.40,0.40,0.40,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c16ab6bc/Augustin-Anello,c16ab6bc,Eredivisie
16,Joey Antonioli,NED,MF,Volendam,20-137,2003,1.1,0.91,0.89,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cc423d7c/Joey-Antonioli,cc423d7c,Eredivisie
17,Carlens Arcus,HAI,DF,Vitesse,27-307,1996,21.2,2.50,2.50,2.08,0.19,0.09,0.09,0.00,0.05,0.38,0.38,0.33,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/5e837126/Carlens-Arcus,5e837126,Eredivisie
18,D'Leanu Arts,NED,DF,NEC Nijmegen,20-339,2003,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9014a9c8/DLeanu-Arts,9014a9c8,Eredivisie
19,Gastón Ávila,ARG,DF,Ajax,22-213,2001,3.9,1.54,1.53,0.77,0.26,0.00,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f648b2e1/Gaston-Avila,f648b2e1,Eredivisie
20,Marouan Azarkan,NED,FW,Utrecht,22-144,2001,8.6,3.84,3.83,2.79,0.58,0.23,0.00,0.23,0.00,0.47,0.46,0.47,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9469388f/Marouan-Azarkan,9469388f,Eredivisie
21,Anouar El Azzouzi,NED,"MF,DF",Zwolle,22-337,2001,11.6,2.84,2.84,2.33,0.09,0.09,0.09,0.17,0.09,0.26,0.26,0.09,0.00,0.09,0.00,0.09,0.00,https://fbref.com/en/players/22a6a4d7/Anouar-El-Azzouzi,22a6a4d7,Eredivisie
22,Julian Baas,NED,MF,Excelsior,22-014,2002,29.0,2.55,2.55,1.10,1.24,0.00,0.07,0.14,0.00,0.38,0.38,0.10,0.21,0.00,0.00,0.07,0.00,https://fbref.com/en/players/7156acb5/Julian-Baas,7156acb5,Eredivisie
23,Youri Baas,NED,"DF,FW",NEC Nijmegen,21-044,2003,16.7,2.34,2.34,1.74,0.30,0.06,0.12,0.06,0.06,0.48,0.48,0.24,0.12,0.06,0.06,0.00,0.00,https://fbref.com/en/players/ca002b1a/Youri-Baas,ca002b1a,Eredivisie
24,Isaac Babadi,NED,MF,PSV Eindhoven,19-024,2005,3.9,2.82,2.80,2.31,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/52f7e3a7/Isaac-Babadi,52f7e3a7,Eredivisie
25,Mio Backhaus,GER,GK,Volendam,20-014,2004,31.0,0.42,0.42,0.23,0.16,0.00,0.00,0.00,0.03,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0d41f821/Mio-Backhaus,0d41f821,Eredivisie
26,Thibo Baeten,BEL,"FW,MF",Go Ahead Eag,21-331,2002,9.1,3.19,3.20,2.09,0.00,0.55,0.11,0.33,0.11,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f976899a/Thibo-Baeten,f976899a,Eredivisie
27,Saïd Bakari,COM,DF,Sparta R'dam,29-221,1994,28.7,1.53,1.53,1.36,0.14,0.00,0.03,0.00,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3a0fbf82/Said-Bakari,3a0fbf82,Eredivisie
28,Johan Bakayoko,BEL,FW,PSV Eindhoven,21-010,2003,25.4,5.24,5.23,3.82,0.35,0.67,0.31,0.08,0.00,0.59,0.59,0.39,0.08,0.08,0.04,0.00,0.00,https://fbref.com/en/players/0caa2fd4/Johan-Bakayoko,0caa2fd4,Eredivisie
29,Navajo Bakboord,NED,DF,Heracles Almelo,25-092,1999,16.8,0.89,0.89,0.83,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/216d25a3/Navajo-Bakboord,216d25a3,Eredivisie
30,Zakaria Bakkali,BEL,"MF,FW",RKC Waalwijk,28-095,1996,8.0,3.50,3.49,1.75,0.63,0.50,0.13,0.50,0.00,0.25,0.25,0.00,0.00,0.13,0.00,0.13,0.00,https://fbref.com/en/players/ec3efd7f/Zakaria-Bakkali,ec3efd7f,Eredivisie
31,Nordin Bakker,NED,GK,Almere City,26-182,1997,25.8,0.23,0.23,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/12f664ca/Nordin-Bakker,12f664ca,Eredivisie
32,Jesse Bal,NED,MF,Sparta R'dam,17-212,2006,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f60ea55c/Jesse-Bal,f60ea55c,Eredivisie
33,Théo Barbet,FRA,DF,Almere City,23-055,2001,18.1,0.83,0.83,0.55,0.11,0.00,0.00,0.11,0.06,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/06d51feb/Theo-Barbet,06d51feb,Eredivisie
34,Vasilios Barkas,GRE,GK,Utrecht,29-336,1994,26.0,0.19,0.19,0.15,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c2e41cfb/Vasilios-Barkas,c2e41cfb,Eredivisie
35,Riechedly Bazoer,NED,DF,AZ Alkmaar,27-201,1996,24.3,1.56,1.56,1.07,0.41,0.00,0.00,0.04,0.04,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,https://fbref.com/en/players/da59a197/Riechedly-Bazoer,da59a197,Eredivisie
36,Sven van Beek,NED,DF,Heerenveen,29-277,1994,26.1,0.84,0.84,0.77,0.04,0.00,0.04,0.00,0.00,0.08,0.08,0.04,0.04,0.00,0.00,0.00,0.00,https://fbref.com/en/players/49312f11/Sven-van-Beek,49312f11,Eredivisie
37,Thomas Beelen,NED,DF,Feyenoord,22-324,2001,12.4,1.77,1.77,1.53,0.00,0.00,0.16,0.00,0.08,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/530e7d85/Thomas-Beelen,530e7d85,Eredivisie
38,Kristijan Belic,SRB,MF,AZ Alkmaar,23-036,2001,8.6,2.09,2.10,1.51,0.00,0.12,0.35,0.12,0.00,0.47,0.47,0.12,0.00,0.12,0.12,0.12,0.00,https://fbref.com/en/players/999f20b3/Kristijan-Belic,999f20b3,Eredivisie
39,Mouhamed Belkheir,FRA,"FW,MF",Fortuna Sittard,25-119,1999,4.3,1.63,1.62,0.70,0.00,0.47,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/14340768/Mouhamed-Belkheir,14340768,Eredivisie
40,Armel Bella Kotchap,GER,DF,PSV Eindhoven,22-141,2001,1.8,1.11,1.11,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a39d11bc/Armel-Bella-Kotchap,a39d11bc,Eredivisie
41,Benaissa Benamar,MAR,DF,Volendam,27-022,1997,23.1,0.74,0.74,0.52,0.04,0.09,0.09,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/01ca961e/Benaissa-Benamar,01ca961e,Eredivisie
42,Mimeirhel Benita,NED,DF,Excelsior,20-165,2003,7.5,1.20,1.20,0.80,0.00,0.00,0.27,0.13,0.00,0.40,0.40,0.13,0.00,0.00,0.13,0.13,0.00,https://fbref.com/en/players/35ccba69/Mimeirhel-Benita,35ccba69,Eredivisie
43,Walter Benítez,ARG,GK,PSV Eindhoven,31-102,1993,31.0,0.10,0.10,0.06,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8a2248b4/Walter-Benitez,8a2248b4,Eredivisie
44,Mitchell van Bergen,NED,"FW,MF",Twente,24-247,1999,4.5,5.33,5.27,3.33,0.67,0.22,0.67,0.22,0.22,0.44,0.44,0.22,0.00,0.00,0.22,0.00,0.00,https://fbref.com/en/players/0b2c9aec/Mitchell-van-Bergen,0b2c9aec,Eredivisie
45,Steven Berghuis,NED,"FW,MF",Ajax,32-133,1991,15.0,5.47,5.47,4.13,0.80,0.40,0.13,0.00,0.00,0.87,0.87,0.60,0.20,0.00,0.07,0.00,0.00,https://fbref.com/en/players/713c144a/Steven-Berghuis,713c144a,Eredivisie
46,Steven Bergwijn,NED,"FW,MF",Ajax,26-205,1997,19.8,4.65,4.65,3.43,0.20,0.71,0.15,0.15,0.00,0.51,0.51,0.40,0.00,0.05,0.00,0.05,0.00,https://fbref.com/en/players/a29b1131/Steven-Bergwijn,a29b1131,Eredivisie
47,Gijs Besselink,NED,"FW,MF",Twente,19-319,2004,0.6,3.33,3.16,1.67,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/689b9ef0/Gijs-Besselink,689b9ef0,Eredivisie
48,Justin Bijlow,NED,GK,Feyenoord,26-099,1998,13.4,0.30,0.30,0.07,0.22,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/53d93280/Justin-Bijlow,53d93280,Eredivisie
49,Adrian Blake,ENG,"FW,MF",Utrecht,18-290,2005,0.3,13.3,12.00,10.0,0.00,3.33,0.00,0.00,0.00,6.67,6.00,3.33,0.00,3.33,0.00,0.00,0.00,https://fbref.com/en/players/d9a21f02/Adrian-Blake,d9a21f02,Eredivisie
50,Xander Blomme,BEL,MF,Go Ahead Eag,21-314,2002,7.1,1.41,1.42,1.27,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a712e3f5/Xander-Blomme,a712e3f5,Eredivisie
51,Myron Boadu,NED,FW,Twente,23-107,2001,2.8,3.57,3.59,1.79,0.00,0.71,1.07,0.00,0.00,0.71,0.72,0.00,0.00,0.36,0.36,0.00,0.00,https://fbref.com/en/players/5b479568/Myron-Boadu,5b479568,Eredivisie
52,Paweł Bochniewicz,POL,DF,Heerenveen,28-091,1996,24.7,1.38,1.38,1.21,0.00,0.00,0.16,0.00,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9bf068be/Pawel-Bochniewicz,9bf068be,Eredivisie
53,Ruben van Bommel,NED,FW,AZ Alkmaar,19-271,2004,14.8,3.38,3.38,2.64,0.07,0.41,0.07,0.14,0.07,0.34,0.34,0.27,0.00,0.00,0.07,0.00,0.00,https://fbref.com/en/players/c9314f57/Ruben-van-Bommel,c9314f57,Eredivisie
54,Taylor Booth,USA,FW,Utrecht,22-335,2001,7.7,2.08,2.07,1.30,0.00,0.39,0.26,0.13,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1eb05a70/Taylor-Booth,1eb05a70,Eredivisie
55,Zach Booth,USA,"MF,FW",Volendam,20-073,2004,16.1,1.43,1.43,0.81,0.00,0.19,0.25,0.19,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7e47a132/Zach-Booth,7e47a132,Eredivisie
56,Yvandro Borges Sanches,LUX,"FW,MF",NEC Nijmegen,19-342,2004,2.4,4.17,4.17,3.33,0.00,0.83,0.00,0.00,0.00,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/36578017/Yvandro-Borges-Sanches,36578017,Eredivisie
57,Olivier Boscagli,FRA,DF,PSV Eindhoven,26-164,1997,28.5,2.32,2.32,2.21,0.00,0.04,0.04,0.04,0.00,0.35,0.35,0.35,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/403f5d20/Olivier-Boscagli,403f5d20,Eredivisie
58,Othman Boussaid,BEL,FW,Utrecht,24-054,2000,20.2,3.81,3.81,3.12,0.20,0.15,0.25,0.10,0.00,0.45,0.45,0.35,0.00,0.05,0.05,0.00,0.00,https://fbref.com/en/players/c8b55104/Othman-Boussaid,c8b55104,Eredivisie
59,Amine Boutrah,FRA,FW,Vitesse,23-187,2000,17.4,2.87,2.87,2.13,0.00,0.40,0.17,0.11,0.06,0.23,0.23,0.17,0.00,0.00,0.06,0.00,0.00,https://fbref.com/en/players/07a13958/Amine-Boutrah,07a13958,Eredivisie
60,Can Bozdogan,GER,MF,Utrecht,23-025,2001,20.6,1.84,1.85,0.92,0.39,0.05,0.15,0.19,0.15,0.15,0.15,0.00,0.05,0.00,0.10,0.00,0.00,https://fbref.com/en/players/b797f558/Can-Bozdogan,b797f558,Eredivisie
61,Jayden Braaf,NED,"FW,MF",Fortuna Sittard,21-243,2002,0.5,6.00,6.14,6.00,0.00,0.00,0.00,0.00,0.00,2.00,2.05,2.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c609e90e/Jayden-Braaf,c609e90e,Eredivisie
62,Mattijs Branderhorst,NED,GK,Utrecht,30-121,1993,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b74a2c78/Mattijs-Branderhorst,b74a2c78,Eredivisie
63,Oliver Braude,NOR,DF,Heerenveen,20-069,2004,20.5,1.51,1.51,1.12,0.20,0.05,0.05,0.10,0.00,0.24,0.24,0.20,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/409ccdb7/Oliver-Braude,409ccdb7,Eredivisie
64,Myron van Brederode,NED,FW,AZ Alkmaar,20-299,2003,14.3,3.43,3.43,2.94,0.07,0.21,0.07,0.07,0.07,0.63,0.63,0.63,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/485fbd1a/Myron-van-Brederode,485fbd1a,Eredivisie
65,Joshua Brenet,NED,DF,Twente,30-041,1994,12.0,2.75,2.76,2.67,0.00,0.08,0.00,0.00,0.00,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2b5527c4/Joshua-Brenet,2b5527c4,Eredivisie
66,Jakob Breum,DEN,FW,Go Ahead Eag,20-165,2003,13.8,4.20,4.21,2.75,0.51,0.00,0.58,0.36,0.00,0.29,0.29,0.22,0.00,0.00,0.00,0.07,0.00,https://fbref.com/en/players/31c61ac7/Jakob-Breum,31c61ac7,Eredivisie
67,Brian Brobbey,NED,FW,Ajax,22-089,2002,23.8,3.53,3.52,2.56,0.00,0.29,0.17,0.46,0.04,0.55,0.55,0.29,0.00,0.08,0.04,0.13,0.00,https://fbref.com/en/players/4c184730/Brian-Brobbey,4c184730,Eredivisie
68,Michael Brouwer,NED,GK,Heracles Almelo,31-100,1993,31.0,0.26,0.26,0.23,0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4f521fcf/Michael-Brouwer,4f521fcf,Eredivisie
69,Luuk Brouwers,NED,MF,Heerenveen,25-363,1998,20.6,2.82,2.82,2.38,0.00,0.15,0.15,0.10,0.05,0.19,0.19,0.10,0.00,0.00,0.05,0.05,0.00,https://fbref.com/en/players/82306565/Luuk-Brouwers,82306565,Eredivisie
70,Damian van Bruggen,NED,DF,Almere City,28-043,1996,24.8,0.65,0.65,0.32,0.16,0.04,0.08,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/988ddfcf/Damian-van-Bruggen,988ddfcf,Eredivisie
71,Jordy Bruijn,NED,MF,Heracles Almelo,27-282,1996,6.3,2.38,2.37,1.59,0.32,0.00,0.48,0.00,0.00,0.48,0.47,0.16,0.16,0.00,0.16,0.00,0.00,https://fbref.com/en/players/8f9efeef/Jordy-Bruijn,8f9efeef,Eredivisie
72,Jeffrey Bruma,NED,DF,RKC Waalwijk,32-169,1991,3.0,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fbffc4b1/Jeffrey-Bruma,fbffc4b1,Eredivisie
73,Max Bruns,NED,DF,Twente,21-176,2002,6.1,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ff9eae4d/Max-Bruns,ff9eae4d,Eredivisie
74,Thomas Bruns,NED,"MF,FW",Heracles Almelo,32-114,1992,10.9,2.94,2.93,2.02,0.55,0.00,0.09,0.18,0.09,0.46,0.46,0.37,0.09,0.00,0.00,0.00,0.00,https://fbref.com/en/players/16952f65/Thomas-Bruns,16952f65,Eredivisie
75,Charles-Andréas Brym,CAN,"FW,MF",Sparta R'dam,25-266,1998,15.2,2.89,2.90,1.97,0.13,0.20,0.20,0.33,0.07,0.26,0.26,0.13,0.00,0.00,0.07,0.00,0.07,https://fbref.com/en/players/be76f15c/Charles-Andreas-Brym,be76f15c,Eredivisie
76,Thomas Buitink,NED,FW,Vitesse,23-321,2000,4.7,0.64,0.63,0.64,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b9d4af9d/Thomas-Buitink,b9d4af9d,Eredivisie
77,Stijn Bultman,NED,DF,Heracles Almelo,19-092,2005,12.4,0.65,0.64,0.48,0.00,0.00,0.16,0.00,0.00,0.24,0.24,0.16,0.00,0.00,0.08,0.00,0.00,https://fbref.com/en/players/faa8d9c2/Stijn-Bultman,faa8d9c2,Eredivisie
78,Oskar Buur,DEN,DF,Volendam,26-030,1998,17.0,2.00,1.99,1.53,0.18,0.12,0.12,0.06,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/aa6f2f2c/Oskar-Buur,aa6f2f2c,Eredivisie
79,Zico Buurmeester,NED,MF,Zwolle,21-328,2002,15.1,2.05,2.06,1.66,0.33,0.00,0.00,0.07,0.00,0.40,0.40,0.33,0.00,0.00,0.00,0.07,0.00,https://fbref.com/en/players/62766c3f/Zico-Buurmeester,62766c3f,Eredivisie
80,Yoann Cathline,FRA,"DF,FW",Almere City,21-283,2002,17.9,2.57,2.57,1.56,0.17,0.39,0.22,0.11,0.11,0.28,0.28,0.22,0.00,0.00,0.06,0.00,0.00,https://fbref.com/en/players/4db5915d/Yoann-Cathline,4db5915d,Eredivisie
81,Sava Cestic,SRB,DF,Heracles Almelo,23-071,2001,2.3,0.43,0.43,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0b7dae21/Sava-Cestic,0b7dae21,Eredivisie
82,Tjaronn Chery,SUR,MF,NEC Nijmegen,35-331,1988,8.5,5.88,5.87,3.18,1.53,0.35,0.47,0.35,0.00,0.59,0.59,0.59,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/71031a25/Tjaronn-Chery,71031a25,Eredivisie
83,Jasper Cillessen,NED,GK,NEC Nijmegen,35-008,1989,27.3,0.18,0.18,0.15,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/04ac8285/Jasper-Cillessen,04ac8285,Eredivisie
84,Jordy Clasie,NED,MF,AZ Alkmaar,32-308,1991,26.6,2.56,2.56,2.33,0.04,0.04,0.04,0.08,0.04,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/31c01b85/Jordy-Clasie,31c01b85,Eredivisie
85,Pelle Clement,NED,"MF,FW",Sparta R'dam,27-347,1996,18.1,3.20,3.20,2.10,0.83,0.00,0.17,0.06,0.06,0.61,0.61,0.39,0.11,0.00,0.06,0.06,0.00,https://fbref.com/en/players/f7226e46/Pelle-Clement,f7226e46,Eredivisie
86,Denilho Cleonise,NED,"FW,MF",RKC Waalwijk,22-144,2001,19.0,2.95,2.95,1.53,0.21,0.58,0.42,0.21,0.00,0.37,0.37,0.16,0.00,0.11,0.05,0.05,0.00,https://fbref.com/en/players/91c9de34/Denilho-Cleonise,91c9de34,Eredivisie
87,Iñigo Córdoba,ESP,"FW,MF",Fortuna Sittard,27-048,1997,26.3,3.38,3.38,2.43,0.08,0.23,0.34,0.15,0.15,0.42,0.42,0.30,0.00,0.08,0.04,0.00,0.00,https://fbref.com/en/players/49ea92be/Inigo-Cordoba,49ea92be,Eredivisie
88,Enzo Cornelisse,NED,"DF,MF",Vitesse,21-120,2003,16.0,1.50,1.50,0.81,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/441f7f4c/Enzo-Cornelisse,441f7f4c,Eredivisie
89,Milan Corryn,BEL,"FW,MF",Almere City,25-026,1999,1.6,2.50,2.43,1.88,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/88b73396/Milan-Corryn,88b73396,Eredivisie
90,George Cox,ENG,"DF,MF",Volendam,26-107,1998,19.3,1.55,1.56,1.14,0.26,0.00,0.05,0.10,0.00,0.10,0.10,0.05,0.05,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8c25d35a/George-Cox,8c25d35a,Eredivisie
91,Vito van Crooy,NED,FW,Sparta R'dam,28-092,1996,2.9,3.45,3.44,2.76,0.69,0.00,0.00,0.00,0.00,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4b8b9e6c/Vito-van-Crooy,4b8b9e6c,Eredivisie
92,Alessio da Cruz,,"FW,MF",Fortuna Sittard,27-103,1997,2.7,2.59,2.57,1.85,0.37,0.00,0.37,0.00,0.00,0.37,0.37,0.37,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b6667741/Alessio-da-Cruz,b6667741,Eredivisie
93,Lennart-Marten Czyborra,GER,DF,Zwolle,24-363,1999,1.7,1.76,1.75,1.18,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7ba1f1ef/Lennart-Marten-Czyborra,7ba1f1ef,Eredivisie
94,Tiago Dantas,POR,MF,AZ Alkmaar,23-128,2000,7.2,2.64,2.63,1.94,0.00,0.00,0.69,0.00,0.00,0.56,0.55,0.14,0.00,0.00,0.42,0.00,0.00,https://fbref.com/en/players/234204f4/Tiago-Dantas,234204f4,Eredivisie
