Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-27,21:30,Primera Div,Matchweek 1,Fri,Home,L,2,4,CA Huracán,0.8,1.6,62,,Ezequiel Unsain,4-2-3-1,Sebastían Zunino,Match Report,
2023-02-06,18:00,Primera Div,Matchweek 2,Mon,Away,W,2,0,Gimnasia ELP,1.2,1.0,55,,Ezequiel Unsain,4-2-3-1,Germán Delfino,Match Report,
2023-02-11,17:00,Primera Div,Matchweek 3,Sat,Home,W,1,0,Newell's OB,0.8,0.7,41,,Ezequiel Unsain,4-2-3-1,Hernán Mastrángelo,Match Report,
2023-02-19,21:30,Primera Div,Matchweek 4,Sun,Away,W,2,0,Independiente,2.3,1.6,39,,Ezequiel Unsain,4-2-3-1,Fernando Rapallini,Match Report,
2023-02-26,17:00,Primera Div,Matchweek 5,Sun,Home,W,3,0,Tucumán,2.0,0.6,47,,Ezequiel Unsain,4-2-3-1,Leandro Rey Hilfer,Match Report,
2023-03-06,21:00,Primera Div,Matchweek 6,Mon,Away,D,0,0,Boca Juniors,2.2,2.2,41,,Ezequiel Unsain,4-3-3,Fernando Espinoza,Match Report,
2023-03-11,19:15,Primera Div,Matchweek 7,Sat,Home,D,1,1,Talleres,1.6,0.6,58,,Ezequiel Unsain,4-2-3-1,Fernando Rapallini,Match Report,
2023-03-18,19:00,Primera Div,Matchweek 8,Sat,Away,L,0,1,Platense,1.0,1.4,65,,Ezequiel Unsain,4-2-3-1,Leandro Rey Hilfer,Match Report,
2023-03-30,20:00,Primera Div,Matchweek 9,Thu,Home,D,0,0,Vélez Sarsfield,1.4,0.9,50,,Ezequiel Unsain,4-2-3-1,Ariel Penel,Match Report,
2023-04-04,21:00,Sudamericana,Group stage,Tue,Away,L,0,3,co Millonarios,,,40,2791.0,Ezequiel Unsain,4-2-3-1,Piero Maza,Match Report,
2023-04-08,20:30,Primera Div,Matchweek 10,Sat,Home,L,1,2,CC Córdoba,1.7,1.3,73,,Gabriel Alanís,4-3-3,Jorge Baliño,Match Report,
2023-04-11,21:30,Primera Div,Matchweek 11,Tue,Away,W,3,0,Banfield,2.0,0.7,52,,Ezequiel Unsain,4-1-4-1,Nicolás Lamolina,Match Report,
2023-04-15,16:30,Primera Div,Matchweek 12,Sat,Home,W,1,0,Instituto Atlético Central Córdoba,1.5,1.0,43,,Ezequiel Unsain,4-2-3-1,Nazareno Arasa,Match Report,
2023-04-19,21:00,Sudamericana,Group stage,Wed,Home,W,2,1,br América (MG),,,47,,Ezequiel Unsain,4-1-4-1,Alexis Herrera,Match Report,
2023-04-24,15:30,Primera Div,Matchweek 13,Mon,Away,W,2,0,Barracas Central,1.1,0.5,48,,Ezequiel Unsain,4-1-4-1,Silvio Trucco,Match Report,
2023-04-30,15:30,Primera Div,Matchweek 14,Sun,Home,W,2,0,Colón,1.6,0.2,48,,Ezequiel Unsain,4-3-3,Fernando Echenique,Match Report,
2023-05-04,21:00,Sudamericana,Group stage,Thu,Home,W,4,1,uy Peñarol,,,44,,Ezequiel Unsain,4-2-3-1,José Argote,Match Report,
2023-05-08,17:00,Primera Div,Matchweek 15,Mon,Away,D,0,0,San Lorenzo,0.3,0.5,53,,Ezequiel Unsain,4-3-3,Pablo Dóvalo,Match Report,
2023-05-14,14:00,Primera Div,Matchweek 16,Sun,Home,D,1,1,Estudiantes,0.9,2.2,32,,Ezequiel Unsain,4-2-3-1,Leandro Rey Hilfer,Match Report,
2023-05-19,19:00,Primera Div,Matchweek 17,Fri,Away,L,1,2,Rosario Cent,2.0,2.5,64,,Ezequiel Unsain,4-2-3-1,Pablo Echavarría,Match Report,
2023-05-23,21:00,Sudamericana,Group stage,Tue,Away,W,3,2,br América (MG),,,39,1967.0,Ezequiel Unsain,4-2-3-1,Ivo Méndez,Match Report,
2023-05-28,16:30,Primera Div,Matchweek 18,Sun,Home,D,1,1,Racing Club,0.8,0.7,39,,Ezequiel Unsain,4-2-3-1,Sebastían Zunino,Match Report,
2023-06-06,19:00,Sudamericana,Group stage,Tue,Away,W,3,0,uy Peñarol,,,49,5162.0,Ezequiel Unsain,4-2-3-1,Francisco Gilabert,Match Report,
2023-06-13,18:00,Primera Div,Matchweek 20,Tue,Home,W,2,0,Club Atlético Belgrano,1.3,1.4,48,,Ezequiel Unsain,4-2-3-1,Sebastián Martinez,Match Report,
2023-06-17,21:00,Primera Div,Matchweek 19,Sat,Away,L,0,1,River Plate,0.5,2.1,37,,Ezequiel Unsain,4-2-3-1,Fernando Rapallini,Match Report,
2023-06-23,21:30,Primera Div,Matchweek 21,Fri,Away,L,1,3,Argentinos Jun,1.8,0.6,44,,Ezequiel Unsain,4-2-3-1,Leandro Rey Hilfer,Match Report,
2023-06-29,21:00,Sudamericana,Group stage,Thu,Home,W,3,1,co Millonarios,,,46,5324.0,Ezequiel Unsain,4-3-3,Cristián Garay,Match Report,
2023-07-02,19:30,Primera Div,Matchweek 22,Sun,Home,W,1,0,Tigre,0.5,1.3,43,,Tomás Cardona,4-1-4-1,Sebastían Zunino,Match Report,
2023-07-06,14:00,Primera Div,Matchweek 23,Thu,Away,W,2,1,Arsenal,1.5,1.3,60,,Tomás Cardona,4-3-3,Nazareno Arasa,Match Report,
2023-07-09,20:30,Primera Div,Matchweek 24,Sun,Home,D,2,2,Lanús,1.7,2.4,62,,Tomás Cardona,4-3-3,Darío Herrera,Match Report,
2023-07-14,19:00,Primera Div,Matchweek 25,Fri,Away,D,2,2,Godoy Cruz,1.8,1.1,58,,Nicolás Tripichio,4-2-3-1,Silvio Trucco,Match Report,
2023-07-23,18:45,Primera Div,Matchweek 26,Sun,Home,W,3,0,Sarmiento,1.4,0.2,64,,Tomás Cardona,4-3-3,Pablo Dóvalo,Match Report,
2023-07-28,16:30,Primera Div,Matchweek 27,Fri,Away,L,0,2,CA Unión,0.1,1.7,52,,Kevin Facundo Gutiérrez,4-3-3,Ariel Penel,Match Report,
2023-08-01,19:00,Sudamericana,Round of 16,Tue,Away,W,2,1,ec CS Emelec,,,64,14812.0,Tomás Cardona,4-3-3,Flavio Rodrigues de Souza,Match Report,Leg 1 of 2
2023-08-08,21:00,Sudamericana,Round of 16,Tue,Home,W,1,0,ec CS Emelec,,,44,8754.0,Tomás Cardona,4-3-3,Wilton Sampaio,Match Report,Leg 2 of 2; Defensa y Just won
2023-08-23,19:00,Sudamericana,Quarter-finals,Wed,Away,D,1,1,br Botafogo (RJ),,,40,25255.0,Tomás Cardona,4-3-3,Gery Vargas,Match Report,Leg 1 of 2
2023-08-27,14:30,Copa de la Liga Profesional,Group stage,Sun,Away,D,0,0,Platense,0.2,1.4,56,,Nicolás Tripichio,4-2-3-1,Franco Acita,Match Report,
2023-08-30,19:00,Sudamericana,Quarter-finals,Wed,Home,W,2,1,br Botafogo (RJ),,,39,,Tomás Cardona,4-2-3-1,John J. Ospina,Match Report,Leg 2 of 2; Defensa y Just won
2023-09-03,14:00,Copa de la Liga Profesional,Group stage,Sun,Home,D,1,1,Sarmiento,1.4,0.7,45,,Nicolás Fernández,4-1-4-1,Carlos Gareano,Match Report,
2023-09-11,20:00,Copa de la Liga Profesional,Group stage,Mon,Home,D,2,2,Godoy Cruz,1.1,1.5,57,,Tomás Cardona,4-2-3-1,Sebastián Martinez,Match Report,
2023-09-15,18:45,Copa de la Liga Profesional,Group stage,Fri,Home,W,1,0,Boca Juniors,1.3,1.0,29,,Nicolás Tripichio,4-2-3-1,Andrés Merlos,Match Report,
2023-09-20,16:00,Copa de la Liga Profesional,Group stage,Wed,Home,W,2,0,Tigre,1.1,1.0,52,,Nicolás Tripichio,4-3-3,Facundo Tello,Match Report,
2023-09-23,21:00,Copa de la Liga Profesional,Group stage,Sat,Away,L,1,2,CC Córdoba,0.5,0.9,62,,Gonzalo Castellani,4-2-3-1,Yael Falcón,Match Report,
