Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Player Link_,Player ID_,Competition
154,Nicolás Díaz Huincales,CHI,DF,Tijuana,23,1999,29.4,0.00,0.37,0.07,18.2,0.37,0.07,0.00,0.00,14.0,0.03,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,https://fbref.com/en/players/308990ee/Nicolas-Diaz-Huincales,308990ee,Liga MX
155,Jair Díaz,MEX,DF,Tijuana,23,1998,15.7,0.00,0.38,0.00,0.0,0.38,0.00,0.00,,22.9,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,https://fbref.com/en/players/a1a5a22b/Jair-Diaz,a1a5a22b,Liga MX
156,Diogo,BRA,"FW,MF",UNAM,25,1996,18.9,0.32,2.59,0.79,30.6,2.59,0.79,0.12,0.40,13.9,0.00,0.00,0.00,0.33,0.33,0.13,-0.02,-0.02,https://fbref.com/en/players/4e365f70/Diogo,4e365f70,Liga MX
157,Cecilio Domínguez,PAR,"MF,FW",Santos,27,1994,3.0,0.00,1.33,0.00,0.0,1.32,0.00,0.00,,29.4,0.67,0.00,0.00,0.03,0.03,0.02,-0.03,-0.03,https://fbref.com/en/players/3162d667/Cecilio-Dominguez,3162d667,Liga MX
158,Idekel Domínguez,MEX,MF,Atlas,22,2000,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/772b54a0/Idekel-Dominguez,772b54a0,Liga MX
159,Juan Domínguez,MEX,"FW,MF",Necaxa,23,1998,4.3,0.00,1.86,0.47,25.0,1.85,0.46,0.00,0.00,25.0,0.00,0.00,0.00,0.07,0.07,0.04,-0.07,-0.07,https://fbref.com/en/players/ef645a7b/Juan-Dominguez,ef645a7b,Liga MX
160,Julio Domínguez,MEX,DF,Cruz Azul,34,1987,27.4,0.04,0.33,0.18,55.6,0.33,0.18,0.11,0.20,10.8,0.00,0.00,0.00,0.02,0.02,0.07,0.01,0.01,https://fbref.com/en/players/99b865b7/Julio-Dominguez,99b865b7,Liga MX
161,Misael Domínguez,MEX,"MF,FW",Tijuana,22,1999,2.2,0.00,0.91,0.00,0.0,0.89,0.00,0.00,,12.8,0.00,0.00,0.00,0.09,0.09,0.12,-0.09,-0.09,https://fbref.com/en/players/691bf9fe/Misael-Dominguez,691bf9fe,Liga MX
162,Dória,BRA,DF,Santos,27,1994,14.1,0.07,1.28,0.64,50.0,1.28,0.64,0.06,0.11,19.8,0.14,0.00,0.00,0.13,0.13,0.10,-0.06,-0.06,https://fbref.com/en/players/d28b4a9d/Doria,d28b4a9d,Liga MX
163,Jonathan dos Santos,MEX,MF,América,32,1990,7.0,0.14,0.43,0.14,33.3,0.43,0.14,0.33,1.00,19.4,0.00,0.00,0.00,0.03,0.03,0.06,0.11,0.11,https://fbref.com/en/players/91872dec/Jonathan-dos-Santos,91872dec,Liga MX
164,Rodrigo Dourado,BRA,MF,Atlético,28,1994,24.2,0.00,0.45,0.00,0.0,0.45,0.00,0.00,,11.7,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,https://fbref.com/en/players/d7d05a22/Rodrigo-Dourado,d7d05a22,Liga MX
165,Jesús Dueñas,MEX,"MF,FW",FC Juárez,33,1989,25.7,0.12,1.17,0.19,16.7,1.17,0.19,0.07,0.40,23.5,0.23,0.04,0.04,0.12,0.09,0.08,-0.00,-0.01,https://fbref.com/en/players/44267704/Jesus-Duenas,44267704,Liga MX
166,Javier Eduardo López,MEX,"MF,FW",Pachuca,27,1994,12.5,0.64,2.08,1.20,57.7,2.07,1.20,0.31,0.53,20.3,0.08,0.00,0.00,0.26,0.26,0.12,0.38,0.38,https://fbref.com/en/players/f851b52f/Javier-Eduardo-Lopez,f851b52f,Liga MX
167,Jorge Eduardo Sánchez,MEX,DF,América,24,1997,3.0,0.00,0.67,0.33,50.0,0.67,0.33,0.00,0.00,15.0,0.00,0.00,0.00,0.07,0.07,0.09,-0.07,-0.07,https://fbref.com/en/players/c8d1c3a5/Jorge-Eduardo-Sanchez,c8d1c3a5,Liga MX
168,Francisco Eduardo Venegas,MEX,"DF,FW",UANL,24,1998,1.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/4a305362/Francisco-Eduardo-Venegas,4a305362,Liga MX
169,Francisco Eduardo Venegas,MEX,"DF,MF",Mazatlán,24,1998,10.5,0.10,1.24,0.19,15.4,1.23,0.19,0.08,0.50,25.2,0.10,0.00,0.00,0.07,0.07,0.05,0.03,0.03,https://fbref.com/en/players/4a305362/Francisco-Eduardo-Venegas,4a305362,Liga MX
170,Alfonso Emilio Sánchez,MEX,"MF,FW",Mazatlán,28,1994,7.2,0.28,1.39,0.28,20.0,1.39,0.28,0.20,1.00,17.0,0.00,0.00,0.00,0.10,0.10,0.07,0.18,0.18,https://fbref.com/en/players/c7a1f2c9/Alfonso-Emilio-Sanchez,c7a1f2c9,Liga MX
171,José Enrique Angulo,ECU,FW,Querétaro,27,1995,4.0,0.25,3.75,1.50,40.0,3.74,1.50,0.07,0.17,14.8,0.00,0.00,0.00,0.30,0.30,0.08,-0.05,-0.05,https://fbref.com/en/players/5e4e7cca/Jose-Enrique-Angulo,5e4e7cca,Liga MX
172,Luis Enrique Quiñones,COL,"FW,MF",UANL,31,1991,23.3,0.17,1.72,0.56,32.5,1.72,0.56,0.10,0.31,17.5,0.00,0.00,0.00,0.19,0.19,0.11,-0.02,-0.02,https://fbref.com/en/players/39c52d54/Luis-Enrique-Quinones,39c52d54,Liga MX
