Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
11,Eduardo Aguirre,MEX,FW,Santos,23,1998,19,15,1145,12.7,0.24,0.08,0.31,0.16,0.08,0.08,0.00,0.08,0.17,0.11,0.04,0.15,1.18,1.42,5.04,0.24,0.08,0.31,0.16,0.24,0.17,0.04,0.21,0.11,0.15,https://fbref.com/en/players/61088de3/Eduardo-Aguirre,61088de3,Liga MX
12,Érick Aguirre,MEX,DF,Monterrey,25,1997,22,17,1400,15.6,0.06,0.13,0.19,0.06,0.00,0.00,0.19,0.00,0.07,0.07,0.14,0.21,1.47,3.01,3.59,0.06,0.13,0.19,0.06,0.19,0.07,0.14,0.21,0.07,0.21,https://fbref.com/en/players/06dddd9e/Erick-Aguirre,06dddd9e,Liga MX
13,Gaddi Aguirre,MEX,DF,Atlas,26,1996,20,15,1419,15.8,0.06,0.06,0.13,0.06,0.00,0.00,0.13,0.00,0.06,0.06,0.05,0.11,0.00,2.85,0.13,0.06,0.06,0.13,0.06,0.13,0.07,0.05,0.12,0.07,0.12,https://fbref.com/en/players/a566d3a2/Gaddi-Aguirre,a566d3a2,Liga MX
14,Rodrigo Aguirre,URU,"FW,MF",Monterrey,27,1994,30,22,2010,22.3,0.36,0.18,0.54,0.31,0.04,0.09,0.18,0.00,0.42,0.35,0.17,0.52,1.39,1.66,5.74,0.36,0.18,0.54,0.31,0.49,0.42,0.17,0.59,0.35,0.52,https://fbref.com/en/players/b5691f5d/Rodrigo-Aguirre,b5691f5d,Liga MX
15,Manuel Agustín Duarte,ARG,MF,Querétaro,20,2001,10,4,417,4.6,0.00,0.22,0.22,0.00,0.00,0.00,0.22,0.00,0.09,0.09,0.20,0.28,1.52,4.35,3.04,0.00,0.22,0.22,0.00,0.22,0.09,0.19,0.28,0.09,0.28,https://fbref.com/en/players/be50f4be/Manuel-Agustin-Duarte,be50f4be,Liga MX
16,Arnaud Ake,CIV,FW,Mazatlán,24,1998,12,8,771,8.6,0.23,0.23,0.47,0.23,0.00,0.00,0.12,0.00,0.29,0.29,0.07,0.36,1.63,1.51,5.70,0.23,0.23,0.47,0.23,0.47,0.29,0.07,0.36,0.29,0.36,https://fbref.com/en/players/3402bb17/Arnaud-Ake,3402bb17,Liga MX
17,Edgar Alaffita,MEX,MF,UNAM,25,1996,2,2,125,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,1.43,4.29,5.71,0.00,0.00,0.00,0.00,0.00,0.02,0.14,0.16,0.02,0.16,https://fbref.com/en/players/e09561fc/Edgar-Alaffita,e09561fc,Liga MX
18,Oswaldo Alanís,MEX,DF,Mazatlán,33,1989,22,19,1723,19.1,0.16,0.00,0.16,0.16,0.00,0.00,0.05,0.00,0.05,0.05,0.00,0.05,0.31,2.57,0.10,0.16,0.00,0.16,0.16,0.16,0.05,0.00,0.05,0.05,0.05,https://fbref.com/en/players/e97787d9/Oswaldo-Alanis,e97787d9,Liga MX
19,Jesús Alberto Angulo,MEX,DF,UANL,24,1998,32,30,2632,29.2,0.03,0.10,0.14,0.03,0.00,0.00,0.24,0.03,0.02,0.02,0.06,0.09,1.85,7.12,2.33,0.03,0.10,0.14,0.03,0.14,0.02,0.06,0.08,0.02,0.08,https://fbref.com/en/players/2a8638ec/Jesus-Alberto-Angulo,2a8638ec,Liga MX
20,Gil Alcalá,MEX,GK,Querétaro,30,1992,17,17,1530,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a1bb9076/Gil-Alcala,a1bb9076,Liga MX
21,Gil Alcalá,MEX,GK,UNAM,30,1992,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a1bb9076/Gil-Alcala,a1bb9076,Liga MX
22,Adrián Aldrete,MEX,DF,UNAM,34,1988,18,18,1437,16.0,0.06,0.13,0.19,0.06,0.00,0.00,0.19,0.06,0.02,0.02,0.05,0.07,0.50,2.94,1.81,0.06,0.13,0.19,0.06,0.19,0.02,0.05,0.07,0.02,0.07,https://fbref.com/en/players/cd5453d5/Adrian-Aldrete,cd5453d5,Liga MX
23,Daniel Alexis Parra,MEX,"DF,MF",Necaxa,23,1999,5,1,145,1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.13,0.19,1.25,2.50,1.88,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.16,0.05,0.16,https://fbref.com/en/players/b4daf602/Daniel-Alexis-Parra,b4daf602,Liga MX
24,Luis Alfonso Rodríguez,MEX,"DF,MF",FC Juárez,31,1991,16,16,1346,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.02,0.02,0.01,0.03,2.00,5.07,2.60,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/125d6bed/Luis-Alfonso-Rodriguez,125d6bed,Liga MX
25,Luis Alfonso Rodríguez,MEX,DF,UANL,31,1991,3,0,125,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,9.29,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/125d6bed/Luis-Alfonso-Rodriguez,125d6bed,Liga MX
26,David Alfredo Andrade,MEX,"MF,DF",Atlético,29,1993,10,1,276,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.06,0.06,4.52,3.55,8.71,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,https://fbref.com/en/players/ebec4405/David-Alfredo-Andrade,ebec4405,Liga MX
27,Facundo Almada,ARG,DF,Mazatlán,24,1998,14,12,1116,12.4,0.08,0.08,0.16,0.08,0.00,0.00,0.32,0.00,0.05,0.05,0.09,0.14,0.65,3.63,0.40,0.08,0.08,0.16,0.08,0.16,0.05,0.09,0.14,0.05,0.14,https://fbref.com/en/players/cd60f3ce/Facundo-Almada,cd60f3ce,Liga MX
28,Carlos Alonso Vargas,MEX,DF,Cruz Azul,23,1999,1,1,15,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/20974b8a/Carlos-Alonso-Vargas,20974b8a,Liga MX
29,Carlos Alonso Vargas,MEX,DF,Mazatlán,23,1999,13,12,930,10.3,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.10,0.04,0.04,0.07,0.10,1.65,3.11,1.75,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,https://fbref.com/en/players/20974b8a/Carlos-Alonso-Vargas,20974b8a,Liga MX
30,Jozy Altidore,USA,"FW,MF",Puebla,32,1989,6,0,92,1.0,2.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,0.60,0.60,0.00,0.60,0.00,1.00,9.00,1.96,0.00,1.96,1.96,1.96,0.62,0.00,0.62,0.62,0.62,https://fbref.com/en/players/8db8ad1e/Jozy-Altidore,8db8ad1e,Liga MX
31,Alfonso Alvarado,MEX,"FW,MF",León,22,2000,26,6,711,7.9,0.38,0.13,0.51,0.38,0.00,0.00,0.13,0.00,0.35,0.35,0.16,0.52,1.39,2.28,4.43,0.38,0.13,0.51,0.38,0.51,0.36,0.16,0.52,0.36,0.52,https://fbref.com/en/players/f2f8ca42/Alfonso-Alvarado,f2f8ca42,Liga MX
32,Roberto Alvarado,MEX,"MF,FW",Guadalajara,23,1998,32,27,2415,26.8,0.11,0.11,0.22,0.11,0.00,0.00,0.19,0.00,0.15,0.15,0.12,0.27,3.02,5.34,5.26,0.11,0.11,0.22,0.11,0.22,0.15,0.12,0.27,0.15,0.27,https://fbref.com/en/players/ff871e14/Roberto-Alvarado,ff871e14,Liga MX
33,Ventura Alvarado,USA,DF,FC Juárez,29,1992,10,5,466,5.2,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.02,0.02,0.00,0.02,0.00,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,https://fbref.com/en/players/4c219392/Ventura-Alvarado,4c219392,Liga MX
34,Alek Álvarez,MEX,"DF,MF",UNAM,19,2003,12,3,477,5.3,0.00,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,2.83,4.34,2.45,0.00,0.19,0.19,0.00,0.19,0.00,0.23,0.23,0.00,0.23,https://fbref.com/en/players/5ab26e83/Alek-Alvarez,5ab26e83,Liga MX
35,Kevin Álvarez,MEX,DF,Pachuca,23,1999,32,32,2822,31.4,0.10,0.19,0.29,0.10,0.00,0.00,0.25,0.00,0.07,0.07,0.14,0.21,3.06,4.65,5.64,0.10,0.19,0.29,0.10,0.29,0.07,0.14,0.21,0.07,0.21,https://fbref.com/en/players/636b0833/Kevin-Alvarez,636b0833,Liga MX
36,Daniel Álvarez López,MEX,"FW,MF",Toluca,28,1994,12,2,279,3.1,0.32,0.00,0.32,0.32,0.00,0.00,0.00,0.00,0.13,0.13,0.03,0.19,3.55,3.23,9.03,0.32,0.00,0.32,0.32,0.32,0.14,0.05,0.19,0.14,0.19,https://fbref.com/en/players/649f8ee1/Daniel-Alvarez-Lopez,649f8ee1,Liga MX
37,Daniel Álvarez López,MEX,"MF,DF",Puebla,28,1994,12,1,331,3.7,0.00,0.54,0.54,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.16,0.22,2.16,3.78,4.86,0.00,0.54,0.54,0.00,0.54,0.05,0.17,0.22,0.05,0.22,https://fbref.com/en/players/649f8ee1/Daniel-Alvarez-Lopez,649f8ee1,Liga MX
38,Dani Alves,BRA,"MF,DF",UNAM,39,1983,13,12,1125,12.5,0.00,0.40,0.40,0.00,0.00,0.00,0.24,0.00,0.06,0.06,0.22,0.28,1.28,7.92,2.32,0.00,0.40,0.40,0.00,0.40,0.05,0.23,0.28,0.05,0.28,https://fbref.com/en/players/c9e99e49/Dani-Alves,c9e99e49,Liga MX
39,Fidel Ambríz,MEX,"MF,DF",León,19,2003,32,23,2123,23.6,0.13,0.00,0.13,0.13,0.00,0.00,0.17,0.04,0.09,0.09,0.02,0.11,0.76,2.37,0.85,0.13,0.00,0.13,0.13,0.13,0.09,0.02,0.11,0.09,0.11,https://fbref.com/en/players/14968cd5/Fidel-Ambriz,14968cd5,Liga MX
40,Esteban Andrada,ARG,GK,Monterrey,31,1991,25,25,2249,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.00,0.00,0.01,0.01,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/en/players/775d365e/Esteban-Andrada,775d365e,Liga MX
41,Alejandro Andrade,MEX,MF,Necaxa,20,2001,1,1,66,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/06b00cad/Alejandro-Andrade,06b00cad,Liga MX
42,Luis Ángel Malagón,MEX,GK,América,25,1997,7,7,630,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/48bd91d4/Luis-Angel-Malagon,48bd91d4,Liga MX
43,Luis Ángel Malagón,MEX,GK,Necaxa,25,1997,17,17,1530,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/48bd91d4/Luis-Angel-Malagon,48bd91d4,Liga MX
44,Miguel Ángel Ponce,MEX,"DF,FW",Guadalajara,33,1989,5,1,125,1.4,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.71,0.00,0.00,0.00,0.00,1.43,2.86,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5c16e950/Miguel-Angel-Ponce,5c16e950,Liga MX
45,Brayan Angulo,COL,DF,Toluca,32,1989,29,24,2069,23.0,0.04,0.09,0.13,0.04,0.00,0.00,0.26,0.04,0.06,0.06,0.09,0.14,2.09,5.91,3.87,0.04,0.09,0.13,0.04,0.13,0.05,0.08,0.13,0.05,0.13,https://fbref.com/en/players/af31b77b/Brayan-Angulo,af31b77b,Liga MX
46,Jesús Angulo,MEX,"DF,MF",Guadalajara,25,1997,3,0,29,0.3,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,3.33,3.33,3.33,0.00,3.10,3.10,0.00,3.10,0.00,0.23,0.23,0.00,0.23,https://fbref.com/en/players/c219b86b/Jesus-Angulo,c219b86b,Liga MX
47,Jesús Angulo,MEX,MF,León,25,1997,7,1,156,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.12,2.94,8.82,5.88,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.14,0.07,0.14,https://fbref.com/en/players/c219b86b/Jesus-Angulo,c219b86b,Liga MX
48,Francisco Antonio Figueroa,MEX,"FW,MF",Pachuca,23,1999,10,6,503,5.6,0.00,0.36,0.36,0.00,0.00,0.00,0.18,0.00,0.11,0.11,0.23,0.34,7.86,3.39,13.6,0.00,0.36,0.36,0.00,0.36,0.11,0.23,0.34,0.11,0.34,https://fbref.com/en/players/274d5b09/Francisco-Antonio-Figueroa,274d5b09,Liga MX
49,Francisco Antonio Figueroa,MEX,"MF,FW",Querétaro,23,1999,4,0,49,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,10.0,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,https://fbref.com/en/players/274d5b09/Francisco-Antonio-Figueroa,274d5b09,Liga MX
50,Jorge Antonio Padilla,MEX,DF,Mazatlán,28,1993,19,12,1164,12.9,0.00,0.08,0.08,0.00,0.00,0.00,0.16,0.00,0.04,0.04,0.10,0.13,1.32,3.64,3.95,0.00,0.08,0.08,0.00,0.08,0.03,0.10,0.13,0.03,0.13,https://fbref.com/en/players/4fec10af/Jorge-Antonio-Padilla,4fec10af,Liga MX
51,José Antonio Rodríguez,MEX,GK,Tijuana,30,1992,17,17,1530,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a78c131a/Jose-Antonio-Rodriguez,a78c131a,Liga MX
52,José Antonio Rodríguez,MEX,GK,Querétaro,30,1992,8,8,720,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a78c131a/Jose-Antonio-Rodriguez,a78c131a,Liga MX
53,Uriel Antuna,MEX,"FW,MF",Cruz Azul,24,1997,31,31,2601,28.9,0.28,0.14,0.42,0.28,0.00,0.00,0.17,0.00,0.15,0.15,0.11,0.27,2.63,3.11,8.48,0.28,0.14,0.42,0.28,0.42,0.15,0.11,0.27,0.15,0.27,https://fbref.com/en/players/a35f5848/Uriel-Antuna,a35f5848,Liga MX
54,Javier Aquino,MEX,"DF,FW",UANL,32,1990,25,22,1922,21.4,0.00,0.09,0.09,0.00,0.00,0.00,0.19,0.00,0.03,0.03,0.07,0.09,3.18,5.75,6.59,0.00,0.09,0.09,0.00,0.09,0.03,0.07,0.09,0.03,0.09,https://fbref.com/en/players/215104cc/Javier-Aquino,215104cc,Liga MX
55,Pedro Aquino,PER,MF,América,27,1995,27,8,835,9.3,0.00,0.11,0.11,0.00,0.00,0.00,0.75,0.00,0.02,0.02,0.13,0.15,1.08,6.77,0.86,0.00,0.11,0.11,0.00,0.11,0.02,0.13,0.15,0.02,0.15,https://fbref.com/en/players/c4bfc6c5/Pedro-Aquino,c4bfc6c5,Liga MX
56,Cristian Arango,COL,"FW,MF",Pachuca,27,1995,10,4,481,5.3,0.75,0.38,1.13,0.38,0.38,0.38,0.00,0.00,0.66,0.36,0.21,0.57,3.77,1.89,7.36,0.75,0.37,1.12,0.37,0.75,0.65,0.20,0.85,0.36,0.56,https://fbref.com/en/players/fea9401e/Cristian-Arango,fea9401e,Liga MX
57,Ángelo Araos,CHI,MF,Necaxa,25,1997,18,14,937,10.4,0.10,0.10,0.19,0.10,0.00,0.00,0.38,0.00,0.09,0.09,0.09,0.17,1.63,3.08,4.42,0.10,0.10,0.19,0.10,0.19,0.09,0.08,0.17,0.09,0.17,https://fbref.com/en/players/c8e4f105/Angelo-Araos,c8e4f105,Liga MX
58,Maximiliano Araújo,URU,"MF,DF",Toluca,22,2000,17,17,1454,16.2,0.37,0.25,0.62,0.37,0.00,0.00,0.25,0.00,0.27,0.27,0.16,0.43,4.57,2.96,9.44,0.37,0.25,0.62,0.37,0.62,0.27,0.16,0.43,0.27,0.43,https://fbref.com/en/players/f9ab3f4a/Maximiliano-Araujo,f9ab3f4a,Liga MX
59,Maximiliano Araújo,URU,"MF,DF",Puebla,22,2000,16,16,1316,14.6,0.07,0.21,0.27,0.07,0.00,0.00,0.27,0.07,0.15,0.15,0.18,0.34,3.36,2.95,7.40,0.07,0.21,0.27,0.07,0.27,0.15,0.18,0.33,0.15,0.33,https://fbref.com/en/players/f9ab3f4a/Maximiliano-Araujo,f9ab3f4a,Liga MX
60,Néstor Araujo,MEX,DF,América,30,1991,23,20,1805,20.1,0.00,0.05,0.05,0.00,0.00,0.00,0.20,0.00,0.04,0.04,0.04,0.08,1.39,3.28,0.05,0.00,0.05,0.05,0.00,0.05,0.04,0.05,0.09,0.04,0.09,https://fbref.com/en/players/27a013f7/Nestor-Araujo,27a013f7,Liga MX
61,Fernando Arce Jr.,USA,MF,FC Juárez,25,1996,11,4,442,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.04,0.04,0.00,0.04,0.20,1.22,2.24,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/en/players/ea7d42fb/Fernando-Arce-Jr,ea7d42fb,Liga MX
62,Fernando Arce Jr.,USA,MF,Puebla,25,1996,5,1,116,1.3,0.00,0.77,0.77,0.00,0.00,0.00,1.54,0.00,0.08,0.08,0.31,0.38,1.54,4.62,3.08,0.00,0.78,0.78,0.00,0.78,0.07,0.30,0.37,0.07,0.37,https://fbref.com/en/players/ea7d42fb/Fernando-Arce-Jr,ea7d42fb,Liga MX
63,Fernando Aristeguieta,VEN,FW,Puebla,30,1992,3,3,250,2.8,0.36,0.00,0.36,0.36,0.00,0.00,0.71,0.00,0.39,0.39,0.11,0.50,1.07,2.50,3.21,0.36,0.00,0.36,0.36,0.36,0.40,0.10,0.50,0.40,0.50,https://fbref.com/en/players/0c403511/Fernando-Aristeguieta,0c403511,Liga MX
64,Rodrigo Armando González,MEX,DF,Atlético,27,1995,13,12,1091,12.1,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.01,0.25,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,https://fbref.com/en/players/059a4e65/Rodrigo-Armando-Gonzalez,059a4e65,Liga MX
65,Daniel Armando Ríos,MEX,FW,Guadalajara,27,1995,12,6,521,5.8,0.17,0.17,0.34,0.17,0.00,0.00,0.17,0.00,0.24,0.24,0.10,0.34,0.86,0.69,5.34,0.17,0.17,0.35,0.17,0.35,0.25,0.10,0.35,0.25,0.35,https://fbref.com/en/players/078b2c07/Daniel-Armando-Rios,078b2c07,Liga MX
66,Eduardo Armenta,MEX,MF,Tijuana,20,2001,10,7,475,5.3,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.02,0.02,0.04,0.06,0.57,2.83,2.83,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.06,0.03,0.06,https://fbref.com/en/players/ac638620/Eduardo-Armenta,ac638620,Liga MX
67,Alejandro Arribas,ESP,DF,FC Juárez,33,1989,26,23,2068,23.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.03,0.03,0.02,0.06,0.35,1.96,0.13,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/cc29324e/Alejandro-Arribas,cc29324e,Liga MX
68,José Ávila,MEX,"MF,DF",Santos,24,1998,6,0,74,0.8,0.00,1.25,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,1.25,7.50,8.75,0.00,1.22,1.22,0.00,1.22,0.03,0.23,0.26,0.03,0.26,https://fbref.com/en/players/f425bb4c/Jose-Avila,f425bb4c,Liga MX
69,David Ayala,MEX,MF,UANL,22,2000,3,0,16,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,https://fbref.com/en/players/295b7567/David-Ayala,295b7567,Liga MX
70,Hugo Ayala,MEX,"DF,FW",UANL,35,1987,4,2,166,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cf9989c2/Hugo-Ayala,cf9989c2,Liga MX
71,Ettson Ayon,MEX,"FW,MF",Querétaro,21,2001,20,7,708,7.9,0.51,0.00,0.51,0.51,0.00,0.00,0.25,0.00,0.35,0.35,0.05,0.41,1.01,0.76,5.44,0.51,0.00,0.51,0.51,0.51,0.36,0.06,0.42,0.36,0.42,https://fbref.com/en/players/5329413c/Ettson-Ayon,5329413c,Liga MX
72,Rafael Baca,MEX,MF,Cruz Azul,32,1989,21,9,1018,11.3,0.09,0.09,0.18,0.09,0.00,0.00,0.27,0.09,0.03,0.03,0.03,0.05,0.27,4.60,0.80,0.09,0.09,0.18,0.09,0.18,0.02,0.03,0.05,0.02,0.05,https://fbref.com/en/players/fb40b861/Rafael-Baca,fb40b861,Liga MX
