Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
90,Jaine Barreiro,COL,DF,León,28,1994,30,2478,83,81.0,27.5,1.05,85,0.87,0.04,16,0.07,1.50,1.42,1.27,0.15,+0.15,-0.16,1.32,1.21,0.11,+0.11,+0.19,https://fbref.com/en/players/743d5a0e/Jaine-Barreiro,743d5a0e,Liga MX
91,Pablo Barrera,MEX,"MF,FW",Querétaro,35,1987,34,2875,85,94.0,31.9,1.03,86,0.82,0.03,23,0.00,0.85,0.94,1.60,-0.66,-0.66,-0.17,1.06,1.42,-0.36,-0.36,-0.48,https://fbref.com/en/players/ff70b131/Pablo-Barrera,ff70b131,Liga MX
92,Abraham Bass,MEX,MF,Atlas,20,2001,1,75,75,2.5,0.8,1.25,75,0.00,0.00,,2.50,0.00,1.25,2.50,-1.25,-1.20,-1.05,0.75,0.63,0.13,+0.14,+0.14,https://fbref.com/en/players/ea80aff9/Abraham-Bass,ea80aff9,Liga MX
93,Damián Batallini,ARG,"MF,FW",Necaxa,26,1996,13,748,58,24.4,8.3,0.96,72,0.00,0.60,35,0.12,1.00,1.08,1.45,-0.36,-0.36,+0.11,0.95,1.36,-0.40,-0.40,+0.11,https://fbref.com/en/players/be1395da/Damian-Batallini,be1395da,Liga MX
94,Facundo Batista,URU,FW,Necaxa,23,1999,28,1777,63,58.1,19.7,1.07,76,0.30,0.36,27,0.00,1.07,1.07,1.27,-0.20,-0.20,+0.57,0.91,1.28,-0.37,-0.37,+0.28,https://fbref.com/en/players/02cf308a/Facundo-Batista,02cf308a,Liga MX
95,Eduard Bello,VEN,"FW,MF",Mazatlán,26,1995,24,1214,51,39.7,13.5,0.96,67,0.00,0.81,31,0.22,0.88,1.11,1.85,-0.74,-0.74,+0.18,0.77,1.73,-0.96,-0.96,-0.22,https://fbref.com/en/players/2b40500f/Eduard-Bello,2b40500f,Liga MX
96,Paul Bellón,MEX,DF,León,25,1997,27,1815,67,59.3,20.2,0.94,86,0.84,0.40,22,0.10,1.56,1.44,1.34,0.10,+0.10,-0.19,1.07,1.38,-0.31,-0.31,-0.95,https://fbref.com/en/players/c4a9b5e6/Paul-Bellon,c4a9b5e6,Liga MX
97,Fernando Beltrán,MEX,MF,Guadalajara,24,1998,31,2436,79,79.6,27.1,1.07,81,0.33,0.07,37,0.00,1.53,1.37,1.03,0.33,+0.33,-0.10,1.31,1.15,0.15,+0.15,-0.16,https://fbref.com/en/players/90070ab6/Fernando-Beltran,90070ab6,Liga MX
98,Nicolás Benedetti,COL,"MF,FW",Mazatlán,25,1997,29,2104,73,68.8,23.4,1.11,78,0.38,0.13,25,0.00,0.79,1.28,1.75,-0.47,-0.47,+1.22,0.97,1.75,-0.78,-0.78,+0.15,https://fbref.com/en/players/6cdb3f42/Nicolas-Benedetti,6cdb3f42,Liga MX
99,Pablo Bennevendo Peña,MEX,DF,UNAM,22,2000,28,2068,74,67.6,23.0,0.96,83,0.57,0.26,42,0.09,0.93,1.13,1.61,-0.48,-0.48,+0.16,1.29,1.37,-0.08,-0.08,-0.16,https://fbref.com/en/players/2c45321f/Pablo-Bennevendo-Pena,2c45321f,Liga MX
100,Germán Berterame,ARG,"FW,MF",Monterrey,23,1998,31,2343,76,76.6,26.0,1.00,84,0.62,0.19,31,0.04,2.00,1.69,0.65,1.04,+1.04,-0.22,1.67,0.84,0.83,+0.83,+0.48,https://fbref.com/en/players/fa61a2db/German-Berterame,fa61a2db,Liga MX
101,Unai Bilbao,ESP,DF,Atlético,28,1994,15,1299,87,42.5,14.4,1.04,87,0.90,0.00,,0.00,1.06,0.83,1.46,-0.63,-0.62,-0.42,1.11,1.59,-0.48,-0.48,+0.06,https://fbref.com/en/players/aa98e19a/Unai-Bilbao,aa98e19a,Liga MX
102,Alfonso Blanco Antúnez,MEX,GK,León,35,1987,0,,,,,0,,0,0,,21,,,,,,,,,,,,https://fbref.com/en/players/dce4c80e/Alfonso-Blanco-Antunez,dce4c80e,Liga MX
103,Juan Blanco,MEX,DF,América,20,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/7b926ab9/Juan-Blanco,7b926ab9,Liga MX
104,Léo Bonatini,BRA,FW,Atlético,28,1994,17,909,53,29.7,10.1,1.19,68,0.00,0.50,19,0.00,1.25,0.69,1.19,-0.50,-0.50,-0.16,0.87,1.39,-0.51,-0.51,0.00,https://fbref.com/en/players/da23d58d/Leo-Bonatini,da23d58d,Liga MX
105,Antonio Briseño,MEX,DF,Guadalajara,28,1994,10,373,37,12.2,4.1,0.73,90,0.73,1.71,15,0.98,1.69,1.22,0.73,0.49,+0.48,+0.15,1.51,1.32,0.22,+0.21,+0.03,https://fbref.com/en/players/cb52d28d/Antonio-Briseno,cb52d28d,Liga MX
106,Isaác Brizuela,MEX,"FW,MF",Guadalajara,31,1990,20,812,41,26.5,9.0,1.00,67,0.11,1.22,19,0.33,1.63,1.56,0.78,0.78,+0.78,+0.58,1.11,1.11,0.00,0.00,-0.25,https://fbref.com/en/players/8ff0aa1a/Isaac-Brizuela,8ff0aa1a,Liga MX
107,Juan Brunetta,ARG,"MF,FW",Santos,25,1997,32,2528,79,82.6,28.1,1.10,81,0.43,0.04,26,0.00,1.33,1.60,1.74,-0.14,-0.14,-1.33,1.45,1.36,0.09,+0.08,-0.17,https://fbref.com/en/players/d60099bc/Juan-Brunetta,d60099bc,Liga MX
108,Pedro Budib,MEX,DF,Puebla,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/bfa5a6bd/Pedro-Budib,bfa5a6bd,Liga MX
109,Gustavo Cabral,ARG,DF,Pachuca,36,1985,30,2685,90,87.7,29.8,1.01,90,0.97,0.00,,0.07,2.03,1.81,1.11,0.70,+0.70,+0.70,1.60,1.08,0.52,+0.52,+0.47,https://fbref.com/en/players/92b4a127/Gustavo-Cabral,92b4a127,Liga MX
110,David Cabrera Pujol,MEX,MF,Querétaro,32,1989,2,31,16,1.0,0.3,0.00,,0.00,6.67,16,10.0,0.00,0.00,0.00,0.00,0.00,+0.65,0.33,0.67,-0.67,-0.45,-0.12,https://fbref.com/en/players/23f60edd/David-Cabrera-Pujol,23f60edd,Liga MX
111,Sebastián Cáceres,URU,DF,América,22,1999,25,2078,83,67.9,23.1,1.00,88,0.95,0.09,25,0.39,2.06,2.38,1.04,1.34,+1.34,+0.88,1.82,1.03,0.78,+0.79,+0.35,https://fbref.com/en/players/7091c68e/Sebastian-Caceres,7091c68e,Liga MX
112,Jordy Caicedo,ECU,"FW,MF",UANL,24,1997,13,520,40,17.0,5.8,0.69,77,0.34,1.55,24,0.17,2.00,1.38,0.69,0.69,+0.69,+0.37,1.29,0.76,0.53,+0.53,+0.13,https://fbref.com/en/players/7fcb27d8/Jordy-Caicedo,7fcb27d8,Liga MX
113,José Caicedo,COL,"MF,DF",UNAM,20,2002,14,1017,73,33.2,11.3,0.97,84,0.62,0.27,29,0.71,1.00,1.59,1.77,-0.18,-0.18,+0.53,1.34,1.30,0.04,+0.04,+0.11,https://fbref.com/en/players/4b583a34/Jose-Caicedo,4b583a34,Liga MX
114,Cristian Calderón,MEX,"DF,FW",Guadalajara,25,1997,29,1908,66,62.4,21.2,0.99,82,0.52,0.38,24,0.24,1.52,1.51,0.94,0.57,+0.57,+0.57,1.38,1.12,0.25,+0.26,+0.19,https://fbref.com/en/players/8cefbfc1/Cristian-Calderon,8cefbfc1,Liga MX
115,Luis Calzadilla,MEX,MF,Pachuca,22,2000,3,29,10,0.9,0.3,0.00,,0.00,10.0,10,46.7,3.00,0.00,6.67,-6.67,-6.21,-6.89,1.67,4.67,-2.67,-2.61,-3.10,https://fbref.com/en/players/371fbf4a/Luis-Calzadilla,371fbf4a,Liga MX
116,Raúl Camacho,MEX,"FW,MF",Mazatlán,20,2002,6,62,10,2.0,0.7,0.00,,0.00,8.57,10,2.86,0.00,1.43,1.43,0.00,0.00,+0.87,1.29,1.57,-0.29,-0.31,+0.53,https://fbref.com/en/players/e946665a/Raul-Camacho,e946665a,Liga MX
117,Joel Campbell,CRC,"MF,FW",León,30,1992,30,1559,52,50.9,17.3,0.98,77,0.35,0.75,19,0.12,1.31,1.33,1.27,0.06,+0.06,-0.24,1.14,1.32,-0.18,-0.18,-0.53,https://fbref.com/en/players/895ff3ca/Joel-Campbell,895ff3ca,Liga MX
118,Karel Campos,MEX,MF,América,19,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,,https://fbref.com/en/players/c5b064eb/Karel-Campos,c5b064eb,Liga MX
119,Omar Campos,MEX,DF,Santos,20,2002,34,2936,86,95.9,32.6,1.04,86,0.74,0.00,,0.00,1.38,1.75,1.56,0.18,+0.18,+2.36,1.56,1.42,0.13,+0.14,+0.53,https://fbref.com/en/players/2a5ee788/Omar-Campos,2a5ee788,Liga MX
120,Alexis Canelo,ARG,FW,Tijuana,30,1992,34,2877,85,94.0,32.0,1.03,86,0.72,0.03,23,0.00,0.97,1.13,1.72,-0.59,-0.59,+0.88,1.16,1.21,-0.04,-0.04,-0.40,https://fbref.com/en/players/fa828ce6/Alexis-Canelo,fa828ce6,Liga MX
121,Luis Cárdenas,MEX,GK,Monterrey,28,1993,9,765,85,25.0,8.5,1.06,85,0.94,0.00,,2.47,2.11,2.35,1.18,1.18,+1.18,+0.12,1.84,1.19,0.66,+0.66,-0.08,https://fbref.com/en/players/a1dea252/Luis-Cardenas,a1dea252,Liga MX
122,Ulises Cardona,MEX,"MF,FW",Necaxa,23,1998,2,60,30,2.0,0.7,0.00,,0.00,2.86,30,1.43,0.00,0.00,1.43,-1.43,-1.50,-1.08,0.86,1.57,-0.71,-0.81,-0.33,https://fbref.com/en/players/b9bfa710/Ulises-Cardona,b9bfa710,Liga MX
123,Rafael Carioca,BRA,MF,UANL,33,1989,31,1934,62,63.2,21.5,1.02,79,0.51,0.42,22,0.05,1.73,1.30,1.12,0.19,+0.19,-0.53,1.37,1.04,0.33,+0.33,-0.25,https://fbref.com/en/players/19ae4d5c/Rafael-Carioca,19ae4d5c,Liga MX
124,Gonzalo Carneiro,URU,FW,Cruz Azul,26,1995,20,995,50,32.5,11.1,0.90,66,0.00,0.90,34,0.54,1.67,1.53,1.26,0.27,+0.27,+0.79,1.41,1.06,0.35,+0.35,+0.62,https://fbref.com/en/players/88f6ffd1/Gonzalo-Carneiro,88f6ffd1,Liga MX
125,Miguel Carreón,MEX,MF,UNAM,18,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/2bf0adf4/Miguel-Carreon,2bf0adf4,Liga MX
126,Ramiro Carrera,ARG,"MF,FW",Cruz Azul,28,1993,10,270,27,8.8,3.0,1.00,49,0.00,2.33,17,2.00,1.80,0.33,1.33,-1.00,-1.00,-0.81,1.13,0.90,0.23,+0.23,+0.33,https://fbref.com/en/players/44c271db/Ramiro-Carrera,44c271db,Liga MX
127,Jordan Carrillo,MEX,"MF,DF",Santos,20,2001,3,109,36,3.6,1.2,0.83,45,0.00,1.67,32,0.83,1.33,3.33,1.67,1.67,+1.65,+1.62,2.42,1.67,0.75,+0.73,+0.64,https://fbref.com/en/players/55f70431/Jordan-Carrillo,55f70431,Liga MX
128,Manuel Carrillo,MEX,FW,Tijuana,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/60dc0b84/Manuel-Carrillo,60dc0b84,Liga MX
129,Kevin Castañeda,MEX,MF,Tijuana,22,1999,11,347,32,11.3,3.9,1.03,48,0.00,1.79,22,3.33,0.55,0.51,1.03,-0.51,-0.52,+0.14,0.77,0.69,0.08,+0.08,+0.11,https://fbref.com/en/players/bf453048/Kevin-Castaneda,bf453048,Liga MX
130,Byron Castillo,ECU,DF,León,23,1998,21,1409,67,46.0,15.7,1.02,85,0.76,0.32,8,0.06,1.17,1.53,1.72,-0.19,-0.19,-0.68,1.29,1.34,-0.05,-0.05,-0.23,https://fbref.com/en/players/7caf162d/Byron-Castillo,7caf162d,Liga MX
131,Christian Castillo,CHI,FW,Tijuana,25,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/d6f74787/Christian-Castillo,d6f74787,Liga MX
132,Fabián Castillo,COL,FW,Tijuana,30,1992,9,213,24,7.0,2.4,0.42,67,0.00,3.33,18,2.92,0.44,0.83,2.08,-1.25,-1.27,-0.67,1.29,1.38,-0.13,-0.11,-0.09,https://fbref.com/en/players/99f5d6aa/Fabian-Castillo,99f5d6aa,Liga MX
133,José Castillo Pérez,MEX,DF,Pachuca,20,2001,19,1201,63,39.2,13.3,1.05,81,0.75,0.38,15,0.90,2.00,1.58,1.20,0.38,+0.37,-0.40,1.48,1.05,0.44,+0.43,-0.05,https://fbref.com/en/players/24bf30ba/Jose-Castillo-Perez,24bf30ba,Liga MX
134,Raúl Castillo,MEX,MF,Puebla,20,2001,2,59,30,1.9,0.7,1.43,45,0.00,1.43,14,11.4,0.00,1.43,2.86,-1.43,-1.53,-1.44,1.29,2.71,-1.43,-1.48,-1.26,https://fbref.com/en/players/675d4782/Raul-Castillo,675d4782,Liga MX
135,Lucas Cavallini,CAN,FW,Tijuana,29,1992,12,722,60,23.6,8.0,1.00,73,0.25,0.50,34,0.00,1.00,1.63,2.38,-0.75,-0.75,-0.13,1.34,1.59,-0.25,-0.25,-0.30,https://fbref.com/en/players/dd8de641/Lucas-Cavallini,dd8de641,Liga MX
136,Emilio Cázares,MEX,FW,FC Juárez,21,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/a22e60e5/Emilio-Cazares,a22e60e5,Liga MX
137,Enrique Cedillo,MEX,DF,Mazatlán,26,1996,10,428,43,14.0,4.8,1.04,69,0.42,1.04,16,3.54,0.50,1.46,3.13,-1.67,-1.68,-0.96,1.08,1.50,-0.42,-0.43,+0.47,https://fbref.com/en/players/cea8f295/Enrique-Cedillo,cea8f295,Liga MX
138,Julien Celestine,FRA,DF,León,25,1997,4,293,73,9.6,3.3,0.91,83,0.61,0.30,45,2.42,0.00,0.91,1.52,-0.61,-0.61,-0.87,1.24,1.12,0.12,+0.12,+0.05,https://fbref.com/en/players/3dd4379b/Julien-Celestine,3dd4379b,Liga MX
139,Alan Cervantes,MEX,MF,Santos,24,1998,31,2181,70,71.3,24.2,1.07,77,0.58,0.21,33,0.04,1.50,1.90,1.53,0.37,+0.37,+0.99,1.49,1.48,0.00,0.00,-0.39,https://fbref.com/en/players/7a0c3b15/Alan-Cervantes,7a0c3b15,Liga MX
140,Daniel Cervantes,USA,FW,Atlas,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/eee5b62a/Daniel-Cervantes,eee5b62a,Liga MX
141,Daniel Cervantes,MEX,DF,Querétaro,32,1990,9,315,35,10.3,3.5,0.86,90,0.86,1.71,8,4.29,1.56,1.14,2.29,-1.14,-1.14,-0.55,1.17,1.97,-0.80,-0.81,-0.53,https://fbref.com/en/players/cf7f7a52/Daniel-Cervantes,cf7f7a52,Liga MX
142,Luís Cervantes,MEX,DF,León,21,2001,3,189,63,6.2,2.1,0.95,89,0.48,0.48,11,6.67,2.00,1.43,0.95,0.48,+0.48,+0.32,0.71,1.14,-0.43,-0.45,-0.56,https://fbref.com/en/players/1fd490ef/Luis-Cervantes,1fd490ef,Liga MX
143,Aníbal Chalá,ECU,"DF,MF",Atlas,26,1996,22,1020,46,33.3,11.3,0.88,76,0.27,1.06,21,0.88,0.91,1.15,1.50,-0.35,-0.35,-0.26,1.14,1.44,-0.30,-0.30,-0.45,https://fbref.com/en/players/84c0768a/Anibal-Chala,84c0768a,Liga MX
144,Ángel Chávez,MEX,DF,Necaxa,17,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/34400357/Angel-Chavez,34400357,Liga MX
145,Diego Chávez Collins,MEX,"FW,MF",FC Juárez,27,1995,7,210,30,6.9,2.3,0.43,45,0.00,2.61,28,0.43,0.57,0.43,0.87,-0.43,-0.43,-0.18,1.39,1.17,0.22,+0.22,+0.51,https://fbref.com/en/players/3e2406b1/Diego-Chavez-Collins,3e2406b1,Liga MX
146,Luis Chávez,MEX,MF,Pachuca,26,1996,33,2802,85,91.6,31.1,1.00,88,0.77,0.06,37,0.00,1.98,1.83,1.06,0.77,+0.77,+1.82,1.52,1.03,0.49,+0.49,+0.29,https://fbref.com/en/players/e50949ea/Luis-Chavez,e50949ea,Liga MX
147,Ricardo Chávez Soto,MEX,DF,Atlético,27,1994,32,2811,88,91.9,31.2,1.03,88,0.93,0.00,,0.00,1.23,0.96,1.25,-0.29,-0.29,+1.16,1.04,1.49,-0.45,-0.45,+0.84,https://fbref.com/en/players/2229c165/Ricardo-Chavez-Soto,2229c165,Liga MX
148,Ronaldo Cisneros,MEX,"FW,MF",Guadalajara,25,1997,15,862,57,28.2,9.6,1.15,67,0.10,0.42,30,0.21,1.75,1.98,1.35,0.63,+0.63,+0.38,1.35,1.34,0.01,+0.01,-0.25,https://fbref.com/en/players/e526c193/Ronaldo-Cisneros,e526c193,Liga MX
149,Josué Colmán,PAR,"MF,FW",Mazatlán,24,1998,25,1044,42,34.1,11.6,0.86,70,0.17,1.29,23,0.52,0.76,0.60,1.72,-1.12,-1.12,-0.41,0.93,1.71,-0.77,-0.78,+0.08,https://fbref.com/en/players/9603d928/Josue-Colman,9603d928,Liga MX
150,Bryan Colula,MEX,DF,Mazatlán,26,1996,28,1933,69,63.2,21.5,1.07,79,0.65,0.23,22,0.00,0.75,1.12,1.81,-0.70,-0.70,+0.42,0.94,1.70,-0.75,-0.76,+0.19,https://fbref.com/en/players/4b677ba7/Bryan-Colula,4b677ba7,Liga MX
151,Ari Contreras,MEX,MF,Pachuca,16,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/0de83089/Ari-Contreras,0de83089,Liga MX
152,Francisco Contreras,MEX,"DF,MF",Tijuana,23,1999,20,705,35,23.0,7.8,0.90,70,0.13,1.67,16,1.67,1.05,0.77,2.05,-1.28,-1.28,-0.82,1.24,1.32,-0.08,-0.08,-0.07,https://fbref.com/en/players/01a27d9e/Francisco-Contreras,01a27d9e,Liga MX
153,José Corona,MEX,GK,Cruz Azul,41,1981,23,2069,90,67.6,23.0,1.00,90,0.96,0.00,,0.43,1.52,1.39,1.30,0.09,+0.09,+1.09,1.22,1.11,0.10,+0.10,+0.54,https://fbref.com/en/players/e39a7e9c/Jose-Corona,e39a7e9c,Liga MX
154,George Corral,MEX,"DF,MF",Puebla,32,1990,7,267,38,8.7,3.0,1.00,67,0.33,1.33,17,0.67,1.50,2.00,1.00,1.00,+1.01,+1.24,1.13,1.47,-0.30,-0.31,-0.08,https://fbref.com/en/players/09b53eeb/George-Corral,09b53eeb,Liga MX
155,Rogelio Cortéz Pineda,MEX,MF,Necaxa,18,2004,8,142,18,4.6,1.6,0.63,45,0.00,4.38,14,9.38,1.13,0.00,3.75,-3.75,-3.80,-3.53,1.00,2.00,-1.00,-1.04,-0.57,https://fbref.com/en/players/656316b4/Rogelio-Cortez-Pineda,656316b4,Liga MX
156,Jordi Cortizo,MEX,"MF,FW",Puebla,26,1996,17,1212,71,39.6,13.5,1.11,78,0.22,0.15,23,0.00,1.15,1.56,1.26,0.30,+0.30,+0.69,1.13,1.19,-0.05,-0.05,+0.32,https://fbref.com/en/players/c0986642/Jordi-Cortizo,c0986642,Liga MX
157,Jordi Cortizo,MEX,"MF,FW",Monterrey,26,1996,17,375,22,12.3,4.2,0.48,57,0.00,3.57,17,0.00,2.14,2.38,1.19,1.19,+1.20,+0.13,2.29,1.33,0.95,+0.96,+0.28,https://fbref.com/en/players/c0986642/Jordi-Cortizo,c0986642,Liga MX
158,Rodolfo Cota,MEX,GK,León,35,1987,34,3060,90,100.0,34.0,1.00,90,1.00,0.00,,0.00,1.44,1.41,1.24,0.18,+0.18,,1.31,1.24,0.07,+0.07,,https://fbref.com/en/players/a4a5868e/Rodolfo-Cota,a4a5868e,Liga MX
159,Aldo Cruz,MEX,DF,Atlético,24,1997,16,1305,82,42.6,14.5,1.10,82,0.83,0.00,,0.07,1.06,0.83,1.24,-0.41,-0.41,-0.05,0.87,1.53,-0.66,-0.66,-0.26,https://fbref.com/en/players/398fb976/Aldo-Cruz,398fb976,Liga MX
160,Jürgen Damm,MEX,"FW,MF",América,29,1992,6,89,15,2.9,1.0,0.00,,0.00,6.00,15,8.00,1.50,1.00,2.00,-1.00,-1.01,-2.13,1.20,1.70,-0.40,-0.44,-1.14,https://fbref.com/en/players/bbf8bf7a/Jurgen-Damm,bbf8bf7a,Liga MX
161,Jorge Daniel Hernández,MEX,MF,Querétaro,33,1989,23,1249,54,40.8,13.9,1.15,69,0.36,0.50,20,0.79,0.83,0.94,1.80,-0.86,-0.86,-0.37,1.07,1.54,-0.47,-0.47,-0.22,https://fbref.com/en/players/da7bbfee/Jorge-Daniel-Hernandez,da7bbfee,Liga MX
162,Juan David Castro,MEX,"MF,FW",Atlético,30,1991,21,359,17,11.7,4.0,0.75,53,0.00,4.50,11,2.25,1.38,1.00,2.75,-1.75,-1.75,-1.55,0.78,1.90,-1.13,-1.14,-0.71,https://fbref.com/en/players/d06a7432/Juan-David-Castro,d06a7432,Liga MX
163,José David Ramírez,MEX,DF,León,26,1995,2,17,9,0.6,0.2,0.00,,0.00,10.0,9,0.00,1.50,5.00,10.0,-5.00,-5.29,-5.50,5.00,6.50,-1.50,-1.41,-1.49,https://fbref.com/en/players/9396692d/Jose-David-Ramirez,9396692d,Liga MX
164,Víctor Dávila,CHI,"FW,MF",León,24,1997,30,2102,70,68.7,23.4,1.11,77,0.21,0.17,23,0.09,1.34,1.20,1.07,0.13,+0.13,-0.15,1.31,1.19,0.12,+0.12,+0.15,https://fbref.com/en/players/aca8043a/Victor-Davila,aca8043a,Liga MX
165,Diego De Buen,MEX,"DF,MF",Puebla,31,1991,34,3019,89,98.7,33.5,1.01,89,0.96,0.00,,0.00,1.13,1.46,1.64,-0.18,-0.18,-4.57,1.19,1.44,-0.26,-0.26,-0.99,https://fbref.com/en/players/73bca0c9/Diego-De-Buen,73bca0c9,Liga MX
166,Sergio De los Ríos,MEX,MF,América,19,2003,1,15,15,0.5,0.2,0.00,,0.00,5.00,15,10.0,3.00,10.0,0.00,10.0,+12.00,+11.00,2.00,0.00,1.50,+1.99,+1.33,https://fbref.com/en/players/f1550173/Sergio-De-los-Rios,f1550173,Liga MX
167,Arturo del Campo,MEX,MF,Toluca,19,2003,1,2,2,0.1,0.0,0,,0,1,2,3,0.00,0,0,0,0.00,-0.56,0.6,0.0,+0.6,+26.83,+26.72,https://fbref.com/en/players/a1b9fab4/Arturo-del-Campo,a1b9fab4,Liga MX
168,Gustavo Del Prete,ARG,"MF,FW",UNAM,26,1996,32,1979,62,64.7,22.0,1.18,72,0.27,0.27,20,0.00,0.91,1.55,1.86,-0.32,-0.32,+0.60,1.50,1.36,0.14,+0.13,+0.47,https://fbref.com/en/players/839ac4ea/Gustavo-Del-Prete,839ac4ea,Liga MX
169,Everardo Del Villar,MEX,DF,Toluca,17,2005,2,22,11,0.7,0.2,0.00,,0.00,10.0,11,75.0,3.00,5.00,0.00,5.00,+4.09,+3.56,3.50,0.00,3.50,+2.90,+2.79,https://fbref.com/en/players/18f8c925/Everardo-Del-Villar,18f8c925,Liga MX
170,Arturo Delgado,MEX,GK,UANL,20,2002,1,45,45,1.5,0.5,0.00,,0.00,2.00,45,6.00,0.00,0.00,2.00,-2.00,-2.00,-2.42,1.00,0.40,0.60,+0.56,+0.14,https://fbref.com/en/players/70e6a77e/Arturo-Delgado,70e6a77e,Liga MX
171,Franco Di Santo,ARG,FW,Tijuana,33,1989,15,735,49,24.0,8.2,0.85,75,0.37,0.98,26,0.12,0.87,0.98,1.71,-0.73,-0.73,-0.12,1.13,1.10,0.04,+0.04,+0.08,https://fbref.com/en/players/549c6ba7/Franco-Di-Santo,549c6ba7,Liga MX
172,Lucas Di Yorio,ARG,FW,León,25,1996,33,2550,77,83.3,28.3,1.06,83,0.67,0.11,21,0.00,1.49,1.41,1.41,0.00,0.00,-1.06,1.35,1.24,0.11,+0.11,+0.19,https://fbref.com/en/players/5c339cf6/Lucas-Di-Yorio,5c339cf6,Liga MX
173,Benny Díaz,MEX,GK,Tijuana,23,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/22232b62/Benny-Diaz,22232b62,Liga MX
174,Nicolás Díaz Huincales,CHI,DF,Tijuana,23,1999,30,2647,88,86.5,29.4,1.02,88,0.85,0.00,,0.00,0.97,1.02,1.53,-0.51,-0.51,+1.02,1.20,1.16,0.04,+0.04,+0.44,https://fbref.com/en/players/308990ee/Nicolas-Diaz-Huincales,308990ee,Liga MX
175,Jair Díaz,MEX,DF,Tijuana,23,1998,21,1410,67,46.1,15.7,0.96,82,0.70,0.38,29,0.19,1.05,0.96,1.85,-0.89,-0.89,-0.46,1.12,1.24,-0.11,-0.11,-0.17,https://fbref.com/en/players/a1a5a22b/Jair-Diaz,a1a5a22b,Liga MX
176,Ricardo Díaz,MEX,GK,Tijuana,26,1995,0,,,,,0,,0,0,,17,,,,,,,,,,,,https://fbref.com/en/players/d31dc36d/Ricardo-Diaz,d31dc36d,Liga MX
177,Ronaldo Dimas,MEX,GK,Toluca,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/70d8c33e/Ronaldo-Dimas,70d8c33e,Liga MX
178,Diogo,BRA,"FW,MF",UNAM,25,1996,32,1700,53,55.6,18.9,0.79,85,0.48,0.90,25,0.00,0.81,1.48,2.06,-0.58,-0.58,-0.12,1.56,1.44,0.12,+0.12,+0.34,https://fbref.com/en/players/4e365f70/Diogo,4e365f70,Liga MX
179,Cecilio Domínguez,PAR,"MF,FW",Santos,27,1994,14,273,20,8.9,3.0,0.33,56,0.00,4.33,17,2.00,1.50,2.33,2.67,-0.33,-0.33,-0.46,1.77,2.23,-0.47,-0.45,-0.62,https://fbref.com/en/players/3162d667/Cecilio-Dominguez,3162d667,Liga MX
180,Idekel Domínguez,MEX,MF,Atlas,22,2000,1,65,65,2.1,0.7,1.43,65,0.00,0.00,,24.3,0.00,1.43,2.86,-1.43,-1.38,-1.23,0.86,0.71,0.14,+0.12,+0.12,https://fbref.com/en/players/772b54a0/Idekel-Dominguez,772b54a0,Liga MX
181,Juan Domínguez,MEX,"FW,MF",Necaxa,23,1998,15,389,26,12.7,4.3,0.70,49,0.00,2.79,20,0.47,0.80,0.70,1.86,-1.16,-1.16,-0.82,0.98,1.40,-0.42,-0.41,+0.09,https://fbref.com/en/players/ef645a7b/Juan-Dominguez,ef645a7b,Liga MX
182,Julio Domínguez,MEX,DF,Cruz Azul,34,1987,29,2465,85,80.6,27.4,1.02,88,0.88,0.04,12,0.04,1.45,1.46,1.68,-0.22,-0.22,+0.23,1.18,1.28,-0.09,-0.10,-0.14,https://fbref.com/en/players/99b865b7/Julio-Dominguez,99b865b7,Liga MX
183,Misael Domínguez,MEX,"MF,FW",Tijuana,22,1999,10,202,20,6.6,2.2,0.91,61,0.00,3.64,10,10.0,0.70,1.36,2.27,-0.91,-0.89,-0.26,1.09,1.36,-0.27,-0.27,-0.26,https://fbref.com/en/players/691bf9fe/Misael-Dominguez,691bf9fe,Liga MX
