Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-29,17:00,Primera Div,Matchweek 1,Sun,Away,D,2,2,Platense,1.9,1.1,57,,Lucas Hoyos,4-3-3,Nicolás Ramírez,Match Report,
2023-02-03,20:00,Primera Div,Matchweek 2,Fri,Home,W,1,0,Vélez Sarsfield,0.5,0.2,53,,Lucas Hoyos,4-4-2,Fernando Espinoza,Match Report,
2023-02-11,17:00,Primera Div,Matchweek 3,Sat,Away,L,0,1,Defensa y Just,0.7,0.8,59,,Lucas Hoyos,4-2-3-1,Hernán Mastrángelo,Match Report,
2023-02-18,21:00,Primera Div,Matchweek 4,Sat,Home,W,2,0,Banfield,0.6,1.0,54,,Lucas Hoyos,4-1-4-1,Leandro Rey Hilfer,Match Report,
2023-02-26,21:30,Primera Div,Matchweek 5,Sun,Away,L,1,3,Instituto Atlético Central Córdoba,0.9,2.3,70,,Lucas Hoyos,4-3-3,Silvio Trucco,Match Report,
2023-03-04,21:30,Primera Div,Matchweek 6,Sat,Home,W,1,0,Barracas Central,1.5,0.5,52,,Lucas Hoyos,4-3-3,Luis Lobo Medina,Match Report,
2023-03-13,21:00,Primera Div,Matchweek 7,Mon,Away,D,1,1,Colón,0.7,1.6,62,,Lucas Hoyos,4-3-3,Jorge Baliño,Match Report,
2023-03-20,18:30,Primera Div,Matchweek 8,Mon,Home,W,1,0,San Lorenzo,1.4,0.2,59,,Lucas Hoyos,4-3-3,Andrés Merlos,Match Report,
2023-03-31,19:00,Primera Div,Matchweek 9,Fri,Away,L,0,3,Estudiantes,0.2,3.0,53,,Lucas Hoyos,4-3-3,Nicolás Ramírez,Match Report,
2023-04-04,18:00,Sudamericana,Group stage,Tue,Away,W,1,0,cl Audax Italiano,,,63,,Lucas Hoyos,4-3-3,Gustavo Tejera,Match Report,
2023-04-09,16:30,Primera Div,Matchweek 10,Sun,Home,D,0,0,Rosario Cent,0.4,0.8,66,,Lucas Hoyos,4-3-3,Pablo Echavarría,Match Report,
2023-04-12,19:30,Primera Div,Matchweek 11,Wed,Away,W,1,0,Racing Club,0.8,0.7,40,,Lucas Hoyos,3-4-3,Fernando Espinoza,Match Report,
2023-04-16,19:00,Primera Div,Matchweek 12,Sun,Home,L,0,1,River Plate,0.6,1.1,48,,Lucas Hoyos,4-3-3,Hernán Mastrángelo,Match Report,
