Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Player Link_,Player ID_,Competition
11,Eduardo Aguirre,MEX,FW,Santos,23,1998,12.7,28.7,0.87,2.68,12.2,14.0,3.78,28.7,2.68,1.42,52.9,1.10,41.2,15.7,76.2,31.7,1.18,0.94,0.79,2.99,1.50,20.2,5.04,https://fbref.com/en/players/61088de3/Eduardo-Aguirre,61088de3,Liga MX
12,Érick Aguirre,MEX,DF,Monterrey,25,1997,15.6,54.7,2.31,16.6,25.4,13.2,0.96,54.7,1.03,0.58,56.3,0.45,43.8,23.3,120.9,65.0,1.47,1.22,0.32,1.03,0.32,26.2,3.59,https://fbref.com/en/players/06dddd9e/Erick-Aguirre,06dddd9e,Liga MX
13,Gaddi Aguirre,MEX,DF,Atlas,26,1996,15.8,60.5,5.82,27.2,30.6,3.10,1.01,60.5,0.38,0.25,66.7,0.13,33.3,26.1,99.4,46.3,0.00,0.32,0.00,0.51,0.06,34.4,0.13,https://fbref.com/en/players/a566d3a2/Gaddi-Aguirre,a566d3a2,Liga MX
14,Rodrigo Aguirre,URU,"FW,MF",Monterrey,27,1994,22.3,30.4,0.76,2.20,12.2,16.5,4.35,30.3,2.87,1.17,40.6,1.39,48.4,19.1,120.0,43.9,1.39,1.61,0.67,2.91,1.97,22.8,5.74,https://fbref.com/en/players/b5691f5d/Rodrigo-Aguirre,b5691f5d,Liga MX
15,Manuel Agustín Duarte,ARG,MF,Querétaro,20,2001,4.6,56.1,0.43,9.78,27.6,19.8,0.87,56.1,4.78,1.74,36.4,2.39,50.0,30.7,196.1,106.1,1.52,3.26,0.00,1.09,0.87,35.7,3.04,https://fbref.com/en/players/be50f4be/Manuel-Agustin-Duarte,be50f4be,Liga MX
16,Arnaud Ake,CIV,FW,Mazatlán,24,1998,8.6,29.2,0.47,1.40,13.1,15.1,3.14,29.2,1.86,0.70,37.5,0.81,43.8,19.1,102.7,36.5,1.63,0.93,0.70,4.77,0.70,22.1,5.70,https://fbref.com/en/players/3402bb17/Arnaud-Ake,3402bb17,Liga MX
17,Edgar Alaffita,MEX,MF,UNAM,25,1996,1.4,47.9,1.43,7.86,25.0,15.7,0.71,47.9,0.71,0.71,100.0,0.00,0.0,27.1,112.1,77.9,1.43,0.00,0.00,0.71,0.00,32.9,5.71,https://fbref.com/en/players/e09561fc/Edgar-Alaffita,e09561fc,Liga MX
18,Oswaldo Alanís,MEX,DF,Mazatlán,33,1989,19.1,60.2,7.80,32.7,26.4,1.52,0.73,60.2,0.37,0.31,85.7,0.05,14.3,31.4,167.2,106.5,0.31,0.26,0.00,0.42,0.31,36.1,0.10,https://fbref.com/en/players/e97787d9/Oswaldo-Alanis,e97787d9,Liga MX
19,Jesús Alberto Angulo,MEX,DF,UANL,24,1998,29.2,70.0,2.53,18.6,40.1,11.8,0.68,70.0,1.58,0.72,45.7,0.65,41.3,32.0,173.1,97.7,1.85,1.10,0.03,0.89,0.48,39.9,2.33,https://fbref.com/en/players/2a8638ec/Jesus-Alberto-Angulo,2a8638ec,Liga MX
20,Gil Alcalá,MEX,GK,Querétaro,30,1992,17.0,34.5,30.0,34.4,0.12,0.06,0.00,34.5,0.06,0.06,100.0,0.00,0.0,15.3,92.4,61.6,0.00,0.06,0.06,0.00,0.00,11.6,0.00,https://fbref.com/en/players/a1bb9076/Gil-Alcala,a1bb9076,Liga MX
21,Gil Alcalá,MEX,GK,UNAM,30,1992,2.0,29.5,26.5,29.5,0.00,0.00,0.00,29.5,0.00,0.00,,0.00,,8.00,61.5,54.5,0.00,0.00,0.00,0.00,0.00,5.50,0.00,https://fbref.com/en/players/a1bb9076/Gil-Alcala,a1bb9076,Liga MX
22,Adrián Aldrete,MEX,DF,UNAM,34,1988,16.0,52.6,3.06,18.4,27.3,7.06,0.06,52.6,0.13,0.00,0.0,0.06,50.0,22.8,88.4,46.1,0.50,0.31,0.00,0.69,0.44,26.4,1.81,https://fbref.com/en/players/cd5453d5/Adrian-Aldrete,cd5453d5,Liga MX
23,Daniel Alexis Parra,MEX,"DF,MF",Necaxa,23,1999,1.6,62.5,4.38,20.0,29.4,13.1,1.25,62.5,1.25,0.63,50.0,0.63,50.0,23.1,110.0,48.8,1.25,1.25,0.00,2.50,1.88,26.3,1.88,https://fbref.com/en/players/b4daf602/Daniel-Alexis-Parra,b4daf602,Liga MX
24,Luis Alfonso Rodríguez,MEX,"DF,MF",FC Juárez,31,1991,15.0,66.8,2.87,18.7,35.7,13.3,0.33,66.8,1.47,0.87,59.1,0.47,31.8,35.1,187.3,89.5,2.00,1.53,0.20,1.07,1.00,39.0,2.60,https://fbref.com/en/players/125d6bed/Luis-Alfonso-Rodriguez,125d6bed,Liga MX
25,Luis Alfonso Rodríguez,MEX,DF,UANL,31,1991,1.4,67.1,0.71,8.57,38.6,20.7,1.43,67.1,1.43,1.43,100.0,0.00,0.0,33.6,169.3,72.9,0.71,1.43,0.00,0.00,0.00,49.3,7.14,https://fbref.com/en/players/125d6bed/Luis-Alfonso-Rodriguez,125d6bed,Liga MX
26,David Alfredo Andrade,MEX,"MF,DF",Atlético,29,1993,3.1,71.9,3.87,14.2,24.8,34.2,0.97,71.9,3.55,1.29,36.4,2.26,63.6,38.4,250.0,135.5,4.52,1.61,0.65,0.97,0.97,43.2,8.71,https://fbref.com/en/players/ebec4405/David-Alfredo-Andrade,ebec4405,Liga MX
27,Facundo Almada,ARG,DF,Mazatlán,24,1998,12.4,61.9,6.21,26.6,32.9,2.82,0.97,61.9,1.05,0.65,61.5,0.40,38.5,25.7,120.5,68.5,0.65,0.32,0.00,0.24,0.16,34.0,0.40,https://fbref.com/en/players/cd60f3ce/Facundo-Almada,cd60f3ce,Liga MX
28,Carlos Alonso Vargas,MEX,DF,Cruz Azul,23,1999,0.2,35.0,0.00,20.0,15.0,0.00,0.00,35.0,5.00,0.00,0.0,5.00,100.0,15.0,15.0,0.00,0.00,0.00,0.00,0.00,0.00,15.0,10.0,https://fbref.com/en/players/20974b8a/Carlos-Alonso-Vargas,20974b8a,Liga MX
29,Carlos Alonso Vargas,MEX,DF,Mazatlán,23,1999,10.3,49.4,3.59,18.7,21.5,9.51,0.39,49.4,1.46,0.58,40.0,0.78,53.3,21.4,102.0,51.4,1.65,0.29,0.10,0.87,0.39,24.5,1.75,https://fbref.com/en/players/20974b8a/Carlos-Alonso-Vargas,20974b8a,Liga MX
30,Jozy Altidore,USA,"FW,MF",Puebla,32,1989,1.0,26.0,1.00,1.00,10.0,15.0,8.00,26.0,0.00,0.00,,0.00,,18.0,54.0,16.0,0.00,0.00,0.00,4.00,3.00,25.0,9.00,https://fbref.com/en/players/8db8ad1e/Jozy-Altidore,8db8ad1e,Liga MX
31,Alfonso Alvarado,MEX,"FW,MF",León,22,2000,7.9,36.7,0.89,6.46,14.8,15.8,3.80,36.7,1.65,0.63,38.5,0.76,46.2,17.3,96.6,38.1,1.39,1.65,0.76,1.27,1.27,22.8,4.43,https://fbref.com/en/players/f2f8ca42/Alfonso-Alvarado,f2f8ca42,Liga MX
32,Roberto Alvarado,MEX,"MF,FW",Guadalajara,23,1998,26.8,56.2,0.97,6.68,28.3,22.3,2.76,56.2,3.84,1.94,50.5,1.46,37.9,33.3,209.8,96.9,3.02,2.28,0.60,2.54,1.57,38.2,5.26,https://fbref.com/en/players/ff871e14/Roberto-Alvarado,ff871e14,Liga MX
33,Ventura Alvarado,USA,DF,FC Juárez,29,1992,5.2,53.8,5.38,31.0,21.5,1.73,0.58,53.8,0.00,0.00,,0.00,,24.2,117.9,56.5,0.00,0.00,0.00,0.96,0.00,31.7,0.00,https://fbref.com/en/players/4c219392/Ventura-Alvarado,4c219392,Liga MX
34,Alek Álvarez,MEX,"DF,MF",UNAM,19,2003,5.3,58.7,1.89,17.0,28.9,13.8,0.38,58.7,2.45,0.75,30.8,1.13,46.2,28.3,194.5,103.6,2.83,1.13,0.38,3.58,0.19,27.4,2.45,https://fbref.com/en/players/5ab26e83/Alek-Alvarez,5ab26e83,Liga MX
35,Kevin Álvarez,MEX,DF,Pachuca,23,1999,31.4,67.1,2.17,17.0,32.0,18.9,1.88,67.1,2.77,1.18,42.5,1.27,46.0,35.1,206.2,113.9,3.06,2.01,0.67,1.75,0.89,38.3,5.64,https://fbref.com/en/players/636b0833/Kevin-Alvarez,636b0833,Liga MX
36,Daniel Álvarez López,MEX,"FW,MF",Toluca,28,1994,3.1,49.0,0.97,7.10,22.6,20.6,4.19,49.0,4.84,2.58,53.3,1.94,40.0,31.3,169.4,97.4,3.55,0.97,1.29,2.58,0.97,35.5,9.03,https://fbref.com/en/players/649f8ee1/Daniel-Alvarez-Lopez,649f8ee1,Liga MX
37,Daniel Álvarez López,MEX,"MF,DF",Puebla,28,1994,3.7,46.5,0.54,5.95,25.4,15.7,1.35,46.5,3.78,1.08,28.6,2.43,64.3,23.5,133.5,76.8,2.16,1.89,0.00,2.70,0.27,35.4,4.86,https://fbref.com/en/players/649f8ee1/Daniel-Alvarez-Lopez,649f8ee1,Liga MX
38,Dani Alves,BRA,"MF,DF",UNAM,39,1983,12.5,66.0,0.64,7.68,42.8,15.9,0.64,66.0,1.68,0.72,42.9,0.80,47.6,34.4,160.2,96.2,1.28,1.20,0.16,1.04,0.56,45.8,2.32,https://fbref.com/en/players/c9e99e49/Dani-Alves,c9e99e49,Liga MX
39,Fidel Ambríz,MEX,"MF,DF",León,19,2003,23.6,55.3,3.14,18.9,30.8,6.06,1.10,55.3,1.02,0.42,41.7,0.51,50.0,32.0,156.9,72.6,0.76,0.68,0.04,1.10,0.59,37.6,0.85,https://fbref.com/en/players/14968cd5/Fidel-Ambriz,14968cd5,Liga MX
40,Esteban Andrada,ARG,GK,Monterrey,31,1991,25.0,39.6,31.6,39.5,0.12,0.00,0.00,39.6,0.00,0.00,,0.00,,24.4,129.1,85.4,0.00,0.00,0.00,0.12,0.00,19.4,0.00,https://fbref.com/en/players/775d365e/Esteban-Andrada,775d365e,Liga MX
41,Alejandro Andrade,MEX,MF,Necaxa,20,2001,0.7,57.1,4.29,15.7,38.6,4.29,0.00,57.1,1.43,1.43,100.0,0.00,0.0,35.7,294.3,142.9,0.00,0.00,0.00,2.86,1.43,34.3,0.00,https://fbref.com/en/players/06b00cad/Alejandro-Andrade,06b00cad,Liga MX
42,Luis Ángel Malagón,MEX,GK,América,25,1997,7.0,34.6,31.4,34.6,0.00,0.00,0.00,34.6,0.00,0.00,,0.00,,15.3,67.7,39.0,0.00,0.00,0.00,0.00,0.00,13.1,0.00,https://fbref.com/en/players/48bd91d4/Luis-Angel-Malagon,48bd91d4,Liga MX
43,Luis Ángel Malagón,MEX,GK,Necaxa,25,1997,17.0,42.5,37.0,42.5,0.06,0.00,0.00,42.5,0.00,0.00,,0.00,,22.9,113.9,55.8,0.00,0.00,0.00,0.00,0.00,18.6,0.00,https://fbref.com/en/players/48bd91d4/Luis-Angel-Malagon,48bd91d4,Liga MX
44,Miguel Ángel Ponce,MEX,"DF,FW",Guadalajara,33,1989,1.4,55.0,4.29,18.6,31.4,6.43,0.71,55.0,0.71,0.71,100.0,0.00,0.0,23.6,152.9,69.3,1.43,0.71,0.00,1.43,0.00,30.7,1.43,https://fbref.com/en/players/5c16e950/Miguel-Angel-Ponce,5c16e950,Liga MX
45,Brayan Angulo,COL,DF,Toluca,32,1989,23.0,83.1,2.83,24.0,44.9,15.0,1.13,83.1,2.22,1.48,66.7,0.61,27.5,46.8,231.1,121.8,2.09,1.57,0.35,1.09,0.39,55.5,3.87,https://fbref.com/en/players/af31b77b/Brayan-Angulo,af31b77b,Liga MX
46,Jesús Angulo,MEX,"DF,MF",Guadalajara,25,1997,0.3,80.0,0.00,6.67,26.7,46.7,3.33,80.0,3.33,0.00,0.0,3.33,100.0,60.0,293.3,190.0,3.33,6.67,0.00,13.3,3.33,76.7,3.33,https://fbref.com/en/players/c219b86b/Jesus-Angulo,c219b86b,Liga MX
47,Jesús Angulo,MEX,MF,León,25,1997,1.7,74.7,0.00,9.41,42.9,22.9,2.35,74.7,1.76,1.18,66.7,0.59,33.3,57.6,378.8,211.2,2.94,4.12,0.59,3.53,1.18,60.6,5.88,https://fbref.com/en/players/c219b86b/Jesus-Angulo,c219b86b,Liga MX
48,Francisco Antonio Figueroa,MEX,"FW,MF",Pachuca,23,1999,5.6,53.8,1.07,3.04,18.6,32.7,5.18,53.8,7.68,3.93,51.2,2.86,37.2,42.0,368.8,188.6,7.86,4.29,3.57,2.50,2.68,41.6,13.6,https://fbref.com/en/players/274d5b09/Francisco-Antonio-Figueroa,274d5b09,Liga MX
49,Francisco Antonio Figueroa,MEX,"MF,FW",Querétaro,23,1999,0.5,74.0,0.00,6.00,42.0,26.0,0.00,74.0,4.00,2.00,50.0,2.00,50.0,52.0,416.0,168.0,2.00,6.00,0.00,4.00,2.00,54.0,16.0,https://fbref.com/en/players/274d5b09/Francisco-Antonio-Figueroa,274d5b09,Liga MX
50,Jorge Antonio Padilla,MEX,DF,Mazatlán,28,1993,12.9,64.1,4.19,15.3,33.6,15.5,0.47,64.1,0.70,0.31,44.4,0.23,33.3,26.5,119.1,56.0,1.32,0.70,0.23,1.24,0.70,34.3,3.95,https://fbref.com/en/players/4fec10af/Jorge-Antonio-Padilla,4fec10af,Liga MX
51,José Antonio Rodríguez,MEX,GK,Tijuana,30,1992,17.0,30.1,25.1,30.0,0.06,0.00,0.00,30.1,0.00,0.00,,0.00,,12.2,66.1,49.8,0.00,0.00,0.00,0.00,0.00,10.4,0.00,https://fbref.com/en/players/a78c131a/Jose-Antonio-Rodriguez,a78c131a,Liga MX
52,José Antonio Rodríguez,MEX,GK,Querétaro,30,1992,8.0,31.8,26.0,31.8,0.00,0.00,0.00,31.8,0.00,0.00,,0.00,,13.6,77.0,53.4,0.00,0.00,0.00,0.00,0.00,12.3,0.00,https://fbref.com/en/players/a78c131a/Jose-Antonio-Rodriguez,a78c131a,Liga MX
53,Uriel Antuna,MEX,"FW,MF",Cruz Azul,24,1997,28.9,38.1,0.48,4.50,15.6,18.7,3.29,38.1,2.18,0.93,42.9,1.11,50.8,25.3,156.3,76.5,2.63,1.66,1.04,2.46,0.73,28.7,8.48,https://fbref.com/en/players/a35f5848/Uriel-Antuna,a35f5848,Liga MX
54,Javier Aquino,MEX,"DF,FW",UANL,32,1990,21.4,68.8,2.10,13.6,36.1,19.9,1.26,68.8,2.66,1.26,47.4,0.98,36.8,37.4,227.6,129.2,3.18,2.38,0.14,1.07,0.56,43.8,6.59,https://fbref.com/en/players/215104cc/Javier-Aquino,215104cc,Liga MX
55,Pedro Aquino,PER,MF,América,27,1995,9.3,87.2,3.55,22.6,56.8,8.71,0.97,87.2,0.75,0.22,28.6,0.54,71.4,46.6,226.6,113.2,1.08,1.29,0.11,1.51,0.54,58.4,0.86,https://fbref.com/en/players/c4bfc6c5/Pedro-Aquino,c4bfc6c5,Liga MX
56,Cristian Arango,COL,"FW,MF",Pachuca,27,1995,5.3,35.8,0.75,1.89,14.7,19.6,6.04,35.5,3.96,2.26,57.1,1.32,33.3,22.8,134.2,74.7,3.77,1.70,1.13,3.40,0.75,25.8,7.36,https://fbref.com/en/players/fea9401e/Cristian-Arango,fea9401e,Liga MX
57,Ángelo Araos,CHI,MF,Necaxa,25,1997,10.4,43.5,0.77,8.08,22.4,13.8,1.54,43.5,2.02,1.15,57.1,0.87,42.9,23.9,129.0,58.8,1.63,1.44,0.19,3.27,1.54,27.2,4.42,https://fbref.com/en/players/c8e4f105/Angelo-Araos,c8e4f105,Liga MX
58,Maximiliano Araújo,URU,"MF,DF",Toluca,22,2000,16.2,58.8,1.05,9.88,24.1,26.1,6.91,58.8,6.54,3.02,46.2,2.53,38.7,35.4,255.3,142.5,4.57,3.46,1.73,2.65,1.67,40.7,9.44,https://fbref.com/en/players/f9ab3f4a/Maximiliano-Araujo,f9ab3f4a,Liga MX
59,Maximiliano Araújo,URU,"MF,DF",Puebla,22,2000,14.6,44.7,1.64,8.08,17.4,20.1,4.45,44.7,5.14,1.58,30.7,3.08,60.0,27.1,188.6,95.5,3.36,1.99,1.23,3.49,1.30,29.0,7.40,https://fbref.com/en/players/f9ab3f4a/Maximiliano-Araujo,f9ab3f4a,Liga MX
60,Néstor Araujo,MEX,DF,América,30,1991,20.1,54.5,6.57,28.4,23.9,2.69,0.80,54.5,0.25,0.15,60.0,0.00,0.0,28.6,195.7,126.2,1.39,0.90,0.00,0.35,0.15,32.5,0.05,https://fbref.com/en/players/27a013f7/Nestor-Araujo,27a013f7,Liga MX
61,Fernando Arce Jr.,USA,MF,FC Juárez,25,1996,4.9,31.4,1.02,7.35,18.2,6.33,2.24,31.4,1.02,0.20,20.0,0.61,60.0,15.3,64.5,26.7,0.20,0.20,0.20,2.04,1.22,19.8,2.24,https://fbref.com/en/players/ea7d42fb/Fernando-Arce-Jr,ea7d42fb,Liga MX
62,Fernando Arce Jr.,USA,MF,Puebla,25,1996,1.3,53.8,1.54,15.4,30.0,8.46,2.31,53.8,0.77,0.00,0.0,0.77,100.0,21.5,118.5,57.7,1.54,0.00,0.00,2.31,1.54,30.0,3.08,https://fbref.com/en/players/ea7d42fb/Fernando-Arce-Jr,ea7d42fb,Liga MX
63,Fernando Aristeguieta,VEN,FW,Puebla,30,1992,2.8,42.5,1.79,4.29,16.1,22.1,5.00,42.5,1.79,0.71,40.0,1.07,60.0,22.9,62.1,19.6,1.07,0.71,0.71,3.93,2.50,34.6,3.21,https://fbref.com/en/players/0c403511/Fernando-Aristeguieta,0c403511,Liga MX
64,Rodrigo Armando González,MEX,DF,Atlético,27,1995,12.1,43.1,7.19,25.0,17.7,0.66,0.25,43.1,0.25,0.08,33.3,0.17,66.7,19.8,93.5,47.2,0.25,0.00,0.00,0.25,0.00,22.1,0.00,https://fbref.com/en/players/059a4e65/Rodrigo-Armando-Gonzalez,059a4e65,Liga MX
65,Daniel Armando Ríos,MEX,FW,Guadalajara,27,1995,5.8,27.9,1.21,1.90,10.2,15.9,4.14,27.9,1.38,0.52,37.5,0.86,62.5,18.1,65.9,20.0,0.86,0.52,0.86,2.93,2.24,21.2,5.34,https://fbref.com/en/players/078b2c07/Daniel-Armando-Rios,078b2c07,Liga MX
66,Eduardo Armenta,MEX,MF,Tijuana,20,2001,5.3,54.3,1.89,9.81,33.0,11.7,0.38,54.3,2.26,0.94,41.7,1.13,50.0,30.9,134.9,55.1,0.57,1.70,0.19,3.96,1.32,32.6,2.83,https://fbref.com/en/players/ac638620/Eduardo-Armenta,ac638620,Liga MX
67,Alejandro Arribas,ESP,DF,FC Juárez,33,1989,23.0,53.0,6.09,29.2,22.3,1.57,1.26,53.0,0.13,0.09,66.7,0.04,33.3,24.7,109.7,52.5,0.35,0.09,0.00,0.26,0.09,30.4,0.13,https://fbref.com/en/players/cc29324e/Alejandro-Arribas,cc29324e,Liga MX
68,José Ávila,MEX,"MF,DF",Santos,24,1998,0.8,68.8,0.00,7.50,36.3,25.0,0.00,68.8,2.50,0.00,0.0,2.50,100.0,46.3,190.0,73.8,1.25,5.00,0.00,1.25,3.75,52.5,8.75,https://fbref.com/en/players/f425bb4c/Jose-Avila,f425bb4c,Liga MX
69,David Ayala,MEX,MF,UANL,22,2000,0.2,35.0,0.00,10.0,5.00,20.0,5.00,35.0,0.00,0.00,,0.00,,5.00,25.0,15.0,0.00,0.00,0.00,0.00,0.00,15.0,0.00,https://fbref.com/en/players/295b7567/David-Ayala,295b7567,Liga MX
70,Hugo Ayala,MEX,"DF,FW",UANL,35,1987,1.8,52.2,6.67,25.6,27.2,0.00,0.00,52.2,0.00,0.00,,0.00,,24.4,163.9,98.3,0.00,0.00,0.00,0.56,0.00,35.0,0.00,https://fbref.com/en/players/cf9989c2/Hugo-Ayala,cf9989c2,Liga MX
71,Ettson Ayon,MEX,"FW,MF",Querétaro,21,2001,7.9,24.9,0.51,1.39,11.3,12.5,3.67,24.9,1.77,0.25,14.3,1.39,78.6,17.2,73.7,21.8,1.01,0.38,0.25,4.56,2.03,19.2,5.44,https://fbref.com/en/players/5329413c/Ettson-Ayon,5329413c,Liga MX
72,Rafael Baca,MEX,MF,Cruz Azul,32,1989,11.3,45.8,1.50,11.2,29.3,5.66,0.35,45.8,0.35,0.09,25.0,0.18,50.0,23.9,103.5,43.3,0.27,0.35,0.09,0.97,0.27,29.2,0.80,https://fbref.com/en/players/fb40b861/Rafael-Baca,fb40b861,Liga MX
73,Claudio Baeza,CHI,MF,Toluca,28,1993,24.7,75.1,1.86,20.0,51.1,4.45,0.08,75.1,1.34,0.93,69.7,0.24,18.2,41.6,166.7,70.4,0.57,0.45,0.00,0.57,0.45,55.6,0.61,https://fbref.com/en/players/9ba1c30c/Claudio-Baeza,9ba1c30c,Liga MX
74,Kevin Balanta,COL,DF,Querétaro,25,1997,22.3,53.2,8.21,31.6,21.0,1.12,0.22,53.2,0.72,0.45,62.5,0.22,31.3,27.0,153.9,84.4,0.49,0.36,0.04,0.72,0.49,28.1,0.09,https://fbref.com/en/players/a5737fd0/Kevin-Balanta,a5737fd0,Liga MX
75,Carlos Baltazar,MEX,MF,Puebla,25,1997,0.1,120.0,0.00,0.00,60.0,60.0,10.0,120.0,40.0,20.0,50.0,10.0,25.0,80.0,760.0,270.0,20.0,10.0,0.00,0.00,0.00,90.0,20.0,https://fbref.com/en/players/e8707fbb/Carlos-Baltazar,e8707fbb,Liga MX
76,Miguel Barbieri,ARG,DF,Querétaro,28,1993,12.3,56.7,6.59,32.3,23.6,1.46,1.06,56.7,0.24,0.16,66.7,0.08,33.3,24.5,124.5,66.5,0.16,0.08,0.00,0.16,0.00,28.9,0.24,https://fbref.com/en/players/0e8cbfc4/Miguel-Barbieri,0e8cbfc4,Liga MX
77,David Barbona,ARG,"MF,FW",Querétaro,27,1995,6.3,42.4,0.32,3.81,24.3,15.2,2.22,42.4,2.06,1.11,53.8,0.79,38.5,27.6,209.2,104.9,3.33,3.02,0.63,1.90,1.11,32.4,5.40,https://fbref.com/en/players/62eef061/David-Barbona,62eef061,Liga MX
78,Diego Barbosa,MEX,DF,Atlas,25,1996,12.4,52.2,3.23,12.0,23.1,17.3,1.85,52.2,1.77,1.21,68.2,0.40,22.7,24.1,143.5,73.1,3.06,1.45,0.81,1.29,1.05,28.2,7.18,https://fbref.com/en/players/eda8e858/Diego-Barbosa,eda8e858,Liga MX
79,Marcelo Barovero,ARG,GK,Atlético,38,1984,32.6,30.2,28.1,30.2,0.00,0.00,0.00,30.2,0.00,0.00,,0.00,,11.5,68.0,46.9,0.00,0.00,0.00,0.03,0.00,6.13,0.00,https://fbref.com/en/players/868c0f75/Marcelo-Barovero,868c0f75,Liga MX
80,Martín Barra,MEX,"MF,FW",FC Juárez,20,2002,0.6,73.3,1.67,10.0,45.0,18.3,1.67,73.3,5.00,5.00,100.0,0.00,0.0,46.7,368.3,168.3,1.67,0.00,1.67,3.33,3.33,56.7,5.00,https://fbref.com/en/players/25c9d693/Martin-Barra,25c9d693,Liga MX
81,Martín Barragán,MEX,FW,Puebla,31,1991,25.9,31.4,1.20,2.32,15.8,13.7,3.51,31.3,1.35,0.77,57.1,0.42,31.4,17.6,83.6,28.3,0.85,0.46,0.31,3.05,1.08,23.1,4.48,https://fbref.com/en/players/8ae9001b/Martin-Barragan,8ae9001b,Liga MX
82,Jaine Barreiro,COL,DF,León,28,1994,27.5,58.5,5.71,26.9,28.3,4.33,1.45,58.5,0.65,0.33,50.0,0.25,38.9,34.3,203.1,125.1,1.31,1.13,0.07,0.44,0.44,37.4,0.62,https://fbref.com/en/players/743d5a0e/Jaine-Barreiro,743d5a0e,Liga MX
