Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition
11,Luis Cárdenas,MEX,GK,Monterrey,28,1993,9,9,765,8.5,1.18,1.18,3.88,2.71,75.8,0.71,0.12,0.24,0.35,33.3,0.24,0.24,0.00,0.00,0.0,https://fbref.com/en/players/a1dea252/Luis-Cardenas,a1dea252,Liga MX
12,José Corona,MEX,GK,Cruz Azul,41,1981,23,23,2069,23.0,1.30,1.30,4.74,3.48,75.2,0.48,0.17,0.35,0.30,30.4,0.13,0.13,0.00,0.00,0.0,https://fbref.com/en/players/e39a7e9c/Jose-Corona,e39a7e9c,Liga MX
13,Rodolfo Cota,MEX,GK,León,35,1987,34,34,3060,34.0,1.24,1.24,3.94,2.71,71.6,0.41,0.29,0.29,0.35,35.3,0.21,0.12,0.09,0.00,42.9,https://fbref.com/en/players/a4a5868e/Rodolfo-Cota,a4a5868e,Liga MX
14,Arturo Delgado,MEX,GK,UANL,20,2002,1,0,45,0.5,2.00,2.00,4.00,2.00,50.0,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/70e6a77e/Arturo-Delgado,70e6a77e,Liga MX
15,Hugo González Durán,MEX,GK,Necaxa,31,1990,16,16,1440,16.0,1.31,1.31,4.56,3.31,74.0,0.19,0.31,0.50,0.19,18.8,0.19,0.13,0.00,0.06,0.0,https://fbref.com/en/players/24c6fb79/Hugo-Gonzalez-Duran,24c6fb79,Liga MX
16,Gustavo Gutiérrez,MEX,GK,Toluca,25,1996,2,2,180,2.0,1.00,1.00,4.00,3.00,75.0,0.00,0.50,0.50,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/aaba5eaf/Gustavo-Gutierrez,aaba5eaf,Liga MX
17,Ricardo Gutiérrez,MEX,GK,Mazatlán,25,1997,13,12,1125,12.5,2.16,2.16,7.28,5.20,74.7,0.08,0.16,0.72,0.00,0.0,0.32,0.32,0.00,0.00,0.0,https://fbref.com/en/players/aab63918/Ricardo-Gutierrez,aab63918,Liga MX
18,Nahuel Guzmán,ARG,GK,UANL,36,1986,33,33,2925,32.5,0.83,0.83,3.63,2.86,78.0,0.49,0.22,0.31,0.49,48.5,0.03,0.03,0.00,0.00,0.0,https://fbref.com/en/players/d8f11068/Nahuel-Guzman,d8f11068,Liga MX
19,Fernando Hernández,MEX,GK,Monterrey,24,1998,1,0,45,0.5,2.00,2.00,6.00,4.00,100.0,0.00,0.00,0.00,0.00,,2.00,2.00,0.00,0.00,0.0,https://fbref.com/en/players/46beb4b3/Fernando-Hernandez,46beb4b3,Liga MX
20,Oscar Jiménez,MEX,GK,América,33,1988,11,11,990,11.0,1.36,1.36,4.73,3.36,71.2,0.45,0.45,0.09,0.18,18.2,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/363ba1be/Oscar-Jimenez,363ba1be,Liga MX
21,Miguel Jiménez Ponce,MEX,GK,Guadalajara,32,1990,34,34,3060,34.0,1.03,1.03,4.29,3.26,78.1,0.44,0.32,0.24,0.35,35.3,0.12,0.09,0.00,0.03,0.0,https://fbref.com/en/players/9c06f135/Miguel-Jimenez-Ponce,9c06f135,Liga MX
22,Julio José González,MEX,GK,UNAM,31,1991,20,20,1800,20.0,1.75,1.75,3.95,2.30,63.3,0.20,0.40,0.40,0.15,15.0,0.30,0.30,0.00,0.00,0.0,https://fbref.com/en/players/0124a43a/Julio-Jose-Gonzalez,0124a43a,Liga MX
23,Sebastián Jurado,MEX,GK,Cruz Azul,24,1997,11,11,989,11.0,2.27,2.28,5.27,3.09,56.9,0.27,0.18,0.55,0.18,18.2,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/c882a4e6/Sebastian-Jurado,c882a4e6,Liga MX
24,Gibran Lajud,MEX,GK,Santos,28,1993,1,1,90,1.0,3.00,3.00,5.00,2.00,40.0,0.00,0.00,1.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/d8b7afc2/Gibran-Lajud,d8b7afc2,Liga MX
25,Carlos Moreno,MEX,GK,Pachuca,24,1998,4,3,315,3.5,1.43,1.43,3.14,1.71,63.6,0.29,0.00,0.57,0.29,33.3,0.29,0.29,0.00,0.00,0.0,https://fbref.com/en/players/b931ac44/Carlos-Moreno,b931ac44,Liga MX
26,David Ochoa,USA,GK,Atlético,21,2001,1,0,33,0.4,0.00,0.00,2.50,2.50,100.0,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/dba6b279/David-Ochoa,dba6b279,Liga MX
27,Guillermo Ochoa,MEX,GK,América,37,1985,16,16,1440,16.0,1.00,1.00,3.63,2.69,75.9,0.69,0.13,0.19,0.44,43.8,0.19,0.13,0.00,0.06,0.0,https://fbref.com/en/players/1e9bde92/Guillermo-Ochoa,1e9bde92,Liga MX
28,Jonathan Orozco,MEX,GK,Tijuana,36,1986,17,17,1530,17.0,1.76,1.76,4.59,2.82,64.1,0.24,0.29,0.47,0.18,17.6,0.12,0.12,0.00,0.00,0.0,https://fbref.com/en/players/8c6ca532/Jonathan-Orozco,8c6ca532,Liga MX
29,Miguel Ortega,MEX,GK,UANL,27,1995,1,1,90,1.0,3.00,3.00,4.00,1.00,50.0,0.00,0.00,1.00,0.00,0.0,1.00,1.00,0.00,0.00,0.0,https://fbref.com/en/players/aa41e29e/Miguel-Ortega,aa41e29e,Liga MX
30,Rafael Ramírez,MEX,GK,Necaxa,29,1992,1,1,90,1.0,3.00,3.00,4.00,1.00,75.0,0.00,0.00,1.00,0.00,0.0,2.00,2.00,0.00,0.00,0.0,https://fbref.com/en/players/841c78f2/Rafael-Ramirez,841c78f2,Liga MX
31,Jesús Rodríguez,MEX,GK,Puebla,29,1993,3,3,270,3.0,0.67,0.67,4.67,4.00,85.7,0.67,0.33,0.00,0.33,33.3,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/ce147009/Jesus-Rodriguez,ce147009,Liga MX
32,Andrés Sánchez,MEX,GK,Atlético,24,1997,1,1,90,1.0,3.00,3.00,5.00,2.00,40.0,0.00,0.00,1.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/2d43706b/Andres-Sanchez,2d43706b,Liga MX
33,José Santiago Hernández,MEX,GK,Atlas,25,1997,5,4,440,4.9,1.84,1.84,6.12,4.29,70.0,0.41,0.00,0.41,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/2a860a40/Jose-Santiago-Hernandez,2a860a40,Liga MX
34,Antony Silva,PAR,GK,Puebla,38,1984,31,31,2790,31.0,1.71,1.71,5.10,3.45,69.6,0.26,0.35,0.39,0.13,12.9,0.26,0.16,0.06,0.03,28.6,https://fbref.com/en/players/949bc248/Antony-Silva,949bc248,Liga MX
35,Sebastián Sosa,URU,GK,UNAM,35,1986,12,12,1080,12.0,2.00,2.00,5.42,3.50,66.2,0.25,0.17,0.58,0.08,8.3,0.17,0.17,0.00,0.00,0.0,https://fbref.com/en/players/34074967/Sebastian-Sosa,34074967,Liga MX
36,Alfredo Talavera,MEX,GK,FC Juárez,39,1982,34,34,3060,34.0,1.26,1.26,4.38,3.15,77.2,0.21,0.38,0.41,0.18,17.6,0.26,0.26,0.00,0.00,0.0,https://fbref.com/en/players/5c7fc905/Alfredo-Talavera,5c7fc905,Liga MX
37,Óscar Ustari,ARG,GK,Pachuca,36,1986,31,31,2745,30.5,1.11,1.11,4.16,3.02,75.6,0.59,0.20,0.23,0.33,32.3,0.16,0.10,0.03,0.03,25.0,https://fbref.com/en/players/40e417fa/Oscar-Ustari,40e417fa,Liga MX
38,Camilo Vargas,COL,GK,Atlas,33,1989,30,30,2615,29.1,1.37,1.38,4.57,3.13,71.4,0.17,0.45,0.41,0.21,20.0,0.17,0.07,0.07,0.03,50.0,https://fbref.com/en/players/004e3d0f/Camilo-Vargas,004e3d0f,Liga MX
39,Nicolás Vikonis,URU,GK,Mazatlán,38,1984,22,22,1935,21.5,1.77,1.77,5.44,3.67,69.2,0.19,0.33,0.51,0.14,13.6,0.14,0.09,0.05,0.00,33.3,https://fbref.com/en/players/88f918b9/Nicolas-Vikonis,88f918b9,Liga MX
40,Tiago Volpi,BRA,GK,Toluca,31,1990,32,32,2880,32.0,1.25,1.25,4.72,3.44,75.5,0.50,0.31,0.19,0.22,21.9,0.16,0.09,0.06,0.00,40.0,https://fbref.com/en/players/fba79ac8/Tiago-Volpi,fba79ac8,Liga MX
