Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-28,19:15,Primera Div,Matchweek 1,Sat,Home,L,1,2,Tigre,1.0,1.1,61,,Mariano Andújar,4-1-3-2,Fernando Espinoza,Match Report,
2023-02-04,17:00,Primera Div,Matchweek 2,Sat,Away,D,1,1,Arsenal,1.4,0.7,59,,Mariano Andújar,4-1-3-2,Leandro Rey Hilfer,Match Report,
2023-02-13,20:00,Primera Div,Matchweek 3,Mon,Home,L,0,2,Lanús,1.1,0.3,66,,Mariano Andújar,4-4-2,Nicolás Ramírez,Match Report,
2023-02-18,19:15,Primera Div,Matchweek 4,Sat,Away,W,1,0,Godoy Cruz,0.4,0.3,53,,Mariano Andújar,4-2-3-1,Fernando Echenique,Match Report,
2023-02-25,19:15,Primera Div,Matchweek 5,Sat,Home,D,1,1,Sarmiento,0.9,0.4,64,,Mariano Andújar,3-4-3,Andrés Merlos,Match Report,
2023-03-03,20:00,Primera Div,Matchweek 6,Fri,Away,L,0,2,CA Unión,0.8,1.4,50,,Santiago Ascacíbar,3-4-3,Pablo Echavarría,Match Report,
2023-03-12,19:15,Primera Div,Matchweek 7,Sun,Home,W,2,1,CA Huracán,2.0,1.1,52,,Mariano Andújar,3-4-3,Leandro Rey Hilfer,Match Report,
2023-03-19,16:30,Primera Div,Matchweek 8,Sun,Away,L,1,2,Gimnasia ELP,1.0,1.6,51,,Mariano Andújar,3-4-3,Facundo Tello,Match Report,
2023-03-31,19:00,Primera Div,Matchweek 9,Fri,Home,W,3,0,Newell's OB,3.0,0.2,47,,Mariano Andújar,3-4-3,Nicolás Ramírez,Match Report,
2023-04-05,18:00,Sudamericana,Group stage,Wed,Away,W,1,0,bo Oriente Petrolero,,,55,,Mariano Andújar,3-4-3,Franklin Congo,Match Report,
2023-04-09,14:00,Primera Div,Matchweek 10,Sun,Away,W,2,1,Independiente,1.4,0.2,56,,Mariano Andújar,3-4-3,Hernán Mastrángelo,Match Report,
2023-04-12,21:30,Primera Div,Matchweek 11,Wed,Home,D,0,0,Tucumán,0.9,0.7,56,,Mariano Andújar,3-5-2,Yael Falcón,Match Report,
2023-04-15,19:00,Primera Div,Matchweek 12,Sat,Away,W,1,0,Boca Juniors,0.4,0.4,32,,Mariano Andújar,3-5-2,Pablo Echavarría,Match Report,
2023-04-18,21:00,Sudamericana,Group stage,Tue,Home,W,4,0,py Tacuary,,,72,,Mariano Andújar,3-4-3,Piero Maza,Match Report,
2023-04-23,18:00,Primera Div,Matchweek 13,Sun,Home,W,1,0,Talleres,0.6,0.1,45,,Mariano Andújar,3-5-2,Leandro Rey Hilfer,Match Report,
2023-04-27,20:00,Primera Div,Matchweek 14,Thu,Away,W,2,1,Platense,1.4,0.5,54,,,3-1-4-2,Nicolás Ramírez,Match Report,
2023-05-02,21:00,Sudamericana,Group stage,Tue,Away,D,0,0,br Bragantino,,,45,3236.0,Mauro Boselli,3-4-1-2,Carlos Ortega,Match Report,
2023-05-07,21:00,Primera Div,Matchweek 15,Sun,Home,W,2,0,Vélez Sarsfield,0.9,0.8,54,,Mariano Andújar,3-1-4-2,Ariel Penel,Match Report,
2023-05-14,14:00,Primera Div,Matchweek 16,Sun,Away,D,1,1,Defensa y Just,2.2,0.9,68,,Mariano Andújar,3-1-4-2,Leandro Rey Hilfer,Match Report,
2023-05-19,19:00,Primera Div,Matchweek 17,Fri,Home,W,1,0,Banfield,1.1,0.3,61,,Mariano Andújar,3-1-4-2,Nicolás Lamolina,Match Report,
