Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-28,17:00,Primera Div,Matchweek 1,Sat,Away,L,0,1,San Lorenzo,0.4,0.9,54,,Alejandro Medina,4-2-3-1,Fernando Echenique,Match Report,
2023-02-04,17:00,Primera Div,Matchweek 2,Sat,Home,D,1,1,Estudiantes,0.7,1.4,41,,Alejandro Medina,4-2-3-1,Leandro Rey Hilfer,Match Report,
2023-02-12,17:00,Primera Div,Matchweek 3,Sun,Away,L,1,2,Rosario Cent,0.4,1.8,27,,Alejandro Medina,4-4-2,Fernando Espinoza,Match Report,
2023-02-17,21:30,Primera Div,Matchweek 4,Fri,Home,L,0,3,Racing Club,0.6,1.1,34,,Alejandro Medina,3-4-3,Germán Delfino,Match Report,
2023-02-26,19:15,Primera Div,Matchweek 5,Sun,Away,W,2,1,River Plate,1.8,2.0,32,,Alejandro Medina,4-4-2,Nicolás Ramírez,Match Report,
2023-03-06,17:00,Primera Div,Matchweek 6,Mon,Home,L,0,1,Club Atlético Belgrano,1.2,1.8,57,,Alejandro Medina,4-4-2,Hernán Mastrángelo,Match Report,
2023-03-10,21:00,Primera Div,Matchweek 7,Fri,Away,D,1,1,Argentinos Jun,0.5,2.5,37,,Alejandro Medina,4-3-3,Nicolás Lamolina,Match Report,
2023-03-18,16:30,Primera Div,Matchweek 8,Sat,Home,W,2,0,Tigre,0.6,1.5,39,,Alejandro Medina,4-3-3,Fernando Espinoza,Match Report,
2023-04-03,21:30,Primera Div,Matchweek 9,Mon,Away,L,0,1,CC Córdoba,0.6,0.9,64,,Alejandro Medina,4-1-3-2,Luis Lobo Medina,Match Report,
2023-04-07,19:00,Primera Div,Matchweek 10,Fri,Away,L,0,3,Lanús,1.6,2.3,60,,Alejandro Medina,4-1-4-1,Germán Delfino,Match Report,
2023-04-13,14:00,Primera Div,Matchweek 11,Thu,Home,L,2,3,Godoy Cruz,0.5,1.7,59,,Alejandro Medina,4-1-4-1,Rodrigo Rivero,Match Report,
2023-04-17,19:00,Primera Div,Matchweek 12,Mon,Away,L,0,1,Sarmiento,1.4,0.7,62,,Alejandro Medina,3-5-1-1,Nelson Sosa,Match Report,
2023-04-22,15:30,Primera Div,Matchweek 13,Sat,Home,W,2,1,CA Unión,1.4,1.3,50,,Alejandro Medina,4-2-3-1,Nicolás Lamolina,Match Report,
2023-04-28,19:00,Primera Div,Matchweek 14,Fri,Away,L,1,2,CA Huracán,1.4,0.9,57,,Alejandro Medina,4-2-3-1,Carlos Gareano,Match Report,
2023-05-08,15:30,Primera Div,Matchweek 15,Mon,Home,L,0,1,Gimnasia ELP,0.4,0.7,52,,Alejandro Medina,4-2-3-1,Sebastián Martinez,Match Report,
2023-05-13,20:30,Primera Div,Matchweek 16,Sat,Away,L,0,2,Newell's OB,0.2,2.3,34,,Alejandro Medina,4-4-2,Pablo Echavarría,Match Report,
2023-05-18,21:00,Primera Div,Matchweek 17,Thu,Home,W,2,1,Independiente,0.8,1.0,37,,Alejandro Medina,4-2-3-1,Fernando Espinoza,Match Report,
2023-05-26,21:30,Primera Div,Matchweek 18,Fri,Away,L,0,1,Tucumán,0.3,1.2,38,,Alejandro Medina,4-2-3-1,Nazareno Arasa,Match Report,
2023-06-01,21:30,Primera Div,Matchweek 19,Thu,Home,W,1,0,Boca Juniors,0.9,0.4,22,,Alejandro Medina,5-3-2,Leandro Rey Hilfer,Match Report,
2023-06-10,21:30,Primera Div,Matchweek 20,Sat,Away,L,0,1,Talleres,0.5,0.6,44,,Alejandro Medina,5-3-2,Hernán Mastrángelo,Match Report,
2023-06-25,15:30,Primera Div,Matchweek 21,Sun,Home,L,0,2,Platense,0.4,1.5,62,,Alejandro Medina,5-3-2,Fernando Espinoza,Match Report,
2023-06-30,21:30,Primera Div,Matchweek 22,Fri,Away,L,0,1,Vélez Sarsfield,0.9,0.5,29,,Alejandro Medina,3-4-3,Ariel Penel,Match Report,
2023-07-06,14:00,Primera Div,Matchweek 23,Thu,Home,L,1,2,Defensa y Just,1.3,1.5,40,,Alejandro Medina,4-2-3-1,Nazareno Arasa,Match Report,
2023-07-09,20:30,Primera Div,Matchweek 24,Sun,Away,D,0,0,Banfield,0.8,0.9,48,,Alejandro Medina,4-2-3-1,Luis Lobo Medina,Match Report,
2023-07-17,18:00,Primera Div,Matchweek 25,Mon,Home,L,0,2,Instituto Atlético Central Córdoba,0.1,1.4,52,,Alejandro Medina,4-2-3-1,Carlos Gareano,Match Report,
2023-07-25,15:30,Primera Div,Matchweek 26,Tue,Away,D,0,0,Barracas Central,0.6,1.0,41,,Alejandro Medina,5-3-2,Nicolás Lamolina,Match Report,
2023-07-30,15:00,Primera Div,Matchweek 27,Sun,Home,W,2,0,Colón,2.6,0.7,38,,Alejandro Medina,5-3-2,Nazareno Arasa,Match Report,
2023-08-20,14:00,Copa de la Liga Profesional,Group stage,Sun,Home,L,0,1,Instituto Atlético Central Córdoba,0.7,1.1,53,,Alejandro Medina,5-3-2,Silvio Trucco,Match Report,
2023-08-25,19:00,Copa de la Liga Profesional,Group stage,Fri,Home,W,3,2,Argentinos Jun,2.8,1.3,36,,Alejandro Medina,5-3-2,Nicolás Lamolina,Match Report,
2023-09-04,18:00,Copa de la Liga Profesional,Group stage,Mon,Away,L,1,2,Barracas Central,0.6,0.4,45,,Alejandro Medina,5-3-2,Pablo Dóvalo,Match Report,
2023-09-17,19:30,Copa de la Liga Profesional,Group stage,Sun,Away,L,1,3,River Plate,1.1,1.6,31,,Alejandro Medina,5-3-2,Fernando Espinoza,Match Report,
2023-09-20,18:30,Copa de la Liga Profesional,Group stage,Wed,Away,L,1,2,Vélez Sarsfield,0.6,1.8,43,,Alejandro Medina,4-4-2,Silvio Trucco,Match Report,
2023-09-25,21:00,Copa de la Liga Profesional,Group stage,Mon,Away,L,0,1,Tucumán,0.3,1.5,47,,Alejandro Medina,4-4-2,Sebastián Martinez,Match Report,
2023-09-30,11:00,Copa de la Liga Profesional,Group stage,Sat,Home,W,1,0,Defensa y Just,1.9,0.5,34,,Alejandro Medina,4-4-2,Franco Acita,Match Report,
2023-10-09,18:00,Copa de la Liga Profesional,Group stage,Mon,Home,D,0,0,Banfield,0.2,0.5,49,,Alejandro Medina,4-4-2,Sebastían Zunino,Match Report,
2023-10-20,19:00,Copa de la Liga Profesional,Group stage,Fri,Away,D,1,1,Talleres,1.7,1.0,41,,Joaquín Pombo,4-1-4-1,Facundo Tello,Match Report,
2023-10-25,16:00,Copa de la Liga Profesional,Group stage,Wed,Home,W,1,0,Colón,1.4,0.9,41,,Joaquín Pombo,4-1-4-1,Fernando Espinoza,Match Report,
2023-10-29,21:00,Copa de la Liga Profesional,Group stage,Sun,Away,D,0,0,Independiente,0.2,1.5,31,,Joaquín Pombo,4-1-4-1,Fernando Rapallini,Match Report,
2023-11-03,19:00,Copa de la Liga Profesional,Group stage,Fri,Home,D,0,0,Gimnasia ELP,0.4,0.4,50,,Joaquín Pombo,4-1-4-1,Carlos Gareano,Match Report,
2023-11-11,21:00,Copa de la Liga Profesional,Group stage,Sat,Away,L,0,1,CA Huracán,0.7,0.8,54,,Joaquín Pombo,4-4-2,Hernán Mastrángelo,Match Report,
2023-11-26,18:00,Copa de la Liga Profesional,Group stage,Sun,Home,L,1,2,Rosario Cent,0.9,1.5,53,,Joaquín Pombo,4-4-2,Andrés Merlos,Match Report,
