Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition
13,Yahia Fofana,CIV,GK,Angers,23-140,2000,19,19,1710,19.0,0.84,0.84,4.58,3.79,81.6,0.63,0.21,0.16,0.58,57.9,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/9d420dad/Yahia-Fofana,9d420dad,Ligue 2
14,Etienne Green,ENG,GK,Saint-Étienne,23-173,2000,5,5,450,5.0,1.80,1.80,3.60,1.80,55.6,0.20,0.00,0.80,0.20,20.0,0.20,0.20,0.00,0.00,0.0,https://fbref.com/en/players/667b65da/Etienne-Green,667b65da,Ligue 2
15,Régis Gurtner,FRA,GK,Amiens,37-031,1986,17,17,1530,17.0,1.00,1.00,3.82,2.82,80.0,0.35,0.35,0.29,0.41,41.2,0.24,0.24,0.00,0.00,0.0,https://fbref.com/en/players/bc270726/Regis-Gurtner,bc270726,Ligue 2
16,Maxime Hautbois,FRA,GK,Stade Laval,33-005,1991,2,2,180,2.0,0.50,0.50,2.00,1.50,100.0,0.50,0.50,0.00,0.50,50.0,0.50,0.50,0.00,0.00,0.0,https://fbref.com/en/players/d3e043b1/Maxime-Hautbois,d3e043b1,Ligue 2
17,Karl-Johan Johnsson,SWE,GK,Bordeaux,33-345,1990,3,3,270,3.0,2.00,2.00,4.33,2.33,53.8,0.33,0.33,0.33,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/a56bd2ee/Karl-Johan-Johnsson,a56bd2ee,Ligue 2
18,Bingourou Kamara,SEN,GK,Pau FC,27-079,1996,19,19,1710,19.0,1.58,1.58,5.05,3.42,72.9,0.42,0.37,0.21,0.16,15.8,0.26,0.21,0.05,0.00,20.0,https://fbref.com/en/players/3814120d/Bingourou-Kamara,3814120d,Ligue 2
19,Gautier Larsonneur,FRA,GK,Saint-Étienne,26-319,1997,14,14,1260,14.0,0.79,0.79,3.86,3.00,83.3,0.50,0.29,0.21,0.50,50.0,0.21,0.14,0.07,0.00,33.3,https://fbref.com/en/players/b49729cb/Gautier-Larsonneur,b49729cb,Ligue 2
20,Nicolas Lemaître,FRA,GK,Troyes,26-361,1997,4,3,315,3.5,1.43,1.43,4.00,2.86,64.3,0.00,0.00,0.86,0.29,33.3,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/586ef3a3/Nicolas-Lemaitre,586ef3a3,Ligue 2
21,Donovan Léon,GUF,GK,Auxerre,31-066,1992,19,19,1710,19.0,1.05,1.05,3.26,2.32,67.7,0.58,0.26,0.16,0.26,26.3,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/51c83a90/Donovan-Leon,51c83a90,Ligue 2
22,Benjamin Leroy,FRA,GK,Quevilly-Rouen,34-276,1989,17,17,1530,17.0,1.47,1.47,3.12,1.71,58.5,0.12,0.41,0.47,0.24,23.5,0.18,0.18,0.00,0.00,0.0,https://fbref.com/en/players/1e7aea56/Benjamin-Leroy,1e7aea56,Ligue 2
23,Jean Louchet,FRA,GK,Valenciennes,27-036,1996,19,19,1710,19.0,1.37,1.37,4.32,3.00,70.7,0.05,0.42,0.53,0.32,31.6,0.11,0.11,0.00,0.00,0.0,https://fbref.com/en/players/109f8da7/Jean-Louchet,109f8da7,Ligue 2
24,Anthony Mandrea,ALG,GK,Caen,27-014,1996,18,18,1620,18.0,1.28,1.28,4.39,3.17,73.4,0.39,0.28,0.33,0.39,38.9,0.11,0.11,0.00,0.00,0.0,https://fbref.com/en/players/f7d3a773/Anthony-Mandrea,f7d3a773,Ligue 2
25,Brice Maubleu,FRA,GK,Grenoble,34-038,1989,17,17,1530,17.0,1.00,1.00,3.76,2.71,75.0,0.41,0.41,0.18,0.41,41.2,0.12,0.06,0.06,0.00,50.0,https://fbref.com/en/players/5748ef07/Brice-Maubleu,5748ef07,Ligue 2
26,Mathieu Michel,FRA,GK,Ajaccio,32-126,1991,10,10,900,10.0,1.00,1.00,2.50,1.60,60.0,0.30,0.50,0.20,0.50,50.0,0.10,0.00,0.00,0.10,,https://fbref.com/en/players/e39f8724/Mathieu-Michel,e39f8724,Ligue 2
27,Lionel Mpasi,COD,GK,Rodez Aveyron,29-160,1994,18,18,1618,18.0,1.39,1.39,3.83,2.44,66.7,0.39,0.33,0.28,0.11,11.1,0.11,0.11,0.00,0.00,0.0,https://fbref.com/en/players/5c6b0637/Lionel-Mpasi,5c6b0637,Ligue 2
28,Obed Nkambadio,FRA,GK,Paris FC,20-335,2003,11,11,945,10.5,0.95,0.95,3.62,2.57,73.7,0.57,0.29,0.19,0.48,45.5,0.10,0.00,0.10,0.00,100.0,https://fbref.com/en/players/c15e8d9e/Obed-Nkambadio,c15e8d9e,Ligue 2
29,Johny Placide,HAI,GK,Bastia,35-344,1988,15,15,1349,15.0,1.07,1.07,4.00,2.87,75.0,0.27,0.33,0.40,0.40,40.0,0.13,0.07,0.07,0.00,50.0,https://fbref.com/en/players/f1666a9d/Johny-Placide,f1666a9d,Ligue 2
30,Esteban Salles,FRA,GK,US Concarneau,29-312,1994,19,19,1710,19.0,1.37,1.37,4.58,3.26,75.9,0.32,0.21,0.47,0.26,26.3,0.32,0.26,0.05,0.00,16.7,https://fbref.com/en/players/2f7b8ba6/Esteban-Salles,2f7b8ba6,Ligue 2
31,Mamadou Samassa,MLI,GK,Stade Laval,33-326,1990,17,17,1530,17.0,0.94,0.94,3.41,2.53,79.3,0.53,0.18,0.29,0.47,47.1,0.24,0.24,0.00,0.00,0.0,https://fbref.com/en/players/cfe852d8/Mamadou-Samassa,cfe852d8,Ligue 2
32,Alexis Sauvage,FRA,GK,Amiens,32-070,1991,2,2,180,2.0,1.50,1.50,3.00,1.50,66.7,0.00,0.50,0.50,0.50,50.0,0.50,0.50,0.00,0.00,0.0,https://fbref.com/en/players/c2d118f4/Alexis-Sauvage,c2d118f4,Ligue 2
33,François-Joseph Sollacaro,FRA,GK,Ajaccio,29-293,1994,9,9,810,9.0,0.89,0.89,2.56,1.67,65.2,0.56,0.11,0.33,0.44,44.4,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/f19f32b1/Francois-Joseph-Sollacaro,f19f32b1,Ligue 2
34,Rafał Strączek,POL,GK,Bordeaux,24-330,1999,16,16,1440,16.0,1.19,1.19,3.44,2.19,67.3,0.31,0.25,0.44,0.38,37.5,0.13,0.06,0.06,0.00,50.0,https://fbref.com/en/players/710fa3ea/Rafal-Straczek,710fa3ea,Ligue 2
