Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition
1,Doğan Alemdar,TUR,GK,Troyes,21-071,2002,16,16,1395,15.5,1.23,1.23,4.32,3.10,74.6,0.26,0.52,0.26,0.26,25.0,0.13,0.13,0.00,0.00,0.0,https://fbref.com/en/players/9e17ccff/Dogan-Alemdar,9e17ccff,Ligue 2
2,Bobby Allain,FRA,GK,Grenoble,32-041,1991,2,2,180,2.0,0.00,0.00,4.00,4.00,100.0,1.00,0.00,0.00,1.00,100.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/8870154f/Bobby-Allain,8870154f,Ligue 2
3,Arnaud Balijon,FRA,GK,Dunkerque,40-205,1983,19,19,1710,19.0,1.68,1.68,4.53,2.84,66.3,0.16,0.21,0.63,0.21,21.1,0.21,0.16,0.05,0.00,25.0,https://fbref.com/en/players/ccb5b75d/Arnaud-Balijon,ccb5b75d,Ligue 2
4,Enzo Basilio,FRA,GK,Guingamp,29-097,1994,19,19,1710,19.0,0.89,0.89,2.95,2.11,75.0,0.37,0.32,0.32,0.42,42.1,0.16,0.16,0.00,0.00,0.0,https://fbref.com/en/players/8627d27e/Enzo-Basilio,8627d27e,Ligue 2
5,Kayne Bonnevie,FRA,GK,Quevilly-Rouen,22-170,2001,2,2,180,2.0,2.00,2.00,4.00,2.00,50.0,0.50,0.50,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/0df854bb/Kayne-Bonnevie,0df854bb,Ligue 2
6,Zacharie Boucher,FRA,GK,Bastia,31-307,1992,2,2,180,2.0,1.50,1.50,3.50,2.50,57.1,0.00,0.50,0.50,0.50,50.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/249cdcff/Zacharie-Boucher,249cdcff,Ligue 2
7,Thomas Callens,FRA,GK,Annecy,25-124,1998,2,1,104,1.2,3.33,3.46,5.00,1.67,33.3,0.00,0.00,0.83,0.00,0.0,0.83,0.00,0.83,0.00,100.0,https://fbref.com/en/players/be90e307/Thomas-Callens,be90e307,Ligue 2
8,Sébastien Cibois,FRA,GK,Rodez Aveyron,25-312,1998,1,1,90,1.0,3.00,3.00,4.00,1.00,25.0,0.00,0.00,1.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/2b9b37b2/Sebastien-Cibois,2b9b37b2,Ligue 2
9,Yannis Clementia,MTQ,GK,Caen,26-187,1997,1,1,90,1.0,2.00,2.00,3.00,1.00,33.3,0.00,0.00,1.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/7800bdb8/Yannis-Clementia,7800bdb8,Ligue 2
10,Florian Escales,FRA,GK,Annecy,27-339,1996,18,18,1606,17.8,1.29,1.29,4.10,2.87,68.5,0.22,0.39,0.39,0.34,33.3,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/e0238966/Florian-Escales,e0238966,Ligue 2
11,Julien Fabri,FRA,GK,Bastia,29-337,1994,2,2,180,2.0,2.00,2.00,5.50,3.50,72.7,0.50,0.00,0.50,0.00,0.0,0.50,0.50,0.00,0.00,0.0,https://fbref.com/en/players/a0ba5520/Julien-Fabri,a0ba5520,Ligue 2
12,Ivan Filipović,CRO,GK,Paris FC,29-056,1994,9,8,765,8.5,1.41,1.41,3.88,2.47,63.6,0.24,0.00,0.71,0.24,25.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/6df5968e/Ivan-Filipovic,6df5968e,Ligue 2
