Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
1,Abdel Abdallah,COM,DF,Rodez Aveyron,26-143,1997,19,1231,65,72.0,13.7,1.02,83,0.51,0.36,14,0.00,1.42,1.31,1.53,-0.22,-0.22,-1.16,1.37,1.23,0.14,+0.14,-0.55,https://fbref.com/en/players/18f2e473/Abdel-Abdallah,18f2e473,Ligue 2
2,Himad Abdelli,ALG,"MF,FW",Angers,24-052,1999,18,1618,90,94.6,18.0,1.00,90,0.89,0.00,,0.00,2.22,1.72,0.67,1.06,+1.06,+3.01,1.51,1.11,0.40,+0.40,+1.20,https://fbref.com/en/players/7978cbf0/Himad-Abdelli,7978cbf0,Ligue 2
3,Ali Abdi,TUN,"DF,MF",Caen,30-019,1993,19,1710,90,100.0,19.0,1.00,90,1.00,0.00,,0.00,1.37,1.42,1.32,0.11,+0.11,,1.08,1.31,-0.23,-0.23,,https://fbref.com/en/players/ad7cdb35/Ali-Abdi,ad7cdb35,Ligue 2
4,Elhadj Abdourahamane Bah,GUI,FW,Dunkerque,22-139,2001,4,112,28,6.5,1.2,0.83,60,0.00,2.50,17,3.33,0.00,0.00,0.83,-0.83,-0.80,+0.21,,,,,,https://fbref.com/en/players/9edcee65/Elhadj-Abdourahamane-Bah,9edcee65,Ligue 2
5,Salomon Abergel,FRA,DF,Ajaccio,19-188,2004,4,172,43,10.1,1.9,0.53,78,0.00,1.58,31,0.00,1.00,1.58,2.63,-1.05,-1.05,-1.28,1.42,1.47,-0.05,-0.06,-0.19,https://fbref.com/en/players/09273360/Salomon-Abergel,09273360,Ligue 2
6,Martin Adeline,FRA,MF,Annecy,20-037,2003,16,1225,77,71.6,13.6,1.03,81,0.59,0.15,49,0.00,1.13,1.25,1.25,0.00,0.00,+1.11,1.16,1.10,0.07,+0.07,+0.11,https://fbref.com/en/players/7587446d/Martin-Adeline,7587446d,Ligue 2
7,Jordan Adéoti,BEN,"MF,FW",Stade Laval,34-302,1989,7,97,14,5.7,1.1,0.91,28,0.00,5.45,12,0.00,1.14,0.00,1.82,-1.82,-1.86,-2.19,0.55,2.82,-2.27,-2.33,-2.47,https://fbref.com/en/players/508c8f3e/Jordan-Adeoti,508c8f3e,Ligue 2
8,Saad Agouzoul,MAR,DF,Auxerre,26-151,1997,6,466,78,27.3,5.2,0.96,84,0.77,0.19,45,1.73,2.00,2.12,1.15,0.96,+0.97,-0.12,1.62,0.83,0.79,+0.80,-0.06,https://fbref.com/en/players/e08ba522/Saad-Agouzoul,e08ba522,Ligue 2
9,Ange Ahoussou,CIV,"DF,MF",Pau FC,20-017,2003,12,545,45,31.9,6.1,0.98,75,0.66,0.98,16,0.49,1.42,1.97,1.48,0.49,+0.50,+0.50,1.18,1.93,-0.75,-0.76,-0.39,https://fbref.com/en/players/6449f935/Ange-Ahoussou,6449f935,Ligue 2
10,Clément Akpa,CIV,DF,Auxerre,22-045,2001,11,481,44,28.1,5.3,0.94,85,0.38,1.13,9,1.32,1.91,1.70,1.32,0.38,+0.37,-0.94,1.58,0.87,0.70,+0.70,-0.20,https://fbref.com/en/players/0abb5072/Clement-Akpa,0abb5072,Ligue 2
11,Sofiane Alakouch,MAR,DF,Paris FC,25-163,1998,12,929,77,54.3,10.3,1.07,83,0.78,0.10,16,0.00,1.92,1.46,0.87,0.58,+0.58,+1.16,1.42,1.17,0.25,+0.25,-0.16,https://fbref.com/en/players/5314e067/Sofiane-Alakouch,5314e067,Ligue 2
