Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-30,20:00,Primera Div,Matchweek 1,Mon,Away,D,0,0,Banfield,1.3,0.7,58,,Claudio Corvalán,4-3-3,Silvio Trucco,Match Report,
2023-02-05,21:30,Primera Div,Matchweek 2,Sun,Home,L,0,2,Instituto Atlético Central Córdoba,0.4,1.3,60,,Claudio Corvalán,4-3-3,Jorge Baliño,Match Report,
2023-02-13,17:00,Primera Div,Matchweek 3,Mon,Away,D,1,1,Barracas Central,1.4,0.6,50,,Claudio Corvalán,4-4-2,Yael Falcón,Match Report,
2023-02-19,17:00,Primera Div,Matchweek 4,Sun,Home,D,1,1,Colón,0.9,0.7,54,,Claudio Corvalán,4-2-3-1,Facundo Tello,Match Report,
2023-02-25,17:00,Primera Div,Matchweek 5,Sat,Away,L,0,1,San Lorenzo,0.1,0.7,58,,Claudio Corvalán,3-4-3,Ariel Penel,Match Report,
2023-03-03,20:00,Primera Div,Matchweek 6,Fri,Home,W,2,0,Estudiantes,1.4,0.8,50,,Claudio Corvalán,4-4-1-1,Pablo Echavarría,Match Report,
2023-03-12,21:30,Primera Div,Matchweek 7,Sun,Away,D,1,1,Rosario Cent,1.3,0.7,43,,Claudio Corvalán,4-4-1-1,Luis Lobo Medina,Match Report,
2023-03-17,21:00,Primera Div,Matchweek 8,Fri,Home,L,1,3,Racing Club,0.8,2.2,34,,Claudio Corvalán,4-4-1-1,Nicolás Ramírez,Match Report,
2023-03-31,21:30,Primera Div,Matchweek 9,Fri,Away,L,0,1,River Plate,0.1,2.2,32,,Claudio Corvalán,4-4-1-1,Fernando Echenique,Match Report,
2023-04-08,18:00,Primera Div,Matchweek 10,Sat,Home,L,0,3,Club Atlético Belgrano,0.7,1.9,28,,Claudio Corvalán,4-4-2,Franco Acita,Match Report,
2023-04-11,19:00,Primera Div,Matchweek 11,Tue,Away,L,1,5,Argentinos Jun,0.9,2.8,32,,Luciano Aued,4-4-1-1,Ariel Penel,Match Report,
2023-04-16,14:00,Primera Div,Matchweek 12,Sun,Home,D,0,0,Tigre,1.2,0.8,48,,Claudio Corvalán,4-4-1-1,Ariel Penel,Match Report,
2023-04-22,15:30,Primera Div,Matchweek 13,Sat,Away,L,1,2,Arsenal,1.3,1.4,50,,Claudio Corvalán,4-4-1-1,Nicolás Lamolina,Match Report,
2023-05-05,15:30,Primera Div,Matchweek 15,Fri,Away,D,0,0,Godoy Cruz,0.6,1.2,48,,Claudio Corvalán,4-2-3-1,Nazareno Arasa,Match Report,
2023-05-15,15:30,Primera Div,Matchweek 16,Mon,Home,L,0,2,Sarmiento,0.8,1.0,66,,Franco Calderón,4-4-1-1,Andrés Merlos,Match Report,
2023-05-19,19:00,Primera Div,Matchweek 17,Fri,Away,W,1,0,CC Córdoba,0.4,1.5,45,,Claudio Corvalán,5-3-2,Luis Lobo Medina,Match Report,
2023-05-29,19:00,Primera Div,Matchweek 18,Mon,Away,W,1,0,CA Huracán,0.7,1.6,31,,Claudio Corvalán,5-3-2,Leandro Rey Hilfer,Match Report,
2023-06-04,11:00,Primera Div,Matchweek 19,Sun,Home,W,2,0,Gimnasia ELP,1.3,1.1,46,,Claudio Corvalán,5-4-1,Facundo Tello,Match Report,
2023-06-12,14:00,Primera Div,Matchweek 20,Mon,Away,D,1,1,Newell's OB,0.5,1.0,37,,Claudio Corvalán,5-3-2,Pablo Echavarría,Match Report,
2023-06-17,15:30,Primera Div,Matchweek 14,Sat,Home,D,1,1,Lanús,0.7,0.6,47,,Claudio Corvalán,5-3-2,Fernando Espinoza,Match Report,
2023-06-24,17:00,Primera Div,Matchweek 21,Sat,Home,W,3,0,Independiente,1.0,0.3,46,,Claudio Corvalán,5-3-2,Fernando Echenique,Match Report,
2023-06-30,21:30,Primera Div,Matchweek 22,Fri,Away,L,0,1,Tucumán,0.6,1.3,57,,Claudio Corvalán,5-3-2,Carlos Gareano,Match Report,
2023-07-06,17:00,Primera Div,Matchweek 23,Thu,Home,D,0,0,Boca Juniors,1.1,0.2,52,,Claudio Corvalán,3-5-2,Andrés Merlos,Match Report,
2023-07-10,21:30,Primera Div,Matchweek 24,Mon,Away,D,0,0,Talleres,0.4,1.5,40,,Claudio Corvalán,3-5-2,Nicolás Lamolina,Match Report,
2023-07-15,14:00,Primera Div,Matchweek 25,Sat,Home,D,0,0,Platense,0.5,0.2,65,,Claudio Corvalán,3-5-2,Fernando Espinoza,Match Report,
2023-07-24,16:30,Primera Div,Matchweek 26,Mon,Away,D,0,0,Vélez Sarsfield,0.3,0.3,49,,Claudio Corvalán,3-5-2,Fernando Rapallini,Match Report,
2023-07-28,16:30,Primera Div,Matchweek 27,Fri,Home,W,2,0,Defensa y Just,1.7,0.1,48,,Claudio Corvalán,3-5-2,Ariel Penel,Match Report,
2023-08-18,19:00,Copa de la Liga Profesional,Group stage,Fri,Home,D,1,1,Racing Club,1.0,0.9,40,,Claudio Corvalán,3-4-3,Darío Herrera,Match Report,
2023-08-26,16:30,Copa de la Liga Profesional,Group stage,Sat,Away,W,3,1,Estudiantes,1.4,0.4,43,,Claudio Corvalán,5-3-2,Leandro Rey Hilfer,Match Report,
2023-09-04,20:00,Copa de la Liga Profesional,Group stage,Mon,Home,D,1,1,San Lorenzo,1.0,0.3,62,,Claudio Corvalán,5-3-2,Jorge Baliño,Match Report,
2023-09-16,15:00,Copa de la Liga Profesional,Group stage,Sat,Away,D,1,1,Newell's OB,0.1,0.9,32,,Claudio Corvalán,5-3-2,Ariel Penel,Match Report,
2023-09-21,18:30,Copa de la Liga Profesional,Group stage,Thu,Home,D,0,0,Godoy Cruz,0.6,0.5,52,,Claudio Corvalán,5-3-2,Yael Falcón,Match Report,
2023-09-25,16:00,Copa de la Liga Profesional,Group stage,Mon,Away,L,0,1,Platense,0.2,1.4,56,,Claudio Corvalán,5-3-2,Fernando Espinoza,Match Report,
2023-10-01,16:30,Copa de la Liga Profesional,Group stage,Sun,Away,D,0,0,Colón,0.5,1.0,39,,Claudio Corvalán,5-3-2,Facundo Tello,Match Report,
2023-10-08,14:30,Copa de la Liga Profesional,Group stage,Sun,Home,W,1,0,Sarmiento,1.4,0.3,54,,Claudio Corvalán,5-3-2,Pablo Echavarría,Match Report,
2023-10-20,21:30,Copa de la Liga Profesional,Group stage,Fri,Away,L,1,2,Boca Juniors,1.1,2.1,26,,Claudio Corvalán,5-3-2,Yael Falcón,Match Report,
2023-10-24,17:00,Copa de la Liga Profesional,Group stage,Tue,Home,D,0,0,Defensa y Just,1.6,1.0,45,,Claudio Corvalán,5-3-2,Darío Herrera,Match Report,
2023-10-31,21:00,Copa de la Liga Profesional,Group stage,Tue,Away,L,0,2,CC Córdoba,0.4,1.6,52,,Claudio Corvalán,3-5-2,Nazareno Arasa,Match Report,
2023-11-05,16:30,Copa de la Liga Profesional,Group stage,Sun,Home,D,0,0,Lanús,0.5,0.4,45,,Claudio Corvalán,5-3-2,Fernando Espinoza,Match Report,
2023-11-12,19:00,Copa de la Liga Profesional,Group stage,Sun,Away,L,1,4,Club Atlético Belgrano,0.3,2.1,36,,Claudio Corvalán,5-3-2,Ariel Penel,Match Report,
2023-11-25,18:00,Copa de la Liga Profesional,Group stage,Sat,Home,W,1,0,Tigre,0.9,0.2,33,,Claudio Corvalán,3-5-2,Yael Falcón,Match Report,
