Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-10,19:00,Conf Lg,Third qualifying round,Thu,Home,W,2.0,1.0,no Brann,,,,2388.0,David Simão,4-4-2,David Munro,Match Report,Leg 1 of 2
2023-08-13,20:30,Primeira Liga,Matchweek 1,Sun,Home,W,4.0,3.0,Estoril,0.5,0.6,38.0,1752.0,David Simão,4-4-2,Hélder Carvalho,Match Report,
2023-08-17,19:00,Conf Lg,Third qualifying round,Thu,Away,L,1.0,3.0,no Brann,,,,14119.0,David Simão,4-4-2,Bram Van Driessche,Match Report,Leg 2 of 2; Brann won
2023-08-20,20:30,Primeira Liga,Matchweek 2,Sun,Away,D,2.0,2.0,Vizela,0.7,1.6,48.0,2620.0,David Simão,4-4-2,Hélder Malheiro,Match Report,
2023-08-26,15:30,Primeira Liga,Matchweek 3,Sat,Home,D,1.0,1.0,Portimonense,2.2,0.2,63.0,2252.0,David Simão,3-5-2,Carlos Macedo,Match Report,
2023-09-03,18:00,Primeira Liga,Matchweek 4,Sun,Away,D,1.0,1.0,Porto,0.6,2.5,31.0,46516.0,David Simão,5-4-1,Miguel Nogueira,Match Report,
2023-09-17,15:30,Primeira Liga,Matchweek 5,Sun,Home,L,0.0,1.0,Casa Pia,0.4,0.9,57.0,1346.0,David Simão,3-4-3,André Narciso,Match Report,
2023-09-22,20:15,Primeira Liga,Matchweek 6,Fri,Away,L,0.0,1.0,Famalicão,2.1,0.1,56.0,3678.0,David Simão,3-4-3,Bruno Vieira,Match Report,
2023-10-01,15:30,Primeira Liga,Matchweek 7,Sun,Home,L,0.0,2.0,Chaves,0.6,1.0,60.0,1765.0,David Simão,4-3-3,Fábio Oliveira Melo,Match Report,
2023-10-08,20:30,Primeira Liga,Matchweek 8,Sun,Away,L,1.0,2.0,Sporting CP,0.6,1.8,43.0,36688.0,Tiago Esgaio,3-4-3,António Nobre,Match Report,
2023-10-27,20:15,Primeira Liga,Matchweek 9,Fri,Home,L,0.0,1.0,Moreirense,1.6,0.7,60.0,1037.0,David Simão,4-4-2,Bruno Jose Costa,Match Report,
2023-11-06,20:15,Primeira Liga,Matchweek 10,Mon,Away,L,0.0,2.0,Farense,1.4,1.9,61.0,4237.0,Nino Galović,3-4-3,Iancu Vasilica,Match Report,
2023-11-12,18:00,Primeira Liga,Matchweek 11,Sun,Home,L,0.0,1.0,Braga,1.0,1.3,40.0,1525.0,David Simão,4-3-3,João António Gonçalves,Match Report,
2023-12-03,20:30,Primeira Liga,Matchweek 12,Sun,Away,W,4.0,0.0,Boavista,1.9,1.0,37.0,3788.0,David Simão,4-4-2,Tiago Martins,Match Report,
2023-12-10,18:00,Primeira Liga,Matchweek 13,Sun,Home,D,2.0,2.0,Rio Ave,1.3,2.4,63.0,1122.0,David Simão,4-4-2,André Narciso,Match Report,
2023-12-16,18:00,Primeira Liga,Matchweek 14,Sat,Home,W,3.0,0.0,Gil Vicente FC,1.3,1.4,48.0,1386.0,David Simão,4-2-3-1,Manuel Oliveira,Match Report,
2023-12-28,20:15,Primeira Liga,Matchweek 15,Thu,Away,W,4.0,1.0,Estrela,4.0,0.9,60.0,4352.0,David Simão,4-3-3,João Pinheiro,Match Report,
2024-01-06,16:00,Primeira Liga,Matchweek 16,Sat,Home,,,,Benfica,,,,,,,,Head-to-Head,
2024-01-15,20:15,Primeira Liga,Matchweek 17,Mon,Away,,,,Vitória,,,,,,,,Head-to-Head,
2024-01-20,15:30,Primeira Liga,Matchweek 18,Sat,Away,,,,Estoril,,,,,,,,Head-to-Head,
2024-01-28,,Primeira Liga,Matchweek 19,Sun,Home,,,,Vizela,,,,,,,,Head-to-Head,
2024-02-04,,Primeira Liga,Matchweek 20,Sun,Away,,,,Portimonense,,,,,,,,Head-to-Head,
2024-02-11,,Primeira Liga,Matchweek 21,Sun,Home,,,,Porto,,,,,,,,Head-to-Head,
2024-02-18,,Primeira Liga,Matchweek 22,Sun,Away,,,,Casa Pia,,,,,,,,Head-to-Head,
2024-02-25,,Primeira Liga,Matchweek 23,Sun,Home,,,,Famalicão,,,,,,,,Head-to-Head,
2024-03-03,,Primeira Liga,Matchweek 24,Sun,Away,,,,Chaves,,,,,,,,Head-to-Head,
2024-03-10,,Primeira Liga,Matchweek 25,Sun,Home,,,,Sporting CP,,,,,,,,Head-to-Head,
2024-03-17,,Primeira Liga,Matchweek 26,Sun,Away,,,,Moreirense,,,,,,,,Head-to-Head,
2024-03-30,,Primeira Liga,Matchweek 27,Sat,Home,,,,Farense,,,,,,,,Head-to-Head,
2024-04-07,,Primeira Liga,Matchweek 28,Sun,Away,,,,Braga,,,,,,,,Head-to-Head,
2024-04-14,,Primeira Liga,Matchweek 29,Sun,Home,,,,Boavista,,,,,,,,Head-to-Head,
2024-04-21,,Primeira Liga,Matchweek 30,Sun,Away,,,,Rio Ave,,,,,,,,Head-to-Head,
2024-04-28,,Primeira Liga,Matchweek 31,Sun,Away,,,,Gil Vicente FC,,,,,,,,Head-to-Head,
2024-05-05,,Primeira Liga,Matchweek 32,Sun,Home,,,,Estrela,,,,,,,,Head-to-Head,
2024-05-12,,Primeira Liga,Matchweek 33,Sun,Away,,,,Benfica,,,,,,,,Head-to-Head,
2024-05-19,,Primeira Liga,Matchweek 34,Sun,Home,,,,Vitória,,,,,,,,Head-to-Head,
